segundo,estado,sub_estado,avg_velocity,min_velocity,max_velocity,velocity_variance,v_diff,car_mean_velocity,truck_mean_velocity,car_velocity_variance,truck_velocity_variance,avg_gap,min_gap,median_gap,vehicles_stopped,vehicles_cruising,vehicles_braking,vehicles_accelerating,cumulative_throughput,near_collisions,hard_brakes
1,ESTABILIZANDO,,0.58,0.4,0.75,0.03,0.35,0.75,0.4,0.0,0.0,75.28,71.58,78.78,30,0,0,15,0,0,0
2,ESTABILIZANDO,,1.15,0.8,1.5,0.12,0.7,1.5,0.8,0.0,0.0,75.28,71.04,78.78,15,0,0,15,0,0,0
3,ESTABILIZANDO,,1.73,1.2,2.25,0.28,1.05,2.25,1.2,0.0,0.0,75.28,70.15,78.78,0,0,0,15,0,0,0
4,ESTABILIZANDO,,2.3,1.6,3.0,0.49,1.4,3.0,1.6,0.0,0.0,75.28,68.91,78.78,0,0,0,15,0,0,0
5,ESTABILIZANDO,,2.88,2.0,3.75,0.77,1.75,3.75,2.0,0.0,0.0,75.28,67.31,78.78,0,0,0,15,0,0,0
6,ESTABILIZANDO,,3.45,2.4,4.5,1.1,2.1,4.5,2.4,0.0,0.0,75.28,65.37,78.78,0,0,0,15,0,0,0
7,ESTABILIZANDO,,4.03,2.8,5.25,1.5,2.45,5.25,2.8,0.0,0.0,75.28,63.08,78.78,0,0,0,15,0,0,0
8,ESTABILIZANDO,,4.6,3.2,6.0,1.96,2.8,6.0,3.2,0.0,0.0,75.28,60.44,78.78,0,0,0,15,0,0,0
9,ESTABILIZANDO,,5.18,3.6,6.75,2.48,3.15,6.75,3.6,0.0,0.0,75.28,57.44,78.78,0,0,0,15,0,0,0
10,ESTABILIZANDO,,5.75,4.0,7.5,3.06,3.5,7.5,4.0,0.0,0.0,75.28,54.1,78.78,0,0,0,15,0,0,0
11,ESTABILIZANDO,,6.33,4.4,8.25,3.71,3.85,8.25,4.4,0.0,0.0,75.28,50.41,78.78,0,0,0,15,0,0,0
12,ESTABILIZANDO,,6.9,4.8,9.0,4.41,4.2,9.0,4.8,0.0,0.0,75.28,46.37,78.78,0,0,0,15,0,0,0
13,ESTABILIZANDO,,7.47,5.2,9.75,5.18,4.55,9.75,5.2,0.0,0.0,75.28,41.97,78.78,0,0,0,15,0,0,0
14,ESTABILIZANDO,,8.05,5.6,10.5,6.0,4.9,10.5,5.6,0.0,0.0,75.28,37.23,78.78,0,0,0,15,0,0,0
15,ESTABILIZANDO,,8.62,6.0,11.25,6.89,5.25,11.25,6.0,0.0,0.0,75.28,32.14,78.78,0,0,0,15,0,0,0
16,ESTABILIZANDO,,9.2,6.4,12.0,7.84,5.6,12.0,6.4,0.0,0.0,75.28,26.7,78.78,0,0,0,15,0,0,0
17,ESTABILIZANDO,,9.77,6.8,12.75,8.85,5.95,12.75,6.8,0.0,0.0,75.28,20.9,78.78,0,0,0,15,0,0,0
18,ESTABILIZANDO,,10.35,7.2,13.5,9.92,6.3,13.5,7.2,0.0,0.0,75.28,14.76,78.78,0,0,0,15,0,0,0
19,ESTABILIZANDO,,10.92,7.6,14.25,11.06,6.65,14.25,7.6,0.0,0.0,75.28,8.27,78.78,0,0,0,15,0,0,0
20,ESTABILIZANDO,,11.5,8.0,15.0,12.25,7.0,15.0,8.0,0.0,0.0,75.28,1.43,78.78,0,0,0,15,0,8,0
21,ESTABILIZANDO,,12.07,8.4,15.75,13.51,7.35,15.75,8.4,0.0,0.0,75.28,-5.77,78.78,0,0,0,15,0,88,0
22,ESTABILIZANDO,,12.65,8.8,16.5,14.82,7.7,16.5,8.8,0.0,0.0,745.48,71.78,163.86,0,0,0,15,0,152,0
23,ESTABILIZANDO,,13.22,9.2,17.25,16.2,8.05,17.25,9.2,0.0,0.0,745.48,71.78,171.75,0,0,0,15,0,152,0
24,ESTABILIZANDO,,13.8,9.6,18.0,17.64,8.4,18.0,9.6,0.0,0.0,745.48,71.78,180.0,0,0,0,15,0,152,0
25,ESTABILIZANDO,,14.37,10.0,18.75,19.14,8.75,18.75,10.0,0.0,0.0,745.48,71.78,188.59,0,0,0,15,0,152,0
26,ESTABILIZANDO,,14.95,10.4,19.5,20.7,9.1,19.5,10.4,0.0,0.0,745.48,71.78,197.53,0,0,0,15,0,152,0
27,ESTABILIZANDO,,15.52,10.8,20.25,22.33,9.45,20.25,10.8,0.0,0.0,745.48,71.78,206.82,0,0,0,15,0,152,0
28,ESTABILIZANDO,,16.1,11.2,21.0,24.01,9.8,21.0,11.2,0.0,0.0,745.48,71.78,216.47,0,0,0,15,0,152,0
29,ESTABILIZANDO,,16.67,11.6,21.75,25.76,10.15,21.75,11.6,0.0,0.0,745.48,71.78,226.46,0,0,0,15,0,152,0
30,ESTABILIZANDO,,17.25,12.0,22.5,27.56,10.5,22.5,12.0,0.0,0.0,745.48,71.78,236.8,0,0,0,15,0,152,0
31,ESTABILIZANDO,,17.82,12.4,23.25,29.43,10.85,23.25,12.4,0.0,0.0,745.48,71.78,247.49,0,0,0,15,0,152,0
32,ESTABILIZANDO,,18.4,12.8,24.0,31.36,11.2,24.0,12.8,0.0,0.0,745.48,71.78,258.54,0,0,0,15,0,152,0
33,ESTABILIZANDO,,18.97,13.2,24.75,33.35,11.55,24.75,13.2,0.0,0.0,745.48,71.78,269.93,0,8,0,15,0,152,0
34,ESTABILIZANDO,,19.55,13.6,25.5,35.4,11.9,25.5,13.6,0.0,0.0,745.48,71.78,281.67,0,8,0,15,0,152,0
35,ESTABILIZANDO,,19.94,14.0,26.25,35.4,12.25,25.89,14.0,0.11,0.0,745.48,71.78,293.43,0,8,0,7,0,152,0
