truck_pct,scenario,max_in_jam,max_stopped,max_gap_pressure,max_v_diff,avg_velocity,min_velocity,avg_car_velocity,avg_truck_velocity,total_energy,min_efficiency,avg_flow,velocity_drop
0,Het_Trucks_00pct,5,1,0.4180440839309607,23.81343400289428,23.548276262173985,0.0,23.548276262173985,0.0,7840.531154914368,85.3353889608849,1349.3640197982706,0.6860611475051108
10,Het_Trucks_10pct,36,1,0.4230508313979818,23.813426750451956,20.827875680302217,0.0,20.94025480728425,19.816463537463935,7365.078356009801,81.03061349080602,1193.4795455485555,1.1480000141668825
25,Het_Trucks_25pct,30,1,0.4321169981922434,23.802482539238724,19.854423192047932,0.0,19.914632146050653,19.67379633003974,7581.782967724172,82.95847621172783,1137.698742401473,1.4184766067090635
50,Het_Trucks_50pct,20,1,0.4529552847768143,23.777116910774204,19.36919238611668,0.0,19.501309587184117,19.237075185049243,8255.966815896074,83.13361415649648,1109.8940324714692,1.2702543394416956
75,Het_Trucks_75pct,9,1,0.4767817915060138,23.196434320169438,19.159756466371622,0.0,19.626532956892845,19.004164302864545,9003.306742063694,85.21313984313996,1097.8929292310045,0.3656625338918502
