segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
56,RECUPERANDO,2,21,0,7,28.21,25.81
57,RECUPERANDO,2,21,0,7,28.21,25.86
58,RECUPERANDO,2,20,0,8,28.22,25.92
59,RECUPERANDO,2,20,0,8,28.23,25.98
60,RECUPERANDO,2,20,0,8,28.23,26.03
61,RECUPERANDO,2,20,0,8,28.24,26.08
62,RECUPERANDO,2,20,0,8,28.24,26.14
63,RECUPERANDO,2,20,0,8,28.25,26.19
64,RECUPERANDO,2,20,0,8,28.25,26.21
65,RECUPERANDO,2,20,0,8,28.26,26.24
66,RECUPERANDO,2,20,0,8,28.26,26.26
67,RECUPERANDO,2,20,0,8,28.27,26.29
68,RECUPERANDO,2,20,0,8,28.27,26.32
69,RECUPERANDO,2,20,0,8,28.28,26.35
70,RECUPERANDO,2,20,0,8,28.28,26.38
71,RECUPERANDO,2,20,0,8,28.28,26.41
72,RECUPERANDO,2,20,0,8,28.29,26.44
73,RECUPERANDO,2,19,0,9,28.29,26.47
74,RECUPERANDO,2,19,0,9,28.29,26.5
75,RECUPERANDO,2,19,0,9,28.3,26.53
76,RECUPERANDO,2,19,0,9,28.3,26.56
77,RECUPERANDO,2,19,0,9,28.3,26.59
78,RECUPERANDO,2,19,0,9,28.31,26.61
79,RECUPERANDO,2,19,0,9,28.31,26.63
80,RECUPERANDO,2,19,0,9,28.31,26.64
81,RECUPERANDO,2,19,0,9,28.32,26.66
82,RECUPERANDO,2,19,0,9,28.32,26.67
83,RECUPERANDO,2,19,0,9,28.32,26.69
84,RECUPERANDO,2,19,0,9,28.33,26.71
85,RECUPERANDO,2,19,0,9,28.33,26.73
86,RECUPERANDO,2,19,0,9,28.33,26.75
87,RECUPERANDO,2,19,0,9,28.33,26.77
88,RECUPERANDO,2,18,0,10,28.34,26.79
89,RECUPERANDO,2,18,0,10,28.34,26.81
90,RECUPERANDO,2,18,0,10,28.34,26.83
91,RECUPERANDO,2,18,0,10,28.35,26.85
92,RECUPERANDO,2,18,0,10,28.35,26.87
93,RECUPERANDO,2,18,0,10,28.35,26.89
94,RECUPERANDO,3,18,0,9,28.35,26.9
95,RECUPERANDO,3,18,0,9,28.35,26.91
96,RECUPERANDO,3,18,0,9,28.36,26.92
97,RECUPERANDO,3,18,0,9,28.36,26.93
98,RECUPERANDO,3,18,0,9,28.36,26.94
99,RECUPERANDO,3,18,0,9,28.36,26.95
100,RECUPERANDO,3,18,0,9,28.37,26.96
101,RECUPERANDO,3,18,0,9,28.37,26.98
102,RECUPERANDO,3,18,0,9,28.37,26.99
103,RECUPERANDO,3,18,0,9,28.37,27.0
104,RECUPERANDO,3,17,0,10,28.37,27.02
105,RECUPERANDO,3,17,0,10,28.38,27.03
106,RECUPERANDO,3,17,0,10,28.38,27.05
107,RECUPERANDO,3,17,0,10,28.38,27.06
108,RECUPERANDO,3,17,0,10,28.38,27.08
109,RECUPERANDO,3,17,0,10,28.38,27.09
110,RECUPERANDO,3,17,0,10,28.39,27.1
111,RECUPERANDO,3,17,0,10,28.39,27.11
112,RECUPERANDO,3,17,0,10,28.39,27.11
113,RECUPERANDO,3,17,0,10,28.39,27.12
114,RECUPERANDO,3,17,0,10,28.39,27.13
115,RECUPERANDO,3,17,0,10,28.4,27.14
116,RECUPERANDO,3,17,0,10,28.4,27.15
117,RECUPERANDO,3,17,0,10,28.4,27.16
118,RECUPERANDO,3,17,0,10,28.4,27.17
119,RECUPERANDO,3,17,0,10,28.4,27.18
120,RECUPERANDO,3,17,0,10,28.4,27.19
121,RECUPERANDO,3,16,0,11,28.41,27.2
122,RECUPERANDO,3,16,0,11,28.41,27.21
123,RECUPERANDO,3,16,0,11,28.41,27.22
124,RECUPERANDO,3,16,0,11,28.41,27.23
125,RECUPERANDO,3,16,0,11,28.41,27.24
126,RECUPERANDO,3,16,0,11,28.41,27.25
127,RECUPERANDO,3,16,0,11,28.41,27.26
128,RECUPERANDO,3,16,0,11,28.42,27.26
129,RECUPERANDO,3,16,0,11,28.42,27.27
130,RECUPERANDO,3,16,0,11,28.42,27.27
131,RECUPERANDO,3,16,0,11,28.42,27.28
132,RECUPERANDO,3,16,0,11,28.42,27.28
133,RECUPERANDO,3,16,0,11,28.42,27.29
134,RECUPERANDO,3,16,0,11,28.43,27.3
135,RECUPERANDO,3,16,0,11,28.43,27.31
136,RECUPERANDO,3,16,0,11,28.43,27.31
137,RECUPERANDO,4,16,0,10,28.43,27.32
138,RECUPERANDO,4,16,0,10,28.43,27.33
139,RECUPERANDO,4,15,0,11,28.43,27.34
140,RECUPERANDO,4,15,0,11,28.43,27.35
141,RECUPERANDO,4,15,0,11,28.44,27.36
142,RECUPERANDO,4,15,0,11,28.44,27.37
143,RECUPERANDO,4,15,0,11,28.44,27.37
144,RECUPERANDO,4,15,0,11,28.44,27.38
145,RECUPERANDO,4,15,0,11,28.44,27.38
146,RECUPERANDO,4,15,0,11,28.44,27.39
147,RECUPERANDO,4,15,0,11,28.44,27.39
148,RECUPERANDO,4,15,0,11,28.44,27.4
149,RECUPERANDO,4,15,0,11,28.45,27.4
150,RECUPERANDO,4,15,0,11,28.45,27.41
151,RECUPERANDO,4,15,0,11,28.45,27.41
