segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
1,ESTABILIZANDO,38,0,0,0,15.0,15.0
2,ESTABILIZANDO,38,0,0,0,15.0,15.0
3,ESTABILIZANDO,38,0,0,0,15.0,15.0
4,ESTABILIZANDO,38,0,0,0,15.0,15.0
5,ESTABILIZANDO,38,0,0,0,15.0,15.0
6,ESTABILIZANDO,38,0,0,0,15.0,15.0
7,ESTABILIZANDO,38,0,0,0,15.0,15.0
8,ESTABILIZANDO,38,0,0,0,15.0,15.0
9,ESTABILIZANDO,38,0,0,0,15.0,15.0
10,ESTABILIZANDO,38,0,0,0,15.0,15.0
11,FRENANDO,37,0,1,0,14.46,3.0
12,FRENANDO,36,1,1,0,14.17,0
13,FRENANDO,36,1,1,0,14.01,0
14,FRENANDO,35,2,1,0,13.87,0
15,FRENANDO,35,1,2,0,13.75,0
16,RECUPERANDO,35,1,2,0,13.67,1.08
17,RECUPERANDO,34,2,2,0,13.6,2.28
18,RECUPERANDO,34,2,2,0,13.56,3.21
19,RECUPERANDO,34,2,2,0,13.53,3.34
20,RECUPERANDO,33,2,3,0,13.51,3.81
21,RECUPERANDO,33,2,3,0,13.51,4.52
22,RECUPERANDO,33,2,2,1,13.51,5.36
23,RECUPERANDO,33,2,2,1,13.53,5.62
24,RECUPERANDO,33,2,2,1,13.55,5.94
25,RECUPERANDO,32,3,1,2,13.58,6.45
26,RECUPERANDO,32,3,1,2,13.62,7.09
27,RECUPERANDO,32,2,0,4,13.65,7.79
28,RECUPERANDO,32,2,0,4,13.69,7.94
29,RECUPERANDO,32,2,0,4,13.73,8.25
30,RECUPERANDO,32,2,0,4,13.76,8.67
31,RECUPERANDO,32,3,0,3,13.8,9.14
32,RECUPERANDO,32,2,0,4,13.83,9.64
33,RECUPERANDO,32,2,0,4,13.86,9.97
34,RECUPERANDO,32,2,0,4,13.89,10.14
35,RECUPERANDO,32,2,0,4,13.91,10.37
36,RECUPERANDO,32,2,0,4,13.94,10.62
37,RECUPERANDO,32,2,0,4,13.96,10.88
38,RECUPERANDO,31,2,0,5,13.97,11.14
39,RECUPERANDO,31,2,0,5,13.99,11.38
40,RECUPERANDO,32,2,0,4,14.0,11.61
41,RECUPERANDO,32,2,0,4,14.01,11.72
42,RECUPERANDO,32,2,0,4,14.02,11.8
43,RECUPERANDO,32,2,0,4,14.03,11.89
44,RECUPERANDO,32,2,0,4,14.04,11.98
45,RECUPERANDO,32,2,0,4,14.05,12.07
46,RECUPERANDO,32,2,0,4,14.05,12.15
47,RECUPERANDO,32,2,0,4,14.06,12.24
48,RECUPERANDO,32,2,0,4,14.06,12.31
49,RECUPERANDO,32,1,0,5,14.07,12.39
50,RECUPERANDO,31,2,0,5,14.07,12.45
51,RECUPERANDO,31,2,0,5,14.07,12.52
52,RECUPERANDO,31,2,0,5,14.08,12.58
53,RECUPERANDO,31,2,0,5,14.08,12.63
54,RECUPERANDO,31,2,0,5,14.08,12.68
55,RECUPERANDO,31,2,0,5,14.08,12.69
56,RECUPERANDO,31,2,0,5,14.09,12.72
57,RECUPERANDO,31,2,0,5,14.09,12.74
58,RECUPERANDO,31,2,0,5,14.09,12.76
59,RECUPERANDO,31,2,0,5,14.09,12.78
60,RECUPERANDO,31,2,0,5,14.1,12.8
61,RECUPERANDO,31,2,0,5,14.1,12.83
62,RECUPERANDO,32,2,0,4,14.1,12.85
63,RECUPERANDO,32,2,0,4,14.1,12.87
64,RECUPERANDO,32,2,0,4,14.1,12.9
65,RECUPERANDO,31,3,0,4,14.1,12.92
66,RECUPERANDO,31,3,0,4,14.11,12.94
67,RECUPERANDO,31,3,0,4,14.11,12.97
68,RECUPERANDO,31,2,0,5,14.11,12.99
69,RECUPERANDO,31,2,0,5,14.11,13.01
70,RECUPERANDO,31,2,0,5,14.11,13.03
71,RECUPERANDO,31,2,0,5,14.11,13.06
72,RECUPERANDO,31,2,0,5,14.11,13.08
73,RECUPERANDO,31,2,0,5,14.11,13.09
74,RECUPERANDO,31,2,0,5,14.12,13.1
75,RECUPERANDO,31,2,0,5,14.12,13.1
76,RECUPERANDO,31,2,0,5,14.12,13.11
77,RECUPERANDO,31,2,0,5,14.12,13.12
78,RECUPERANDO,31,2,0,5,14.12,13.13
79,RECUPERANDO,31,2,0,5,14.12,13.14
80,RECUPERANDO,31,2,0,5,14.12,13.15
81,RECUPERANDO,31,2,0,5,14.12,13.16
82,RECUPERANDO,31,2,0,5,14.12,13.17
83,RECUPERANDO,30,3,0,5,14.13,13.18
84,RECUPERANDO,30,3,0,5,14.13,13.2
85,RECUPERANDO,30,3,0,5,14.13,13.21
86,RECUPERANDO,30,3,0,5,14.13,13.22
87,RECUPERANDO,30,3,0,5,14.13,13.23
88,RECUPERANDO,31,3,0,4,14.13,13.24
89,RECUPERANDO,31,2,0,5,14.13,13.25
90,RECUPERANDO,31,2,0,5,14.13,13.27
91,RECUPERANDO,31,2,0,5,14.13,13.28
92,RECUPERANDO,31,2,0,5,14.13,13.29
93,RECUPERANDO,31,2,0,5,14.13,13.3
94,RECUPERANDO,31,2,0,5,14.13,13.31
95,RECUPERANDO,31,2,0,5,14.14,13.31
96,RECUPERANDO,31,2,0,5,14.14,13.32
97,RECUPERANDO,31,2,0,5,14.14,13.32
98,RECUPERANDO,31,2,0,5,14.14,13.32
99,RECUPERANDO,31,2,0,5,14.14,13.33
100,RECUPERANDO,31,2,0,5,14.14,13.34
101,RECUPERANDO,31,2,0,5,14.14,13.34
102,RECUPERANDO,30,3,0,5,14.14,13.35
103,RECUPERANDO,30,3,0,5,14.14,13.35
104,RECUPERANDO,30,3,0,5,14.14,13.36
105,RECUPERANDO,30,3,0,5,14.14,13.37
106,RECUPERANDO,30,3,0,5,14.14,13.37
107,RECUPERANDO,30,3,0,5,14.14,13.38
108,RECUPERANDO,30,3,0,5,14.14,13.39
109,RECUPERANDO,30,3,0,5,14.15,13.4
110,RECUPERANDO,30,3,0,5,14.15,13.4
111,RECUPERANDO,30,2,0,6,14.15,13.41
112,RECUPERANDO,30,2,0,6,14.15,13.42
113,RECUPERANDO,30,2,0,6,14.15,13.43
114,RECUPERANDO,31,2,0,5,14.15,13.43
115,RECUPERANDO,31,2,0,5,14.15,13.44
116,RECUPERANDO,31,2,0,5,14.15,13.45
117,RECUPERANDO,31,2,0,5,14.15,13.45
118,RECUPERANDO,31,2,0,5,14.15,13.45
119,RECUPERANDO,31,2,0,5,14.15,13.45
120,RECUPERANDO,31,2,0,5,14.15,13.46
121,RECUPERANDO,31,2,0,5,14.15,13.46
122,RECUPERANDO,31,2,0,5,14.15,13.46
123,RECUPERANDO,31,2,0,5,14.15,13.47
124,RECUPERANDO,30,3,0,5,14.15,13.47
125,RECUPERANDO,30,3,0,5,14.15,13.48
126,RECUPERANDO,30,3,0,5,14.15,13.48
127,RECUPERANDO,30,3,0,5,14.15,13.48
