segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
128,RECUPERANDO,30,3,0,5,14.16,13.49
129,RECUPERANDO,30,3,0,5,14.16,13.49
130,RECUPERANDO,30,3,0,5,14.16,13.5
131,RECUPERANDO,30,3,0,5,14.16,13.5
132,RECUPERANDO,30,3,0,5,14.16,13.51
133,RECUPERANDO,30,3,0,5,14.16,13.51
134,RECUPERANDO,30,3,0,5,14.16,13.52
135,RECUPERANDO,30,2,0,6,14.16,13.52
136,RECUPERANDO,30,2,0,6,14.16,13.53
137,RECUPERANDO,30,2,0,6,14.16,13.53
138,RECUPERANDO,30,2,0,6,14.16,13.54
139,RECUPERANDO,30,2,0,6,14.16,13.54
140,RECUPERANDO,31,2,0,5,14.16,13.55
141,RECUPERANDO,31,2,0,5,14.16,13.55
142,RECUPERANDO,31,2,0,5,14.16,13.55
143,RECUPERANDO,31,2,0,5,14.16,13.55
144,RECUPERANDO,31,2,0,5,14.16,13.55
145,RECUPERANDO,31,2,0,5,14.16,13.56
146,RECUPERANDO,31,2,0,5,14.16,13.56
147,RECUPERANDO,30,3,0,5,14.16,13.56
148,RECUPERANDO,30,3,0,5,14.16,13.56
149,RECUPERANDO,30,3,0,5,14.16,13.57
150,RECUPERANDO,30,3,0,5,14.17,13.57
151,RECUPERANDO,30,3,0,5,14.17,13.57
