segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
56,RECUPERANDO,2,17,0,11,27.66,23.99
57,RECUPERANDO,2,17,0,11,27.68,24.17
58,RECUPERANDO,2,17,0,11,27.7,24.34
59,RECUPERANDO,2,17,0,11,27.72,24.49
60,RECUPERANDO,2,17,0,11,27.73,24.57
61,RECUPERANDO,2,17,0,11,27.75,24.65
62,RECUPERANDO,2,17,0,11,27.76,24.72
63,RECUPERANDO,2,17,0,11,27.77,24.8
64,RECUPERANDO,2,17,0,11,27.78,24.87
65,RECUPERANDO,2,17,0,11,27.79,24.95
66,RECUPERANDO,2,17,0,11,27.8,25.02
67,RECUPERANDO,2,16,0,12,27.81,25.08
68,RECUPERANDO,2,16,0,12,27.82,25.15
69,RECUPERANDO,2,16,0,12,27.83,25.22
70,RECUPERANDO,2,16,0,12,27.84,25.28
71,RECUPERANDO,2,16,0,12,27.85,25.34
72,RECUPERANDO,2,16,0,12,27.85,25.38
73,RECUPERANDO,2,16,0,12,27.86,25.41
74,RECUPERANDO,2,16,0,12,27.87,25.44
75,RECUPERANDO,2,16,0,12,27.88,25.48
76,RECUPERANDO,2,16,0,12,27.88,25.51
77,RECUPERANDO,2,16,0,12,27.89,25.55
78,RECUPERANDO,2,16,0,12,27.89,25.59
79,RECUPERANDO,2,16,0,12,27.9,25.63
80,RECUPERANDO,2,15,0,13,27.91,25.66
81,RECUPERANDO,2,15,0,13,27.91,25.7
82,RECUPERANDO,2,15,0,13,27.92,25.74
83,RECUPERANDO,2,15,0,13,27.92,25.78
84,RECUPERANDO,2,15,0,13,27.93,25.82
85,RECUPERANDO,2,15,0,13,27.93,25.84
86,RECUPERANDO,2,15,0,13,27.94,25.86
87,RECUPERANDO,2,15,0,13,27.94,25.88
88,RECUPERANDO,2,15,0,13,27.95,25.9
89,RECUPERANDO,2,15,0,13,27.95,25.92
90,RECUPERANDO,2,15,0,13,27.96,25.95
91,RECUPERANDO,2,15,0,13,27.96,25.97
92,RECUPERANDO,2,15,0,13,27.97,26.0
93,RECUPERANDO,2,14,0,14,27.97,26.02
94,RECUPERANDO,2,14,0,14,27.97,26.05
95,RECUPERANDO,3,14,0,13,27.98,26.08
96,RECUPERANDO,3,14,0,13,27.98,26.1
97,RECUPERANDO,3,14,0,13,27.99,26.13
98,RECUPERANDO,3,14,0,13,27.99,26.15
99,RECUPERANDO,3,14,0,13,27.99,26.16
100,RECUPERANDO,3,14,0,13,28.0,26.18
101,RECUPERANDO,3,14,0,13,28.0,26.19
102,RECUPERANDO,3,14,0,13,28.01,26.21
103,RECUPERANDO,3,14,0,13,28.01,26.22
104,RECUPERANDO,3,14,0,13,28.01,26.24
105,RECUPERANDO,3,14,0,13,28.02,26.26
106,RECUPERANDO,3,14,0,13,28.02,26.28
107,RECUPERANDO,3,13,0,14,28.02,26.3
108,RECUPERANDO,3,13,0,14,28.03,26.32
109,RECUPERANDO,3,13,0,14,28.03,26.34
110,RECUPERANDO,3,13,0,14,28.03,26.36
111,RECUPERANDO,3,13,0,14,28.04,26.38
112,RECUPERANDO,3,13,0,14,28.04,26.39
113,RECUPERANDO,3,13,0,14,28.04,26.4
114,RECUPERANDO,3,13,0,14,28.04,26.41
115,RECUPERANDO,3,13,0,14,28.05,26.42
116,RECUPERANDO,3,13,0,14,28.05,26.43
117,RECUPERANDO,3,13,0,14,28.05,26.45
118,RECUPERANDO,3,13,0,14,28.06,26.46
119,RECUPERANDO,3,13,0,14,28.06,26.47
120,RECUPERANDO,3,13,0,14,28.06,26.49
121,RECUPERANDO,3,13,0,14,28.06,26.5
122,RECUPERANDO,3,12,0,15,28.07,26.52
123,RECUPERANDO,3,12,0,15,28.07,26.53
124,RECUPERANDO,3,12,0,15,28.07,26.55
125,RECUPERANDO,3,12,0,15,28.08,26.57
126,RECUPERANDO,3,12,0,15,28.08,26.58
127,RECUPERANDO,3,12,0,15,28.08,26.59
128,RECUPERANDO,3,12,0,15,28.08,26.59
129,RECUPERANDO,3,12,0,15,28.09,26.6
130,RECUPERANDO,3,12,0,15,28.09,26.61
131,RECUPERANDO,3,12,0,15,28.09,26.62
132,RECUPERANDO,3,12,0,15,28.09,26.63
133,RECUPERANDO,3,12,0,15,28.1,26.64
134,RECUPERANDO,3,12,0,15,28.1,26.65
135,RECUPERANDO,3,12,0,15,28.1,26.66
136,RECUPERANDO,3,12,0,15,28.1,26.68
137,RECUPERANDO,4,11,0,15,28.1,26.69
138,RECUPERANDO,4,11,0,15,28.11,26.7
139,RECUPERANDO,4,11,0,15,28.11,26.71
140,RECUPERANDO,4,11,0,15,28.11,26.73
141,RECUPERANDO,4,11,0,15,28.11,26.74
142,RECUPERANDO,4,11,0,15,28.12,26.74
143,RECUPERANDO,4,11,0,15,28.12,26.75
144,RECUPERANDO,4,11,0,15,28.12,26.76
145,RECUPERANDO,4,11,0,15,28.12,26.76
146,RECUPERANDO,4,11,0,15,28.12,26.77
147,RECUPERANDO,4,11,0,15,28.13,26.78
148,RECUPERANDO,4,11,0,15,28.13,26.79
149,RECUPERANDO,4,11,0,15,28.13,26.8
150,RECUPERANDO,4,11,0,15,28.13,26.81
151,RECUPERANDO,4,11,0,15,28.13,26.81
