segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
70,RECUPERANDO,22,3,0,5,24.02,22.71
71,RECUPERANDO,22,3,0,5,24.02,22.73
72,RECUPERANDO,22,2,0,6,24.02,22.75
73,RECUPERANDO,22,2,0,6,24.03,22.78
74,RECUPERANDO,22,2,0,6,24.03,22.8
75,RECUPERANDO,22,2,0,6,24.03,22.82
76,RECUPERANDO,23,2,0,5,24.03,22.84
77,RECUPERANDO,23,2,0,5,24.03,22.86
78,RECUPERANDO,23,2,0,5,24.03,22.87
79,RECUPERANDO,23,2,0,5,24.04,22.87
80,RECUPERANDO,23,2,0,5,24.04,22.88
81,RECUPERANDO,23,2,0,5,24.04,22.89
82,RECUPERANDO,23,2,0,5,24.04,22.9
83,RECUPERANDO,23,2,0,5,24.04,22.91
84,RECUPERANDO,23,2,0,5,24.04,22.92
85,RECUPERANDO,23,2,0,5,24.04,22.93
86,RECUPERANDO,23,2,0,5,24.05,22.94
87,RECUPERANDO,22,3,0,5,24.05,22.95
88,RECUPERANDO,22,3,0,5,24.05,22.96
89,RECUPERANDO,22,3,0,5,24.05,22.97
90,RECUPERANDO,22,3,0,5,24.05,22.98
91,RECUPERANDO,22,3,0,5,24.05,22.99
92,RECUPERANDO,22,3,0,5,24.05,23.01
93,RECUPERANDO,22,3,0,5,24.05,23.02
94,RECUPERANDO,22,3,0,5,24.06,23.03
95,RECUPERANDO,22,3,0,5,24.06,23.04
96,RECUPERANDO,22,2,0,6,24.06,23.05
97,RECUPERANDO,22,2,0,6,24.06,23.07
98,RECUPERANDO,22,2,0,6,24.06,23.08
99,RECUPERANDO,22,2,0,6,24.06,23.09
100,RECUPERANDO,22,2,0,6,24.06,23.1
101,RECUPERANDO,22,2,0,6,24.06,23.11
102,RECUPERANDO,22,2,0,6,24.06,23.12
103,RECUPERANDO,22,2,0,6,24.06,23.12
104,RECUPERANDO,22,2,0,6,24.07,23.13
105,RECUPERANDO,22,2,0,6,24.07,23.13
106,RECUPERANDO,22,2,0,6,24.07,23.14
107,RECUPERANDO,22,2,0,6,24.07,23.14
108,RECUPERANDO,22,2,0,6,24.07,23.15
109,RECUPERANDO,23,2,0,5,24.07,23.15
110,RECUPERANDO,23,2,0,5,24.07,23.16
111,RECUPERANDO,22,3,0,5,24.07,23.16
112,RECUPERANDO,22,3,0,5,24.07,23.17
113,RECUPERANDO,22,3,0,5,24.07,23.18
114,RECUPERANDO,22,3,0,5,24.07,23.18
115,RECUPERANDO,22,3,0,5,24.08,23.19
116,RECUPERANDO,22,3,0,5,24.08,23.2
117,RECUPERANDO,22,3,0,5,24.08,23.2
118,RECUPERANDO,22,3,0,5,24.08,23.21
119,RECUPERANDO,22,3,0,5,24.08,23.22
120,RECUPERANDO,22,3,0,5,24.08,23.23
121,RECUPERANDO,22,3,0,5,24.08,23.23
122,RECUPERANDO,22,3,0,5,24.08,23.24
123,RECUPERANDO,22,2,0,6,24.08,23.25
124,RECUPERANDO,22,2,0,6,24.08,23.26
125,RECUPERANDO,22,2,0,6,24.08,23.26
126,RECUPERANDO,22,2,0,6,24.08,23.27
127,RECUPERANDO,22,2,0,6,24.08,23.28
128,RECUPERANDO,22,2,0,6,24.09,23.29
129,RECUPERANDO,22,2,0,6,24.09,23.29
130,RECUPERANDO,22,2,0,6,24.09,23.29
131,RECUPERANDO,22,2,0,6,24.09,23.29
132,RECUPERANDO,22,2,0,6,24.09,23.3
133,RECUPERANDO,22,2,0,6,24.09,23.3
134,RECUPERANDO,22,2,0,6,24.09,23.3
135,RECUPERANDO,22,2,0,6,24.09,23.31
136,RECUPERANDO,21,3,0,6,24.09,23.31
137,RECUPERANDO,21,3,0,6,24.09,23.31
138,RECUPERANDO,21,3,0,6,24.09,23.32
139,RECUPERANDO,21,3,0,6,24.09,23.32
140,RECUPERANDO,21,3,0,6,24.09,23.33
141,RECUPERANDO,21,3,0,6,24.09,23.33
142,RECUPERANDO,21,3,0,6,24.09,23.34
143,RECUPERANDO,22,3,0,5,24.1,23.34
144,RECUPERANDO,22,3,0,5,24.1,23.34
145,RECUPERANDO,22,3,0,5,24.1,23.35
146,RECUPERANDO,22,3,0,5,24.1,23.35
147,RECUPERANDO,22,3,0,5,24.1,23.36
148,RECUPERANDO,22,3,0,5,24.1,23.36
149,RECUPERANDO,22,3,0,5,24.1,23.37
150,RECUPERANDO,22,3,0,5,24.1,23.37
151,RECUPERANDO,22,2,0,6,24.1,23.38
