segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,car_mean_velocity,truck_mean_velocity,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,max_parados,max_en_atasco,max_v_diff,num_cars,num_trucks,truck_pct
0,LIBRE,19.17942372253854,17.038626313378003,21.33377096924064,4.295144655862636,21.307778178886842,17.051069266190247,15.917230401910068,1099.0199029230203,85.2418832112824,0,0,20,20,62.40068409248448,62.825,63.25203423706034,26.6921910390861,0.42486575470093274,0,0,4.295144655862636,20,20,0.5
0,LIBRE,19.64020650895214,17.38068646354201,22.050548414862543,4.669861951320534,21.76861193414464,17.51180108375964,15.917230401910068,1125.423691718706,87.28980670645396,0,0,30,10,58.22108442721776,62.825,67.6077981618655,27.268156779892045,0.4340335341009478,0,0,4.669861951320534,20,20,0.5
2,LIBRE,19.969721085163442,17.651669277956426,22.57733293809953,4.925663660143105,22.05156534927813,17.887876821048756,15.917230401910068,1144.305545667941,88.75431593405975,0,0,36,4,54.2235670369048,62.825,72.04955669727087,27.69169029042563,0.4407750145710406,0,0,4.925663660143105,20,20,0.5
3,LIBRE,20.195740494544168,17.864162779379374,22.95603050641823,5.091867727038856,22.2017703487436,18.189710640344735,15.917230401910068,1157.2569165198408,89.75884664241852,0,0,40,0,50.47579543277993,62.825,76.50545001773435,27.993168154630347,0.4455737071966629,0,0,5.091867727038856,20,20,0.5
4,LIBRE,20.342344634135635,18.029422894131056,23.223691804559888,5.194268910428832,22.25611734254522,18.428571925726043,15.917230401910068,1165.657631243745,90.41042059615837,0,0,39,1,47.01805498572867,62.825,80.93249298069122,28.199487615567143,0.44885774159279174,0,0,5.194268910428832,20,20,0.5
4,LIBRE,20.42914743027374,18.15710834173434,23.410402911824686,5.253294570090347,22.24284623542818,18.615448625119306,15.917230401910068,1170.6316076241221,90.79621080121663,0,0,34,6,43.871430226755706,62.825,85.30847562191184,28.333009586553565,0.4509830415686998,0,0,5.253294570090347,20,20,0.5
5,LIBRE,20.47154188750054,18.255255207747606,23.539237000834973,5.283981793087367,22.182757837943676,18.7603259370574,15.917230401910068,1173.0608960605164,90.9846306111135,0,0,32,8,41.04361309300282,62.825,89.62476570782337,28.411623371764886,0.45223435530067463,0,0,5.283981793087367,20,20,0.5
6,LIBRE,20.481363869894857,18.33039546059973,23.62721216481885,5.296816704219122,22.090893433747823,18.871834306041897,15.917230401910068,1173.6237155849024,91.02828386619936,0,0,30,10,38.53261222414426,62.825,93.88079507483644,28.449322446405336,0.4528344201576655,0,0,5.296816704219122,20,20,0.5
7,LIBRE,20.467624081419437,18.38774562913226,23.686546450050116,5.2988008209178545,21.97808142410318,18.957166738735694,15.917230401910068,1172.83639782109,90.96721813964194,0,0,30,10,36.32904338716389,62.825,98.08025017730643,28.45691576610336,0.4529552847768143,0,0,5.2988008209178545,20,20,0.5
8,LIBRE,20.43715311723395,18.431416448962548,23.725845093557215,5.294428644594667,21.852144849433945,19.022161385033957,15.917230401910068,1171.0903497340585,90.8317916321509,0,0,30,10,34.41766406652414,62.825,102.22864636140093,28.44269346349244,0.4527289051093106,0,0,5.2988008209178545,20,20,0.5
9,ATASCO,20.39511742843422,18.464614715673672,23.75108125335467,5.286466537680997,21.718768396993276,19.07146645987516,15.917230401910068,1168.6816194566366,90.64496634859653,0,5,25,10,32.77862546153324,62.825,106.33189460936183,28.412984043403007,0.45225601342463995,0,5,5.2988008209178545,20,20,0.5
10,ATASCO,20.043118787343264,10.30645615156848,23.766349353844472,13.459893202275993,20.991460122178236,19.094777452508293,15.917230401910068,1148.511382959582,89.08052794374784,0,5,24,11,31.388692982036332,62.825,110.39552257942523,28.066813150470335,0.4467459315633957,0,5,13.459893202275993,20,20,0.5
11,ATASCO,19.69963810633728,0,23.77441858796049,23.77441858796049,20.338267208421616,19.061009004252938,15.917230401910068,1128.8292428621442,87.5539471392768,1,10,19,10,30.222502373280463,62.825,114.42429894300722,27.71489035740051,0.44114429538241956,1,10,23.77441858796049,20,20,0.5
12,ATASCO,19.586597592004686,0,23.777116910774204,23.777116910774204,20.175398411972694,18.99779677203668,15.917230401910068,1122.351791981168,87.05154485335416,1,10,20,9,29.25380252022262,62.825,118.42208606186841,27.586046785013856,0.43909346255493603,1,10,23.777116910774204,20,20,0.5
13,ATASCO,19.453238930096557,0,23.775540080782065,23.775540080782065,19.983469004674234,18.92300885551888,15.917230401910068,1114.7100700095123,86.45883968931804,1,10,20,9,27.300956788515293,62.825,122.39177922085582,27.43399114397628,0.4366731578826308,1,10,23.777116910774204,20,20,0.5
14,ATASCO,19.292159737473654,0,23.77007071350662,23.77007071350662,19.7544138241736,18.829905650773707,15.917230401910068,1105.4799053705556,85.74293216654956,1,10,20,9,23.3521293867544,62.825,126.93341767253693,27.249636150167085,0.43373873697042714,1,10,23.777116910774204,20,20,0.5
15,ATASCO,19.172037670281576,2.499104046956921,23.76020352960777,21.26109948265085,19.603501575755935,18.740573764807213,15.917230401910068,1098.5966671390954,85.20905631236256,0,11,19,10,19.25983041902049,62.825,145.00226367484385,27.107181111483378,0.4314712472977855,1,11,23.777116910774204,20,20,0.5
16,ATASCO,19.047841493168608,4.997061821108001,23.744022576664694,18.746960755556692,19.415510050535854,18.680172935801362,15.917230401910068,1091.4799741409788,84.6570733029716,0,12,18,10,15.719518265496788,62.825,160.49496902203208,26.967884727118946,0.4292540346537039,1,12,23.777116910774204,20,20,0.5
17,ATASCO,18.933012032793904,7.486788538176701,23.71697304090121,16.23018450272451,19.210350096249208,18.655673969338604,15.917230401910068,1084.9000130212187,84.14672014575069,0,14,16,10,13.208565988588674,62.825,173.43020897117503,26.846930525128556,0.42732877875254366,1,14,23.777116910774204,20,20,0.5
19,ATASCO,18.838854475043444,8.834566159159369,23.669522957212408,14.834956798053039,19.011323732426508,18.666385217660384,15.917230401910068,1079.5045938743558,83.7282421113042,0,14,16,10,11.901083458337098,62.825,183.83767155447896,26.75545077945854,0.42587267456360584,1,14,23.777116910774204,20,20,0.5
