segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,car_mean_velocity,truck_mean_velocity,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,max_parados,max_en_atasco,max_v_diff,num_cars,num_trucks,truck_pct
0,LIBRE,18.107792216667242,17.038626313378003,21.33377096924064,4.295144655862636,21.29792832685098,17.044413513272666,15.917230401910068,1037.6132428173828,85.21313984313996,0,0,30,10,62.400684092484425,62.825,63.252034237060116,28.12444728414449,0.4476633073481017,0,0,4.295144655862636,10,30,0.75
0,LIBRE,18.496794847763248,17.380686463539895,22.049758962704264,4.669072499164368,21.66152000793651,17.441886461038827,15.917230401910068,1059.9038830393583,87.04374046006235,0,0,36,4,58.22108442721742,62.825,67.60756066427552,28.662502270652805,0.45622765253725117,0,0,4.669072499164368,10,30,0.75
2,LIBRE,18.784468603705196,17.651669277245915,22.571398935873106,4.91972965862719,21.85039974812272,17.762491555566022,15.917230401910068,1076.3881730734374,88.39749931155386,0,0,39,1,54.22356703671335,62.825,72.04624376337506,29.070402937042456,0.4627203014252679,0,0,4.91972965862719,10,30,0.75
3,LIBRE,18.990822417751424,17.86416276447179,22.937658655737895,5.073495891266106,21.90977168770802,18.01783932776589,15.917230401910068,1088.2126654023898,89.36857608353611,0,0,40,0,50.475795427016806,62.825,76.49026284711499,29.372512165663636,0.4675290436237745,0,0,5.073495891266106,10,30,0.75
4,LIBRE,19.133310148546904,18.029422778355478,23.18414252316877,5.154719744813292,21.87593278772257,18.21910260215502,15.917230401910068,1096.3775015482508,90.03910658139719,0,0,40,0,47.01805492777078,62.825,80.8887216217729,29.590473624355035,0.4709983863805019,0,0,5.154719744813292,10,30,0.75
4,LIBRE,19.226467170142705,18.15710780920132,23.340432810544275,5.183325001342954,21.776627064381252,18.376413872063193,15.917230401910068,1101.7155879429167,90.47749256537743,0,0,38,2,43.871429901503575,62.825,85.21073159184107,29.7426223721664,0.47342017305477757,0,0,5.183325001342954,10,30,0.75
5,LIBRE,19.28207744176269,18.25525343876656,23.429437932799765,5.174184494033206,21.632621558544045,18.49856273616891,15.917230401910068,1104.902169364834,90.73918796123618,0,0,37,3,41.04361182603134,62.825,89.43876879686195,29.84403846782603,0.475034436415854,0,0,5.183325001342954,10,30,0.75
6,LIBRE,19.309554670152714,18.330390754658783,23.46793922907495,5.1375484744161675,21.459449095709846,18.592923194967003,15.917230401910068,1106.4766703151577,90.86849256542455,0,0,33,7,38.53260838383096,62.825,93.56321461634366,29.906900868265335,0.4760350317272636,0,0,5.183325001342954,10,30,0.75
7,LIBRE,19.316357021188587,18.387734971480395,23.467652733370606,5.079917761890211,21.26884025803146,18.665529275574293,15.917230401910068,1106.8664588345232,90.90050362912277,0,0,33,7,36.32903369405926,62.825,97.57832859382688,29.940930499528946,0.4765766892085785,0,0,5.183325001342954,10,30,0.75
8,LIBRE,19.308355266777074,18.431395077479376,23.436380016131356,5.00498493865198,21.069734790402272,18.721228758902004,15.917230401910068,1106.4079420676078,90.86284831424504,0,0,33,7,34.41764278084554,62.825,101.47951950078391,29.953816051365322,0.47678179150601385,0,0,5.183325001342954,10,30,0.75
