segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,car_mean_velocity,truck_mean_velocity,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,max_parados,max_en_atasco,max_v_diff,num_cars,num_trucks,truck_pct
0,LIBRE,21.309479698870952,21.272787663612654,21.33377096924064,0.060983305627985374,21.333770969240636,21.27304279331642,15.917230401910068,1221.0764332023148,85.23791879548381,0,0,16,24,62.818901669436855,62.825,62.83109833056284,28.664088257534235,0.4562528970558573,0,0,0.060983305627985374,24,16,0.4
0,LIBRE,21.82423600462379,21.479401645088846,22.050548631246116,0.5711469861572702,22.03510589981555,21.507931161836133,15.917230401910068,1250.5730141925292,87.29694401849515,0,0,16,24,62.47486893051956,62.825,63.17328802121165,29.225822236991014,0.46519414623145267,0,0,0.5711469861572702,24,16,0.4
2,LIBRE,22.211677771772475,21.65538410324133,22.57734159717753,0.9219574939361976,22.527617936998382,21.73776752393361,15.917230401910068,1272.7742137426328,88.8467110870899,0,0,29,11,61.76249544729069,62.825,63.88038066932813,29.659231276559193,0.4720928177725299,0,0,0.9219574939361976,24,16,0.4
3,LIBRE,22.498839295420005,21.80849253108491,22.956093948806014,1.1476014177211056,22.86460529549556,21.95019029530667,15.917230401910068,1289.2291518266934,89.99535718168002,0,0,40,0,60.84798861941863,62.825,64.79093488911622,29.98887735448134,0.4773398703459027,0,0,1.1476014177211056,24,16,0.4
4,LIBRE,22.71015522463729,21.94326031355493,23.22393172990377,1.2806714163488415,23.09079510826562,22.139195399194797,15.917230401910068,1301.3379834252964,90.84062089854916,0,0,40,0,59.84633132123838,62.825,65.7953308437609,30.237994304476253,0.48130512223599287,0,0,1.2806714163488415,24,16,0.4
4,LIBRE,22.865426755657506,22.062416725588374,23.41103912554776,1.3486223999593854,23.24037339445877,22.303006797455605,15.917230401910068,1310.2353572680784,91.46170702263002,0,0,40,0,58.83142490774026,62.825,66.82337158930363,30.426028115148625,0.48429809972381416,0,0,1.3486223999593854,24,16,0.4
5,LIBRE,22.979750162135243,22.167778471300732,23.540591862230443,1.3728133909297107,23.337973227109455,22.442415564673937,15.917230401910068,1316.786320472533,91.91900064854097,0,0,40,0,57.847441541563796,62.825,67.8330292982696,30.568233275070032,0.48656161201862363,0,0,1.3728133909297107,24,16,0.4
6,LIBRE,23.064255964953155,22.260748563177966,23.629704461701216,1.3689558985232502,23.400696512455855,22.55959514369911,15.917230401910068,1321.6286744740366,92.25702385981262,0,0,40,0,56.91849855440256,62.825,68.80134516589601,30.676174993692978,0.4882797452239232,0,0,1.3728133909297107,24,16,0.4
7,LIBRE,23.127015188508665,22.342562079574133,23.69068386864434,1.3481217890702055,23.440148553671566,22.657315140764307,15.917230401910068,1325.2249053502778,92.50806075403466,0,0,40,0,56.05589484205922,62.825,69.71763417624652,30.758478216661523,0.4895897845867333,0,0,1.3728133909297107,24,16,0.4
8,LIBRE,23.173843972172637,22.414385879152515,23.732221088268446,1.3178352091159304,23.464102087613856,22.738456799010805,15.917230401910068,1327.908289690752,92.69537588869055,0,0,40,0,55.263126266873826,62.825,70.57870387667276,30.821535331974797,0.4905934792196545,0,0,1.3728133909297107,24,16,0.4
