segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,car_mean_velocity,truck_mean_velocity,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,max_parados,max_en_atasco,max_v_diff,num_cars,num_trucks,truck_pct
0,LIBRE,20.25388477259431,17.038626313378003,21.33377096924064,4.295144655862636,21.31817529502836,17.061013205292166,15.917230401910068,1160.5887016528375,85.27951483197604,0,0,10,30,62.40068409248465,62.825,63.25203423706034,25.261511423255833,0.4020932976244462,0,0,4.295144655862636,30,10,0.25
0,LIBRE,20.815399138479414,17.39080809963486,22.05054863155928,4.65974053192442,21.882254065797028,17.614834356526565,15.917230401910068,1192.7646143816298,87.64378584622912,0,0,19,21,58.22505134937455,62.825,67.60779820532161,25.892253433045234,0.4121329635184279,0,0,4.65974053192442,30,10,0.25
2,LIBRE,21.21624994431638,17.6871399551284,22.57734161549019,4.8902016603617895,22.264777882692172,18.07066612918901,15.917230401910068,1215.7341790615037,89.33157871291108,0,0,26,14,54.24851322228801,62.825,72.04955993404246,26.35008321046501,0.41942034557047364,0,0,4.8902016603617895,30,10,0.25
3,LIBRE,21.491361009798194,17.935410190936295,22.956093970140483,5.020683779204187,22.50906954121996,18.43823541553289,15.917230401910068,1231.4986014369042,90.48994109388713,0,0,40,0,50.547092788053305,62.825,76.50548526473335,26.671140436739808,0.4245306874132878,0,0,5.020683779204187,30,10,0.25
4,LIBRE,21.671170103516275,18.142477664444755,23.223930757670125,5.08145309322537,22.651640935921662,18.729757606300105,15.917230401910068,1241.8020274199537,91.24703201480536,0,0,40,0,47.162981422150324,62.825,80.93267224761644,26.887389804303787,0.427972778421071,0,0,5.08145309322537,30,10,0.25
4,LIBRE,21.78030116700872,18.31449298714165,23.411032085341816,5.096539098200164,22.721069863235822,18.957995078327407,15.917230401910068,1248.0554588337668,91.7065312295104,0,0,32,8,44.1143348311341,62.825,85.30907867916744,27.025050551799644,0.43016395625626175,0,0,5.096539098200164,30,10,0.25
5,LIBRE,21.837750842201032,18.45698560699508,23.54056396564731,5.083578358652229,22.738679342152796,19.134965342345744,15.917230401910068,1251.34744181335,91.94842459874118,0,0,31,9,41.40290630451318,62.825,89.6263315225774,27.104621509994253,0.4314305055311461,0,0,5.096539098200164,30,10,0.25
6,LIBRE,21.85775118917147,18.57487869470508,23.629623695679562,5.054745000974481,22.71991970612352,19.271245638315314,15.917230401910068,1252.493502284398,92.03263658598514,0,0,31,9,39.01942151500816,62.825,93.88420405136299,27.141656893960885,0.43202000627076614,0,0,5.096539098200164,30,10,0.25
7,LIBRE,21.850785251582984,18.67248498222563,23.69049263311075,5.018007650885121,22.67580657585809,19.37572127875767,15.917230401910068,1252.0943399235773,92.00330632245468,0,0,31,9,36.9471980679059,62.825,98.08679121865362,27.147750411427694,0.4321169981922434,0,0,5.096539098200164,30,10,0.25
8,LIBRE,21.82450660781464,18.753513529287567,23.73182771353549,4.978314184247925,22.614137713064952,19.45561329206371,15.917230401910068,1250.5885203045398,91.8926594013248,0,0,31,9,35.164611274498384,62.825,102.24007087275527,27.131458269322604,0.431857672412616,0,0,5.096539098200164,30,10,0.25
9,ATASCO,21.784481806372128,18.821097441630883,23.759648822349277,4.938551380718394,22.540424853729018,19.516652664301454,15.917230401910068,1248.2950179536756,91.72413392156685,0,1,30,9,33.64688511687359,62.825,106.35046340241229,27.09906338940981,0.4313420356452019,0,1,5.096539098200164,30,10,0.25
10,ATASCO,21.427227126300075,8.913072378598596,23.77809845059789,14.865026071999296,22.0616427732427,19.5239801854722,15.917230401910068,1227.8235997561524,90.21990368968453,0,1,29,10,32.36750779999784,62.825,110.42405214620067,26.742724649484103,0.4256701098206781,0,1,14.865026071999296,30,10,0.25
11,ATASCO,21.10147528722172,0,23.790000684677974,23.790000684677974,21.66959625049548,19.39711239740044,15.917230401910068,1209.1573582809103,88.84831699882831,1,8,23,8,31.299415556891518,62.825,114.4662125722482,26.401114336896775,0.4202326197675571,1,8,23.790000684677974,30,10,0.25
12,ATASCO,20.965451719408968,0,23.79726103035566,23.79726103035566,21.546831472590423,19.221312459864613,15.917230401910068,1201.362931792635,88.27558618698512,1,8,23,8,29.32492865289018,62.825,118.48147862214978,26.243115776892047,0.4177177202847918,1,8,23.79726103035566,30,10,0.25
13,ATASCO,20.800892924314127,0,23.801147023815265,23.801147023815265,21.39313724183761,19.024159971743668,15.917230401910068,1191.9333788703677,87.58270704974369,1,8,23,8,25.30212422335606,62.825,122.47353653699179,26.053912920782086,0.4147061348313901,1,8,23.801147023815265,30,10,0.25
14,ATASCO,20.59985686696452,0,23.802482539238724,23.802482539238724,21.20165567260553,18.794460450041477,15.917230401910068,1180.4136047922368,86.7362394398506,1,9,22,8,20.850419964155634,62.825,126.44527953123634,25.824164423219703,0.411049175061197,1,9,23.802482539238724,30,10,0.25
15,ATASCO,20.435833294124286,2.498977981150836,23.801780907771033,21.302802926620195,21.049876327400277,18.59370419429633,15.917230401910068,1171.0147211913638,86.045613869997,0,10,21,9,16.45594841643276,62.825,136.25606771545515,25.635046318411334,0.4080389386137896,1,10,23.802482539238724,30,10,0.25
16,ATASCO,20.27080993017057,4.996852358477788,23.7993352034384,18.80248284496061,20.867769059794064,18.47993254130009,15.917230401910068,1161.5585475306655,85.35077865334978,0,10,21,9,12.957311560027051,62.825,152.12164861193298,25.455801497833082,0.40518585750629654,1,10,23.802482539238724,30,10,0.25
17,ATASCO,20.120974755203125,7.132447029002812,23.79527876440591,16.6628317354031,20.675539130045202,18.457281630676892,15.917230401910068,1152.972687922503,84.71989370611843,0,11,20,9,10.797010195794684,62.825,165.4953936095886,25.303134959037738,0.40275582903362894,1,11,23.802482539238724,30,10,0.25
19,ATASCO,19.996237158055116,7.585193516783825,23.789625103523026,16.2044315867392,20.49206732590848,18.508746654495013,15.917230401910068,1145.824970457595,84.19468277075839,0,11,20,9,9.997344405154308,62.825,176.39254694426344,25.18483048986699,0.4008727495402625,1,11,23.802482539238724,30,10,0.25
20,ATASCO,19.8989859317929,7.81815185985097,23.782293558696065,15.964141698845093,20.329739079338687,18.606726489155555,15.917230401910068,1140.252277826573,83.78520392333853,0,13,18,9,10.298967001912047,62.825,184.85564997573744,25.099826742937346,0.3995197253153577,1,13,23.802482539238724,30,10,0.25
21,ATASCO,19.827639695680624,8.389426951950165,23.77312507090099,15.383698118950823,20.194122552315815,18.728191125775062,15.917230401910068,1136.1639937039433,83.48479871865526,0,17,14,9,11.163709950446645,62.825,190.97129606035531,25.04366358640251,0.3986257634126941,1,17,23.802482539238724,30,10,0.25
22,ATASCO,19.77893517948292,8.762724200169906,23.76189112894972,14.999166928779815,20.085862692343476,18.858152640901263,15.917230401910068,1133.3731260825869,83.27972707150704,0,17,14,9,11.320542726038383,62.825,194.88671775572766,25.01120425959558,0.39810910082921735,1,17,23.802482539238724,30,10,0.25
23,ATASCO,19.749300575205577,9.279065018215066,23.74829801213127,14.469232993916203,20.00329215542854,18.987325834536694,15.917230401910068,1131.67500311564,83.15494979033927,0,17,14,9,12.25372178894716,62.825,196.81742098297497,24.997716304522665,0.39789440994067116,1,17,23.802482539238724,30,10,0.25
24,ATASCO,19.73582057271315,10.150187000201564,23.731987868709602,13.581800868508038,19.944530767354888,19.109689988787935,15.917230401910068,1130.9025716158749,83.098191885108,0,17,14,9,12.908712680665417,62.825,197.0377891444051,24.999531821311642,0.3979233079396998,1,17,23.802482539238724,30,10,0.25
25,ATASCO,19.736413238050133,10.422223810564374,23.712537801711377,13.290313991147004,19.90818633605341,19.221093944040305,15.917230401910068,1130.936532542467,83.10068731810583,0,17,14,9,13.370083350592381,62.825,195.85558639465944,25.014049981055173,0.39815439683334936,1,17,23.802482539238724,30,10,0.25
26,ATASCO,19.749762396982945,11.089781206509,23.689457933122128,12.599676726613128,19.893445049752412,19.318714438674547,15.917230401910068,1131.7014664407259,83.15689430308608,0,19,12,9,14.45115462418903,62.825,193.57841796424657,25.039601701817265,0.3985611094598848,1,19,23.802482539238724,30,10,0.25
27,ATASCO,19.774800961896226,11.996246979700468,23.662189342500092,11.665942362799624,19.899388110467964,19.401039516181008,15.917230401910068,1133.136227024694,83.26231983956306,0,19,11,10,15.393381376840011,62.825,190.4841914274606,25.074930901418853,0.39912345246985836,1,19,23.802482539238724,30,10,0.25
28,ATASCO,19.809740418489582,12.343925217296198,23.630102796787213,11.286177579491016,19.923656861106103,19.46799109064002,15.917230401910068,1135.1383287952647,83.40943334100876,0,20,10,10,15.758761536282577,62.825,186.80373750550854,25.118239304819586,0.39981280230512667,1,20,23.802482539238724,30,10,0.25
29,ATASCO,19.851476720431855,12.946200923038802,23.941131732671867,10.994930809633065,19.9616925572676,19.520829209924614,15.917230401910068,1137.5299035981643,83.58516513866044,0,20,10,10,16.679349455333977,62.825,182.71648516407453,25.16658037167243,0.4005822582040976,1,20,23.802482539238724,30,10,0.25
30,ATASCO,19.895838669075964,13.723308734472154,24.164423924550864,10.44111519007871,20.007208896227837,19.561727987620344,15.917230401910068,1140.07193328569,83.77195229084616,0,21,8,11,17.889054275053866,62.825,183.78515514325704,25.216054667528503,0.40136975197021096,1,21,23.802482539238724,30,10,0.25
31,ATASCO,19.93847469798883,14.315260891528734,24.307552780720123,9.992291889191389,20.053567678337977,19.593195756941377,15.917230401910068,1142.5150642699527,83.95147241258455,0,22,7,11,18.526079107163866,62.825,187.36676145656634,25.2626241676065,0.40211100943265415,1,22,23.802482539238724,30,10,0.25
32,ATASCO,19.975797833414937,14.71036456574691,24.395262225321332,9.684897659574421,20.095201073572806,19.617588112941327,15.917230401910068,1144.6537556751896,84.10862245648396,0,22,7,11,19.02858685385479,62.825,190.8913890015765,25.302996347532602,0.4027536227223653,1,22,23.802482539238724,30,10,0.25
33,ATASCO,20.005499040720622,15.24980853380847,24.44501851556698,9.19520998175851,20.12838591373615,19.636838421674042,15.917230401910068,1146.3556951308276,84.23368017145525,0,22,7,11,19.835428283215606,62.825,194.35084166953516,25.335103843429877,0.4032646851321906,1,22,23.802482539238724,30,10,0.25
34,ATASCO,20.0265697831848,15.842927206966,24.468808416003732,8.625881209037733,20.15129776137504,19.652385848614067,15.917230401910068,1147.5630914359776,84.3223990870939,0,23,6,11,20.76913742228612,62.825,197.73602376896338,25.358118014261557,0.40363100699182736,1,23,23.802482539238724,30,10,0.25
35,ATASCO,20.039045447664975,16.426264119483196,24.47468968422331,8.048425564740114,20.1636524378842,19.665224477007307,15.917230401910068,1148.2779723293897,84.37492820069463,0,23,6,11,21.71161991806281,62.825,201.03696827600015,25.37219850729089,0.4038551294435478,1,23,23.802482539238724,30,10,0.25
36,ATASCO,20.04367021826211,16.96111960973701,24.46798688196989,7.506867272232878,20.16622531917181,19.676004915533007,15.917230401910068,1148.542981070332,84.39440091899836,0,23,6,11,22.593527169606432,62.825,204.2429084798664,25.378170832703738,0.40395019232317925,1,23,23.802482539238724,30,10,0.25
37,ATASCO,20.041587190510324,17.428665468922137,24.452158321987735,7.023492853065598,20.160401894203506,19.685143079430784,15.917230401910068,1148.4236193527604,84.38563027583295,0,24,5,11,23.381785511519695,62.825,207.34240270161058,25.377230075439172,0.4039352180730469,1,24,23.802482539238724,30,10,0.25
38,ATASCO,20.034092696847313,17.824276301246357,24.429401568121314,6.605125266874957,20.1478198385131,19.692911271849947,15.917230401910068,1147.9941696561932,84.35407451304133,0,24,5,11,24.06747280728939,62.825,210.32352030357697,25.370706605828556,0.40383138250423484,1,24,23.802482539238724,30,10,0.25
39,ATASCO,20.02246459253873,18.152123738510532,24.401066418949764,6.248942680439232,20.13011864510754,19.69950243483229,15.917230401910068,1147.3278556806913,84.30511407384728,0,25,4,11,24.655645468035118,62.825,213.17409413717633,25.359902396892764,0.40365940942129347,1,25,23.802482539238724,30,10,0.25
40,ATASCO,20.007859800168024,18.42078430054705,24.367932170780712,5.94714787023366,20.10879005904094,19.705069023549278,15.917230401910068,1146.4909714381997,84.24362021123379,0,25,4,11,25.15792040121397,62.825,215.88203968290009,25.345993428111683,0.40343801716055205,1,25,23.802482539238724,30,10,0.25
