segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,car_mean_velocity,truck_mean_velocity,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,max_parados,max_en_atasco,max_v_diff,num_cars,num_trucks,truck_pct
0,LIBRE,21.29726606543776,21.272787663612654,21.33377096924064,0.060983305627985374,21.33377096924064,21.272929462902514,15.917230401910068,1220.3765672196728,85.18906426175104,0,0,24,16,62.818901669436855,62.825,62.8310983305628,31.079144904308514,0.4946939101362278,0,0,0.060983305627985374,16,24,0.6
0,LIBRE,21.709306462591478,21.478158641064446,22.050531223199524,0.5723725821350776,22.03236512403263,21.49393402163071,15.917230401910068,1243.9873181906776,86.83722585036591,0,0,24,16,62.4744907989691,62.825,63.173283835308666,31.557486669080692,0.5023077862169628,0,0,0.5723725821350776,16,24,0.6
2,LIBRE,22.02459807960701,21.647141456222744,22.577071968860285,0.9299305126375401,22.517402751778427,21.69606163149273,15.917230401910068,1262.0541677132549,88.09839231842804,0,0,34,6,61.75781885216384,62.825,63.88026011570719,31.933416569054828,0.5082915490498182,0,0,0.9299305126375401,16,24,0.6
3,LIBRE,22.263024097118176,21.785622738490005,22.954922703198445,1.1692999647084399,22.843188237546272,21.876248003499445,15.917230401910068,1275.7164623895812,89.0520963884727,0,0,40,0,60.828796843159125,62.825,64.79015502847415,32.22589849816801,0.5129470513039077,0,0,1.1692999647084399,16,24,0.6
4,LIBRE,22.442583576391115,21.89872893335628,23.220886501811282,1.322157568455001,23.05577846969199,22.0337869808572,15.917230401910068,1286.005584958345,89.77033430556446,0,0,40,0,59.79648527984091,62.825,65.79259039628982,32.45271967064828,0.5165574161663077,0,0,1.322157568455001,16,24,0.6
4,LIBRE,22.577951854944907,21.9908588666613,23.405052902764844,1.4141940361035452,23.190572559093617,22.169538052179103,15.917230401910068,1293.762462042207,90.31180741977963,0,0,40,0,58.73071750615236,62.825,66.81648312180937,32.628813270598634,0.5193603385690192,0,0,1.4141940361035452,16,24,0.6
5,LIBRE,22.6804152760021,22.06574374398209,23.530705111476802,1.4649613674947126,23.273113008699283,22.285283454203977,15.917230401910068,1299.6338240128543,90.7216611040084,0,0,40,0,57.67373747038073,62.825,67.81900780525166,32.766000312263294,0.521543976319352,0,0,1.4649613674947126,16,24,0.6
6,LIBRE,22.758388470112976,22.126520400130186,23.615175133690492,1.4886547335603062,23.321091050137806,22.383253416763086,15.917230401910068,1304.1018462778625,91.0335538804519,0,0,40,0,56.649586827295025,62.825,68.77662682004939,32.8733644951419,0.5232529167551436,0,0,1.4886547335603062,16,24,0.6
7,LIBRE,22.818057762586253,22.175807919742205,23.67101093751656,1.4952030177743545,23.346441128907507,22.465802185038743,15.917230401910068,1307.5210178322407,91.27223105034501,0,0,40,0,55.67085997857862,62.825,69.67832755118548,32.95779841809788,0.5245968709605711,0,0,1.4952030177743545,16,24,0.6
8,LIBRE,22.863955920217034,22.215781434638053,23.707114185804386,1.4913327511663326,23.35708224131847,22.535205039482747,15.917230401910068,1310.151075412357,91.45582368086814,0,0,40,0,54.74323808423469,62.825,70.52080809068048,33.02451743206186,0.525658852878024,0,0,1.4952030177743545,16,24,0.6
