segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,27,0,13,14,2.49,2.49,2.49,0.0,2.49,0,0,0,0,27,88.08,88.08,88.09
2,WARMING_UP,27,0,13,14,4.94,4.93,4.94,0.02,4.94,0,0,0,0,27,88.07,88.08,88.09
3,WARMING_UP,27,0,13,14,7.3,7.28,7.32,0.04,7.3,0,0,0,0,27,88.04,88.08,88.12
4,WARMING_UP,27,0,13,14,9.54,9.5,9.59,0.09,9.54,0,0,0,0,27,87.98,88.08,88.19
5,WARMING_UP,27,0,13,14,11.64,11.57,11.73,0.16,11.64,0,0,0,0,27,87.85,88.08,88.32
6,WARMING_UP,27,0,13,14,13.58,13.46,13.72,0.26,13.58,0,0,0,0,27,87.64,88.08,88.53
7,WARMING_UP,27,0,13,14,15.35,15.17,15.54,0.37,15.35,0,0,0,0,27,87.33,88.08,88.84
8,WARMING_UP,27,0,13,14,16.93,16.69,17.19,0.51,16.93,0,0,0,0,27,86.9,88.08,89.27
9,WARMING_UP,27,0,13,14,18.34,18.03,18.68,0.65,18.34,0,0,0,0,27,86.36,88.08,89.82
10,NORMAL,27,0,13,14,19.58,19.19,20.0,0.8,19.58,0,0,0,0,27,85.68,88.08,90.5
11,DISTURBANCE,27,0,13,14,20.16,8.0,21.16,13.16,20.16,0,0,1,0,25,80.98,88.08,95.34
12,DISTURBANCE,27,0,13,14,20.67,0.0,22.18,22.18,20.67,0,0,2,1,25,63.05,88.08,114.79
13,DISTURBANCE,27,0,13,14,21.3,0.0,23.07,23.07,21.3,0,0,2,1,24,45.03,88.08,137.47
14,DISTURBANCE,27,0,13,14,21.8,0.0,23.84,23.84,21.8,0,0,2,1,24,29.88,88.08,160.97
15,DISTURBANCE,27,0,13,14,22.16,0.0,24.5,24.5,22.16,0,0,2,1,17,18.08,88.08,185.18
16,RECOVERING,27,0,13,14,22.53,2.49,25.06,22.57,22.53,0,0,2,0,5,10.99,88.08,208.63
17,RECOVERING,27,0,13,14,22.85,4.96,25.55,20.59,22.85,0,0,1,0,1,8.39,88.08,230.11
18,RECOVERING,27,0,13,14,23.14,6.15,25.96,19.81,23.14,0,0,1,0,2,8.69,88.08,249.61
19,RECOVERING,27,0,13,14,23.41,7.23,26.31,19.08,23.41,0,0,1,0,2,10.63,88.08,267.13
20,RECOVERING,27,0,13,14,23.65,8.76,26.61,17.85,23.65,0,0,2,0,2,13.45,88.08,282.74
