segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,25,2,20,7,2.42,1.5,2.49,1.0,2.49,1.5,0,0,0,27,80.54,87.57,88.63
2,WARMING_UP,25,2,20,7,4.79,2.98,4.94,1.97,4.94,2.98,0,0,0,27,79.01,87.57,90.17
3,WARMING_UP,25,2,20,7,7.1,4.43,7.32,2.89,7.31,4.44,0,0,0,27,76.56,87.57,92.64
4,WARMING_UP,25,2,20,7,9.29,5.85,9.59,3.74,9.56,5.87,0,0,0,27,73.28,87.57,96.01
5,WARMING_UP,25,2,20,7,11.35,7.23,11.73,4.5,11.67,7.25,0,0,0,27,69.29,87.57,100.17
6,WARMING_UP,25,2,20,7,13.25,8.54,13.72,5.17,13.62,8.59,0,0,0,27,64.78,87.57,105.05
7,WARMING_UP,25,2,20,7,14.98,9.8,15.54,5.74,15.39,9.86,0,0,0,27,59.94,87.57,110.54
8,WARMING_UP,25,2,20,7,16.54,10.98,17.19,6.21,16.98,11.07,0,0,0,27,55.01,87.57,116.55
9,WARMING_UP,25,2,20,7,17.93,12.09,18.68,6.59,18.39,12.21,0,0,0,27,50.24,87.57,122.98
10,NORMAL,25,2,20,7,19.15,13.12,20.0,6.88,19.62,13.28,0,0,0,27,45.83,87.57,129.73
11,DISTURBANCE,25,2,20,7,19.67,1.12,21.16,20.04,20.62,7.79,0,2,0,24,36.9,87.57,143.87
12,DISTURBANCE,25,2,20,7,20.35,0.0,22.18,22.18,21.37,7.7,0,2,1,24,23.22,87.57,165.6
13,DISTURBANCE,25,2,20,7,20.96,0.0,23.07,23.07,22.0,8.07,0,2,1,24,13.48,87.57,188.28
14,DISTURBANCE,25,2,20,7,21.47,0.0,23.84,23.84,22.52,8.3,0,2,1,22,7.34,87.57,211.78
15,DISTURBANCE,25,2,20,7,21.89,0.0,24.5,24.5,22.98,8.34,0,2,1,21,4.22,87.57,235.99
16,JAM_ACTIVE,25,2,20,7,22.32,0.94,25.06,24.13,23.4,8.89,0,0,1,13,3.77,87.57,259.98
17,RECOVERING,25,2,20,7,22.71,1.34,25.55,24.21,23.78,9.25,0,0,0,2,5.01,87.57,283.0
18,RECOVERING,25,2,20,7,23.03,2.45,25.96,23.51,24.11,9.48,0,1,0,2,6.89,87.57,304.99
19,RECOVERING,25,2,20,7,23.29,3.83,26.31,22.48,24.38,9.66,0,2,0,2,8.92,87.57,325.91
20,RECOVERING,25,2,20,7,23.49,5.28,26.61,21.32,24.58,9.85,0,1,0,2,10.92,87.57,345.76
21,RECOVERING,25,2,20,7,23.64,6.71,26.86,20.14,24.72,10.11,0,2,0,2,12.81,87.57,364.53
