segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,7,20,0,27,1.75,1.49,2.49,0.99,2.49,1.5,0,0,0,27,80.54,82.9,88.63
2,WARMING_UP,7,20,0,27,3.48,2.97,4.93,1.95,4.92,2.98,0,0,0,27,79.02,82.9,90.16
3,WARMING_UP,7,20,0,27,5.16,4.42,7.28,2.85,7.25,4.43,0,0,0,27,76.58,82.9,92.6
4,WARMING_UP,7,20,0,27,6.77,5.83,9.5,3.67,9.43,5.84,0,0,0,27,73.34,82.9,95.9
5,WARMING_UP,7,20,0,27,8.29,7.19,11.57,4.38,11.42,7.2,0,0,0,27,69.42,82.9,99.93
6,WARMING_UP,7,20,0,27,9.71,8.48,13.46,4.97,13.17,8.5,0,0,0,27,65.01,82.9,104.6
7,WARMING_UP,7,20,0,27,11.01,9.71,15.16,5.46,14.67,9.73,0,0,0,27,60.31,82.9,109.77
8,WARMING_UP,7,20,0,27,12.19,10.86,16.69,5.83,15.9,10.89,0,0,0,27,55.54,82.9,115.33
9,WARMING_UP,7,20,0,27,13.24,11.93,18.02,6.09,16.87,11.97,0,0,0,27,50.92,82.9,121.17
10,NORMAL,7,20,0,27,14.17,12.92,19.19,6.27,17.61,12.97,0,0,0,23,46.65,82.9,127.19
11,DISTURBANCE,7,20,0,27,14.46,1.12,20.19,19.07,17.93,13.25,0,2,0,21,36.89,82.9,133.29
12,DISTURBANCE,7,20,0,27,14.95,0.0,21.04,21.04,17.7,13.99,0,2,1,21,23.21,82.9,150.11
13,DISTURBANCE,7,20,0,27,15.41,0.0,21.75,21.75,17.41,14.71,0,2,1,20,13.47,82.9,167.79
14,DISTURBANCE,7,20,0,27,15.82,0.0,22.33,22.33,17.12,15.36,0,2,1,19,7.34,82.9,185.58
15,DISTURBANCE,7,20,0,27,16.18,0.0,22.81,22.81,16.9,15.93,0,2,1,18,4.22,82.9,203.46
16,JAM_ACTIVE,7,20,0,27,16.59,0.94,23.17,22.24,16.88,16.49,0,0,1,18,3.77,82.9,220.64
17,RECOVERING,7,20,0,27,17.0,1.34,23.45,22.11,17.06,16.98,0,0,0,3,5.01,82.9,236.45
18,RECOVERING,7,20,0,27,17.39,2.45,23.64,21.19,17.32,17.41,0,0,0,2,6.89,82.9,250.95
19,RECOVERING,7,20,0,27,17.74,3.83,23.76,19.93,17.62,17.79,0,0,0,2,8.92,82.9,264.18
20,RECOVERING,7,20,0,27,18.06,5.28,23.82,18.54,17.91,18.11,0,0,0,2,10.92,82.9,276.21
21,RECOVERING,7,20,0,27,18.34,6.71,23.82,17.1,18.17,18.4,0,0,0,2,12.81,82.9,287.1
