segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,26,1,6,21,2.45,1.5,2.49,1.0,2.49,1.5,0,0,0,27,80.54,87.82,88.63
2,WARMING_UP,26,1,6,21,4.86,2.98,4.94,1.97,4.93,2.98,0,0,0,27,79.01,87.82,90.16
3,WARMING_UP,26,1,6,21,7.18,4.43,7.32,2.89,7.29,4.43,0,0,0,27,76.55,87.82,92.6
4,WARMING_UP,26,1,6,21,9.38,5.85,9.59,3.74,9.52,5.85,0,0,0,27,73.24,87.82,95.9
5,WARMING_UP,26,1,6,21,11.43,7.23,11.73,4.5,11.6,7.23,0,0,0,27,69.21,87.82,99.93
6,WARMING_UP,26,1,6,21,13.32,8.54,13.72,5.17,13.5,8.54,0,0,0,27,64.63,87.82,104.6
7,WARMING_UP,26,1,6,21,15.02,9.8,15.54,5.74,15.22,9.8,0,0,0,27,59.7,87.82,109.77
8,WARMING_UP,26,1,6,21,16.54,10.98,17.19,6.21,16.76,10.98,0,0,0,27,54.64,87.82,115.33
9,WARMING_UP,26,1,6,21,17.88,12.09,18.68,6.59,18.11,12.09,0,0,0,27,49.69,87.82,121.18
10,NORMAL,26,1,6,21,19.05,13.12,19.99,6.87,19.28,13.12,0,0,0,26,45.08,87.82,127.2
11,DISTURBANCE,26,1,6,21,19.56,7.19,21.15,13.96,19.77,14.07,0,1,0,24,40.99,87.82,133.31
12,DISTURBANCE,26,1,6,21,20.04,0.0,22.17,22.17,20.24,14.95,0,2,1,24,37.54,87.82,139.44
13,DISTURBANCE,26,1,6,21,20.63,0.0,23.05,23.05,20.82,15.76,0,2,1,22,34.78,87.82,145.52
14,DISTURBANCE,26,1,6,21,21.08,0.0,23.8,23.8,21.26,16.49,0,2,1,22,31.29,87.82,157.78
15,DISTURBANCE,26,1,6,21,21.4,0.0,24.45,24.45,21.57,17.15,0,2,1,9,19.49,87.82,180.5
16,RECOVERING,26,1,6,21,21.73,2.49,24.99,22.5,21.88,17.75,0,2,0,3,12.22,87.82,202.33
17,RECOVERING,26,1,6,21,22.0,4.95,25.45,20.51,22.15,18.29,0,1,0,2,9.44,87.82,222.08
18,RECOVERING,26,1,6,21,22.25,6.15,25.84,19.69,22.39,18.77,0,1,0,2,9.66,87.82,239.76
19,RECOVERING,26,1,6,21,22.48,7.11,26.16,19.05,22.61,19.21,0,1,0,2,11.61,87.82,255.4
20,RECOVERING,26,1,6,21,22.69,8.55,26.42,17.87,22.81,19.59,0,2,0,2,14.49,87.82,269.09
