segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,21,6,0,27,2.27,1.49,2.49,0.99,2.49,1.5,0,0,0,27,80.54,86.53,88.63
2,WARMING_UP,21,6,0,27,4.49,2.97,4.93,1.95,4.93,2.98,0,0,0,27,79.02,86.53,90.16
3,WARMING_UP,21,6,0,27,6.64,4.42,7.28,2.85,7.27,4.43,0,0,0,27,76.58,86.53,92.6
4,WARMING_UP,21,6,0,27,8.67,5.83,9.5,3.67,9.48,5.85,0,0,0,27,73.34,86.53,95.9
5,WARMING_UP,21,6,0,27,10.56,7.19,11.57,4.38,11.52,7.22,0,0,0,27,69.42,86.53,99.93
6,WARMING_UP,21,6,0,27,12.29,8.48,13.46,4.97,13.36,8.53,0,0,0,27,65.01,86.53,104.6
7,WARMING_UP,21,6,0,27,13.84,9.71,15.17,5.46,15.0,9.78,0,0,0,27,60.31,86.53,109.77
8,WARMING_UP,21,6,0,27,15.21,10.86,16.69,5.83,16.43,10.96,0,0,0,27,55.55,86.53,115.33
9,WARMING_UP,21,6,0,27,16.4,11.93,18.03,6.09,17.64,12.06,0,0,0,27,50.93,86.53,121.18
10,NORMAL,21,6,0,27,17.43,12.93,19.19,6.27,18.67,13.09,0,0,0,26,46.66,86.53,127.2
11,DISTURBANCE,21,6,0,27,17.76,1.12,20.2,19.08,19.44,11.88,0,2,0,21,36.89,86.53,133.31
12,DISTURBANCE,21,6,0,27,18.27,0.0,21.07,21.07,19.94,12.41,0,2,1,21,23.21,86.53,150.42
13,DISTURBANCE,21,6,0,27,18.71,0.0,21.8,21.8,20.33,13.05,0,2,1,19,13.47,86.53,168.27
14,DISTURBANCE,21,6,0,27,19.08,0.0,22.43,22.43,20.64,13.6,0,2,1,18,7.34,86.53,186.27
15,DISTURBANCE,21,6,0,27,19.38,0.0,22.95,22.95,20.9,14.05,0,2,1,4,4.22,86.53,204.43
16,JAM_ACTIVE,21,6,0,27,19.71,0.94,23.39,22.46,21.16,14.64,0,0,1,5,3.77,86.53,221.93
17,RECOVERING,21,6,0,27,20.02,1.34,23.76,22.42,21.41,15.14,0,0,0,4,5.01,86.53,238.11
18,RECOVERING,21,6,0,27,20.29,2.45,24.07,21.62,21.64,15.56,0,0,0,2,6.89,86.53,253.02
19,RECOVERING,21,6,0,27,20.52,3.83,24.32,20.49,21.83,15.94,0,0,0,2,8.92,86.53,266.72
20,RECOVERING,21,6,0,27,20.7,5.28,24.54,19.25,21.97,16.28,0,0,0,2,10.92,86.53,279.24
21,RECOVERING,21,6,0,27,20.85,6.71,24.71,18.0,22.06,16.6,0,1,0,2,12.81,86.53,290.66
