segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,26,1,27,0,2.45,1.5,2.49,0.99,2.49,1.5,0,0,0,27,80.54,87.82,88.63
2,WARMING_UP,26,1,27,0,4.87,2.98,4.94,1.96,4.94,2.98,0,0,0,27,79.01,87.82,90.16
3,WARMING_UP,26,1,27,0,7.21,4.45,7.32,2.87,7.32,4.45,0,0,0,27,76.56,87.82,92.63
4,WARMING_UP,26,1,27,0,9.45,5.88,9.59,3.71,9.59,5.88,0,0,0,27,73.28,87.82,95.97
5,WARMING_UP,26,1,27,0,11.56,7.28,11.73,4.45,11.72,7.28,0,0,0,27,69.29,87.82,100.09
6,WARMING_UP,26,1,27,0,13.51,8.63,13.72,5.09,13.7,8.63,0,0,0,27,64.78,87.82,104.9
7,WARMING_UP,26,1,27,0,15.3,9.93,15.54,5.61,15.51,9.93,0,0,0,27,59.94,87.82,110.28
8,WARMING_UP,26,1,27,0,16.93,11.16,17.19,6.03,17.15,11.16,0,0,0,27,55.02,87.82,116.14
9,WARMING_UP,26,1,27,0,18.38,12.33,18.68,6.34,18.61,12.33,0,0,0,27,50.24,87.82,122.35
10,NORMAL,26,1,27,0,19.66,13.44,20.0,6.56,19.9,13.44,0,0,0,27,45.83,87.82,128.82
11,DISTURBANCE,26,1,27,0,20.28,8.0,21.16,13.16,20.51,14.47,0,1,0,24,41.96,87.82,135.46
12,DISTURBANCE,26,1,27,0,20.84,0.0,22.18,22.18,21.05,15.44,0,2,1,24,38.74,87.82,142.18
13,DISTURBANCE,26,1,27,0,21.52,0.0,23.07,23.07,21.72,16.33,0,2,1,23,36.22,87.82,148.92
14,DISTURBANCE,26,1,27,0,22.05,0.0,23.84,23.84,22.24,17.16,0,2,1,22,29.88,87.82,160.97
15,DISTURBANCE,26,1,27,0,22.45,0.0,24.5,24.5,22.62,17.93,0,3,1,21,18.08,87.82,185.18
16,RECOVERING,26,1,27,0,22.83,2.49,25.06,22.57,23.0,18.63,0,2,0,21,10.99,87.82,208.63
17,RECOVERING,26,1,27,0,23.17,4.96,25.55,20.59,23.32,19.27,0,1,0,2,8.39,87.82,230.11
18,RECOVERING,26,1,27,0,23.47,6.15,25.96,19.81,23.61,19.85,0,1,0,3,8.69,87.82,249.61
19,RECOVERING,26,1,27,0,23.75,7.23,26.31,19.08,23.88,20.38,0,2,0,3,10.63,87.82,267.13
20,RECOVERING,26,1,27,0,24.01,8.76,26.61,17.85,24.14,20.85,0,1,0,2,13.45,87.82,282.74
