segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,7,20,27,0,1.75,1.5,2.49,0.99,2.49,1.5,0,0,0,27,80.54,82.9,88.63
2,WARMING_UP,7,20,27,0,3.49,2.98,4.94,1.96,4.94,2.98,0,0,0,27,79.01,82.9,90.16
3,WARMING_UP,7,20,27,0,5.18,4.44,7.32,2.88,7.3,4.44,0,0,0,27,76.55,82.9,92.63
4,WARMING_UP,7,20,27,0,6.82,5.87,9.59,3.72,9.52,5.87,0,0,0,27,73.26,82.9,95.97
5,WARMING_UP,7,20,27,0,8.37,7.25,11.73,4.48,11.56,7.26,0,0,0,27,69.25,82.9,100.09
6,WARMING_UP,7,20,27,0,9.83,8.58,13.71,5.13,13.38,8.59,0,0,0,27,64.7,82.9,104.89
7,WARMING_UP,7,20,27,0,11.18,9.85,15.52,5.67,14.93,9.87,0,0,0,27,59.8,82.9,110.26
8,WARMING_UP,7,20,27,0,12.41,11.05,17.14,6.09,16.2,11.09,0,0,0,27,54.8,82.9,116.08
9,WARMING_UP,7,20,27,0,13.52,12.19,18.58,6.39,17.18,12.23,0,0,0,27,49.92,82.9,122.22
10,NORMAL,7,20,27,0,14.5,13.26,19.81,6.55,17.9,13.31,0,0,0,27,45.39,82.9,128.54
11,DISTURBANCE,7,20,27,0,14.91,5.57,20.83,15.26,16.62,14.31,0,1,0,21,41.4,82.9,134.92
12,DISTURBANCE,7,20,27,0,15.46,0.0,21.64,21.64,16.11,15.23,0,1,1,20,38.06,82.9,141.2
13,DISTURBANCE,7,20,27,0,16.12,0.0,22.24,22.24,16.32,16.06,0,1,1,20,35.4,82.9,147.25
14,DISTURBANCE,7,20,27,0,16.72,0.0,22.64,22.64,16.48,16.8,0,1,1,19,33.42,82.9,152.92
15,DISTURBANCE,7,20,27,0,17.24,0.0,22.87,22.87,16.62,17.46,0,1,1,19,32.05,82.9,158.11
16,RECOVERING,7,20,27,0,17.8,2.49,22.95,20.45,17.12,18.04,0,0,0,19,31.19,82.9,162.72
17,RECOVERING,7,20,27,0,18.32,4.96,22.92,17.96,17.63,18.56,0,0,0,19,30.75,82.9,166.67
18,RECOVERING,7,20,27,0,18.8,7.35,22.82,15.46,18.14,19.04,0,0,0,18,30.63,82.9,169.95
19,RECOVERING,7,20,27,0,19.26,9.66,22.68,13.02,18.65,19.47,0,0,0,2,28.54,82.9,172.54
20,RECOVERING,7,20,27,0,19.68,11.84,22.52,10.68,19.15,19.86,0,0,0,1,26.64,82.9,175.72
