segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,7,20,20,7,1.75,1.49,2.49,1.0,2.49,1.5,0,0,0,27,80.54,82.9,88.63
2,WARMING_UP,7,20,20,7,3.49,2.97,4.94,1.97,4.94,2.98,0,0,0,27,79.0,82.9,90.17
3,WARMING_UP,7,20,20,7,5.18,4.42,7.32,2.9,7.29,4.44,0,0,0,27,76.54,82.9,92.64
4,WARMING_UP,7,20,20,7,6.81,5.83,9.59,3.76,9.51,5.86,0,0,0,27,73.22,82.9,96.0
5,WARMING_UP,7,20,20,7,8.36,7.19,11.72,4.53,11.54,7.24,0,0,0,27,69.16,82.9,100.17
6,WARMING_UP,7,20,20,7,9.8,8.48,13.7,5.22,13.34,8.57,0,0,0,27,64.53,82.9,105.03
7,WARMING_UP,7,20,20,7,11.14,9.71,15.5,5.8,14.88,9.83,0,0,0,27,59.53,82.9,110.5
8,WARMING_UP,7,20,20,7,12.35,10.86,17.12,6.26,16.13,11.03,0,0,0,27,54.38,82.9,116.46
9,WARMING_UP,7,20,20,7,13.44,11.93,18.53,6.6,17.09,12.16,0,0,0,27,49.32,82.9,122.77
10,NORMAL,7,20,20,7,14.4,12.92,19.73,6.81,17.79,13.21,0,0,0,25,44.59,82.9,129.32
11,DISTURBANCE,7,20,20,7,14.79,5.52,20.72,15.19,16.49,14.19,0,1,0,21,40.37,82.9,135.96
12,DISTURBANCE,7,20,20,7,15.31,0.0,21.48,21.48,15.99,15.08,0,1,1,20,36.79,82.9,142.55
13,DISTURBANCE,7,20,20,7,15.95,0.0,22.03,22.03,16.17,15.88,0,1,1,19,33.91,82.9,148.95
14,DISTURBANCE,7,20,20,7,16.52,0.0,22.38,22.38,16.31,16.59,0,1,1,19,31.72,82.9,155.03
15,DISTURBANCE,7,20,20,7,17.02,0.0,22.56,22.56,16.43,17.22,0,1,1,19,30.14,82.9,160.66
16,RECOVERING,7,20,20,7,17.55,2.49,22.58,20.08,16.9,17.78,0,0,0,19,29.09,82.9,165.75
17,RECOVERING,7,20,20,7,18.04,4.96,22.48,17.53,17.38,18.27,0,0,0,15,28.46,82.9,170.23
18,RECOVERING,7,20,20,7,18.5,7.35,22.31,14.96,17.86,18.72,0,0,0,12,28.16,82.9,174.06
19,RECOVERING,7,20,20,7,18.92,9.66,22.09,12.44,18.33,19.13,0,0,0,1,28.1,82.9,177.24
20,RECOVERING,7,20,20,7,19.32,11.84,21.86,10.03,18.8,19.5,0,0,0,1,26.58,82.9,179.79
