segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,25,2,0,27,2.41,1.5,2.49,0.99,2.49,1.5,0,0,0,27,80.54,87.57,88.63
2,WARMING_UP,25,2,0,27,4.78,2.98,4.93,1.95,4.93,2.98,0,0,0,27,79.02,87.57,90.16
3,WARMING_UP,25,2,0,27,7.06,4.43,7.28,2.84,7.27,4.43,0,0,0,27,76.59,87.57,92.6
4,WARMING_UP,25,2,0,27,9.22,5.85,9.5,3.64,9.49,5.85,0,0,0,27,73.36,87.57,95.9
5,WARMING_UP,25,2,0,27,11.23,7.23,11.57,4.34,11.55,7.23,0,0,0,27,69.47,87.57,99.93
6,WARMING_UP,25,2,0,27,13.06,8.54,13.46,4.91,13.43,8.54,0,0,0,27,65.11,87.57,104.6
7,WARMING_UP,25,2,0,27,14.72,9.8,15.17,5.37,15.11,9.8,0,0,0,27,60.48,87.57,109.77
8,WARMING_UP,25,2,0,27,16.18,10.98,16.69,5.71,16.6,10.98,0,0,0,27,55.8,87.57,115.33
9,WARMING_UP,25,2,0,27,17.46,12.09,18.03,5.94,17.89,12.09,0,0,0,27,51.3,87.57,121.18
10,NORMAL,25,2,0,27,18.57,13.12,19.19,6.08,19.01,13.12,0,0,0,27,47.15,87.57,127.2
11,DISTURBANCE,25,2,0,27,19.03,7.19,20.2,13.01,19.42,14.07,0,1,0,23,43.5,87.57,133.31
12,DISTURBANCE,25,2,0,27,19.46,0.0,21.07,21.07,19.82,14.95,0,2,1,23,40.44,87.57,139.44
13,DISTURBANCE,25,2,0,27,20.0,0.0,21.8,21.8,20.33,15.76,0,2,1,20,38.0,87.57,145.52
14,DISTURBANCE,25,2,0,27,20.4,0.0,22.43,22.43,20.71,16.49,0,2,1,20,31.29,87.57,157.78
15,DISTURBANCE,25,2,0,27,20.68,0.0,22.95,22.95,20.96,17.15,0,2,1,2,19.49,87.57,180.5
16,RECOVERING,25,2,0,27,20.97,2.49,23.39,20.9,21.23,17.75,0,2,0,3,12.22,87.57,202.33
17,RECOVERING,25,2,0,27,21.22,4.95,23.76,18.81,21.45,18.29,0,1,0,3,9.44,87.57,222.08
18,RECOVERING,25,2,0,27,21.44,6.15,24.07,17.92,21.65,18.77,0,1,0,2,9.66,87.57,239.76
19,RECOVERING,25,2,0,27,21.65,7.11,24.32,17.21,21.84,19.21,0,1,0,2,11.61,87.57,255.4
20,RECOVERING,25,2,0,27,21.84,8.55,24.54,15.99,22.02,19.59,0,2,0,2,14.49,87.57,269.09
