segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,21,6,20,7,2.27,1.5,2.49,1.0,2.49,1.5,0,0,0,27,80.54,86.53,88.63
2,WARMING_UP,21,6,20,7,4.5,2.98,4.94,1.97,4.94,2.98,0,0,0,27,79.01,86.53,90.16
3,WARMING_UP,21,6,20,7,6.67,4.43,7.32,2.89,7.3,4.45,0,0,0,27,76.56,86.53,92.63
4,WARMING_UP,21,6,20,7,8.73,5.85,9.59,3.74,9.54,5.88,0,0,0,27,73.28,86.53,95.97
5,WARMING_UP,21,6,20,7,10.66,7.23,11.73,4.5,11.64,7.27,0,0,0,27,69.29,86.53,100.09
6,WARMING_UP,21,6,20,7,12.45,8.54,13.72,5.17,13.55,8.61,0,0,0,27,64.78,86.53,104.9
7,WARMING_UP,21,6,20,7,14.07,9.8,15.54,5.74,15.26,9.89,0,0,0,27,59.94,86.53,110.28
8,WARMING_UP,21,6,20,7,15.52,10.98,17.19,6.21,16.78,11.11,0,0,0,27,55.02,86.53,116.14
9,WARMING_UP,21,6,20,7,16.79,12.09,18.68,6.59,18.08,12.27,0,0,0,27,50.24,86.53,122.35
10,NORMAL,21,6,20,7,17.9,13.12,20.0,6.88,19.2,13.35,0,0,0,27,45.83,86.53,128.82
11,DISTURBANCE,21,6,20,7,18.37,5.63,21.16,15.54,19.52,14.37,0,1,0,21,41.96,86.53,135.46
12,DISTURBANCE,21,6,20,7,18.87,0.0,22.18,22.18,19.88,15.31,0,2,1,21,38.74,86.53,142.18
13,DISTURBANCE,21,6,20,7,19.42,0.0,23.07,23.07,20.34,16.18,0,2,1,19,36.21,86.53,148.92
14,DISTURBANCE,21,6,20,7,19.84,0.0,23.83,23.83,20.65,16.99,0,2,1,18,24.58,86.53,155.62
15,DISTURBANCE,21,6,20,7,20.14,0.0,24.49,24.49,20.83,17.72,0,3,1,16,14.26,86.53,162.23
16,RECOVERING,21,6,20,7,20.44,2.49,25.03,22.54,21.03,18.39,0,2,0,9,8.61,86.53,168.7
17,RECOVERING,21,6,20,7,20.72,4.96,25.5,20.54,21.22,19.0,0,1,0,7,7.15,86.53,175.02
18,RECOVERING,21,6,20,7,20.98,5.55,25.88,20.33,21.39,19.55,0,2,0,7,8.21,86.53,181.14
19,RECOVERING,21,6,20,7,21.23,6.87,26.19,19.32,21.57,20.04,0,2,0,4,10.6,86.53,187.05
20,RECOVERING,21,6,20,7,21.46,8.54,26.45,17.91,21.74,20.49,0,1,0,2,13.7,86.53,192.73
