segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,26,1,13,14,2.45,1.5,2.49,1.0,2.49,1.5,0,0,0,27,80.54,87.82,88.63
2,WARMING_UP,26,1,13,14,4.86,2.98,4.94,1.97,4.94,2.98,0,0,0,27,79.02,87.82,90.16
3,WARMING_UP,26,1,13,14,7.19,4.43,7.32,2.89,7.3,4.43,0,0,0,27,76.59,87.82,92.6
4,WARMING_UP,26,1,13,14,9.41,5.85,9.59,3.74,9.54,5.85,0,0,0,27,73.36,87.82,95.9
5,WARMING_UP,26,1,13,14,11.48,7.23,11.73,4.5,11.64,7.23,0,0,0,27,69.47,87.82,99.93
6,WARMING_UP,26,1,13,14,13.39,8.54,13.72,5.17,13.57,8.54,0,0,0,27,65.11,87.82,104.6
7,WARMING_UP,26,1,13,14,15.12,9.8,15.54,5.74,15.32,9.8,0,0,0,27,60.48,87.82,109.79
8,WARMING_UP,26,1,13,14,16.68,10.98,17.19,6.21,16.9,10.98,0,0,0,27,55.8,87.82,115.37
9,WARMING_UP,26,1,13,14,18.06,12.09,18.68,6.59,18.29,12.09,0,0,0,27,51.3,87.82,121.25
10,NORMAL,26,1,13,14,19.27,13.12,20.0,6.88,19.5,13.12,0,0,0,27,47.15,87.82,127.32
11,DISTURBANCE,26,1,13,14,19.82,7.26,21.16,13.91,20.04,14.07,0,1,0,24,43.5,87.82,133.52
12,DISTURBANCE,26,1,13,14,20.34,0.0,22.18,22.18,20.55,14.95,0,2,1,24,40.44,87.82,139.75
13,DISTURBANCE,26,1,13,14,20.97,0.0,23.07,23.07,21.17,15.76,0,2,1,22,38.0,87.82,145.99
14,DISTURBANCE,26,1,13,14,21.46,0.0,23.83,23.83,21.65,16.49,0,2,1,22,31.43,87.82,163.84
15,DISTURBANCE,26,1,13,14,21.81,0.0,24.49,24.49,21.99,17.15,0,2,1,19,19.59,87.82,187.76
16,RECOVERING,26,1,13,14,22.16,2.49,25.06,22.56,22.33,17.75,0,2,0,7,12.29,87.82,210.86
17,RECOVERING,26,1,13,14,22.46,4.95,25.54,20.59,22.62,18.29,0,1,0,2,9.48,87.82,231.93
18,RECOVERING,26,1,13,14,22.72,6.17,25.94,19.78,22.88,18.77,0,1,0,2,9.68,87.82,250.97
19,RECOVERING,26,1,13,14,22.96,7.12,26.29,19.17,23.11,19.21,0,1,0,2,11.62,87.82,268.0
20,RECOVERING,26,1,13,14,23.18,8.55,26.58,18.02,23.32,19.59,0,2,0,2,14.49,87.82,283.1
