segundo,estado,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,v_diff,car_mean_velocity,truck_mean_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,WARMING_UP,27,0,20,7,2.49,2.49,2.49,0.0,2.49,0,0,0,0,27,88.08,88.08,88.09
2,WARMING_UP,27,0,20,7,4.94,4.93,4.94,0.02,4.94,0,0,0,0,27,88.07,88.08,88.09
3,WARMING_UP,27,0,20,7,7.31,7.28,7.32,0.04,7.31,0,0,0,0,27,88.04,88.08,88.12
4,WARMING_UP,27,0,20,7,9.57,9.5,9.59,0.09,9.57,0,0,0,0,27,87.98,88.08,88.19
5,WARMING_UP,27,0,20,7,11.69,11.57,11.73,0.16,11.69,0,0,0,0,27,87.85,88.08,88.32
6,WARMING_UP,27,0,20,7,13.65,13.46,13.72,0.26,13.65,0,0,0,0,27,87.64,88.08,88.53
7,WARMING_UP,27,0,20,7,15.44,15.17,15.54,0.37,15.44,0,0,0,0,27,87.33,88.08,88.84
8,WARMING_UP,27,0,20,7,17.06,16.69,17.19,0.5,17.06,0,0,0,0,27,86.9,88.08,89.27
9,WARMING_UP,27,0,20,7,18.51,18.03,18.68,0.65,18.51,0,0,0,0,27,86.36,88.08,89.82
10,NORMAL,27,0,20,7,19.79,19.2,20.0,0.8,19.79,0,0,0,0,27,85.69,88.08,90.5
11,DISTURBANCE,27,0,20,7,20.41,7.26,21.16,13.9,20.41,0,0,1,0,25,78.06,88.08,98.49
12,DISTURBANCE,27,0,20,7,20.99,0.0,22.18,22.18,20.99,0,0,2,1,25,59.95,88.08,118.39
13,DISTURBANCE,27,0,20,7,21.66,0.0,23.07,23.07,21.66,0,0,2,1,24,42.34,88.08,141.07
14,DISTURBANCE,27,0,20,7,22.18,0.0,23.84,23.84,22.18,0,0,2,1,24,27.7,88.08,164.57
15,DISTURBANCE,27,0,20,7,22.57,0.0,24.5,24.5,22.57,0,0,3,1,22,16.49,88.08,188.78
16,RECOVERING,27,0,20,7,22.94,2.49,25.06,22.57,22.94,0,0,2,0,13,9.98,88.08,212.23
17,RECOVERING,27,0,20,7,23.27,4.95,25.55,20.6,23.27,0,0,1,0,1,7.84,88.08,233.71
18,RECOVERING,27,0,20,7,23.56,5.88,25.96,20.08,23.56,0,0,1,0,2,8.44,88.08,253.23
19,RECOVERING,27,0,20,7,23.82,7.05,26.31,19.26,23.82,0,0,2,0,2,10.54,88.08,270.82
20,RECOVERING,27,0,20,7,24.05,8.62,26.61,17.99,24.05,0,0,1,0,2,13.41,88.08,286.54
