segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,29,1,15,15,0.738,0.4,0.75,0.004,0.75,0.0,0.4,0.0,1,1,60,0,0,30,29,71.58,78.97,78.54,1.29,78.78,0,0,0.738,0.75,0.4
2,ESTABILIZANDO,29,1,15,15,1.477,0.8,1.5,0.016,1.5,0.0,0.8,0.0,0,1,0,0,0,1,29,71.04,79.51,78.54,1.4,78.78,0,0,0.738,0.75,0.4
3,ESTABILIZANDO,29,1,15,15,2.215,1.2,2.25,0.036,2.25,0.0,1.2,0.0,0,1,0,0,0,0,29,70.15,80.4,78.54,1.59,78.78,0,0,0.738,0.75,0.4
4,ESTABILIZANDO,29,1,15,15,2.953,1.6,3.0,0.063,3.0,0.0,1.6,0.0,0,1,0,0,0,0,29,68.91,81.65,78.54,1.86,78.78,0,0,0.738,0.75,0.4
5,ESTABILIZANDO,29,1,15,15,3.692,2.0,3.75,0.099,3.75,0.0,2.0,0.0,0,1,0,0,0,0,29,67.31,83.24,78.54,2.23,78.78,0,0,0.738,0.75,0.4
6,ESTABILIZANDO,29,1,15,15,4.43,2.4,4.5,0.142,4.5,0.0,2.4,0.0,0,1,0,0,0,0,29,65.37,85.18,78.54,2.7,78.78,0,0,0.738,0.75,0.4
7,ESTABILIZANDO,29,1,15,15,5.168,2.8,5.25,0.193,5.25,0.0,2.8,0.0,0,1,0,0,0,0,29,63.08,87.47,78.54,3.27,78.78,0,0,0.738,0.75,0.4
8,ESTABILIZANDO,29,1,15,15,5.907,3.2,6.0,0.253,6.0,0.0,3.2,0.0,0,1,0,0,0,0,29,60.44,90.12,78.54,3.93,78.78,0,0,0.738,0.75,0.4
9,ESTABILIZANDO,29,1,15,15,6.645,3.6,6.75,0.32,6.75,0.0,3.6,0.0,0,1,0,0,0,0,29,57.44,93.11,78.54,4.69,78.78,0,0,0.738,0.75,0.4
10,ESTABILIZANDO,29,1,15,15,7.383,4.0,7.5,0.395,7.5,0.0,4.0,0.0,0,1,0,0,0,0,29,54.1,96.45,78.54,5.54,78.78,0,0,0.738,0.75,0.4
11,FRENANDO,29,1,15,15,8.47,0.0,8.928,3.018,8.596,2.641,4.798,0.0,0,1,0,0,1,1,29,50.37,100.3,78.54,6.64,78.78,0,10,1.051,1.418,-8.0
12,FRENANDO,29,1,15,15,9.763,0.0,10.331,4.007,9.907,3.525,5.595,0.0,0,1,0,0,1,1,29,46.32,104.76,78.54,8.48,78.78,0,20,1.006,1.39,-8.0
13,RECUPERANDO,29,1,15,15,11.01,0.15,11.703,5.017,11.17,4.429,6.391,0.0,0,1,0,0,0,1,29,42.14,109.82,78.54,10.92,78.78,0,29,1.264,1.498,0.39
14,RECUPERANDO,29,1,15,15,12.24,1.648,13.038,5.163,12.414,4.43,7.186,0.0,0,1,0,0,0,0,28,38.05,115.9,78.54,13.61,78.77,0,29,1.199,1.498,0.034
15,RECUPERANDO,29,1,15,15,13.4,3.146,14.33,5.45,13.587,4.59,7.979,0.0,1,2,60,0,0,0,28,34.3,127.0,78.54,16.3,78.77,0,29,1.127,1.498,-0.263
16,RECUPERANDO,29,1,15,15,14.484,4.644,15.571,5.925,14.682,4.963,8.768,0.0,0,2,0,0,0,0,28,30.38,137.79,78.54,18.89,78.76,0,29,1.05,1.498,-0.407
17,RECUPERANDO,29,1,15,15,15.492,6.142,16.754,6.559,15.697,5.527,9.553,0.0,0,2,0,0,0,0,27,26.01,148.21,78.54,21.36,78.73,0,29,0.972,1.497,-0.355
18,RECUPERANDO,29,1,15,15,16.421,7.636,17.873,7.253,16.631,6.18,10.332,0.0,0,2,0,0,0,0,26,23.45,158.17,78.54,23.72,78.65,0,29,0.894,1.493,-0.14
19,RECUPERANDO,29,1,15,15,17.272,9.127,18.922,7.895,17.485,6.81,11.105,0.0,0,2,0,0,0,0,26,22.5,167.61,78.54,25.97,78.56,0,29,0.815,1.487,-0.172
20,RECUPERANDO,29,1,15,15,18.044,9.755,19.897,8.421,18.257,7.352,11.869,0.0,1,3,60,0,0,0,25,22.85,176.45,78.54,28.13,78.44,0,29,0.736,1.477,-0.357
21,RECUPERANDO,29,1,15,15,18.738,10.331,20.795,8.818,18.948,7.788,12.623,0.0,0,3,0,0,0,0,25,24.22,184.61,78.54,30.17,78.27,0,29,0.66,1.462,-0.409
22,RECUPERANDO,29,1,15,15,19.357,11.112,21.613,9.087,19.563,8.12,13.365,0.0,0,3,0,0,0,0,24,25.68,192.03,78.54,32.11,78.04,0,29,0.587,1.44,-0.337
23,RECUPERANDO,29,1,15,15,19.906,12.036,22.352,9.229,20.107,8.342,14.092,0.0,0,3,0,0,0,0,22,26.46,198.66,78.54,33.91,77.74,0,29,0.519,1.41,-0.283
