segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,27,3,7,23,0.715,0.4,0.75,0.011,0.75,0.0,0.4,0.0,1,1,60,0,0,30,27,71.58,78.97,78.08,2.16,78.78,0,0,0.715,0.75,0.4
2,ESTABILIZANDO,27,3,7,23,1.43,0.8,1.5,0.044,1.5,0.0,0.8,0.0,0,1,0,0,0,3,27,71.04,79.51,78.08,2.36,78.78,0,0,0.715,0.75,0.4
3,ESTABILIZANDO,27,3,7,23,2.145,1.2,2.25,0.099,2.25,0.0,1.2,0.0,0,1,0,0,0,0,27,70.15,80.4,78.08,2.69,78.78,0,0,0.715,0.75,0.4
4,ESTABILIZANDO,27,3,7,23,2.86,1.6,3.0,0.176,3.0,0.0,1.6,0.0,0,1,0,0,0,0,27,68.91,81.65,78.08,3.17,78.78,0,0,0.715,0.75,0.4
5,ESTABILIZANDO,27,3,7,23,3.575,2.0,3.75,0.276,3.75,0.0,2.0,0.0,0,1,0,0,0,0,27,67.31,83.24,78.08,3.83,78.78,0,0,0.715,0.75,0.4
6,ESTABILIZANDO,27,3,7,23,4.29,2.4,4.5,0.397,4.5,0.0,2.4,0.0,0,1,0,0,0,0,27,65.37,85.18,78.08,4.65,78.78,0,0,0.715,0.75,0.4
7,ESTABILIZANDO,27,3,7,23,5.005,2.8,5.25,0.54,5.25,0.0,2.8,0.0,0,1,0,0,0,0,27,63.08,87.47,78.08,5.63,78.78,0,0,0.715,0.75,0.4
8,ESTABILIZANDO,27,3,7,23,5.72,3.2,6.0,0.706,6.0,0.0,3.2,0.0,0,1,0,0,0,0,27,60.44,90.12,78.08,6.78,78.78,0,0,0.715,0.75,0.4
9,ESTABILIZANDO,27,3,7,23,6.435,3.6,6.75,0.893,6.75,0.0,3.6,0.0,0,1,0,0,0,0,27,57.44,93.11,78.08,8.1,78.78,0,0,0.715,0.75,0.4
10,ESTABILIZANDO,27,3,7,23,7.15,4.0,7.5,1.103,7.5,0.0,4.0,0.0,0,1,0,0,0,0,27,54.1,96.45,78.08,9.57,78.78,0,0,0.715,0.75,0.4
11,FRENANDO,27,3,7,23,8.173,0.0,8.928,3.802,8.548,2.816,4.796,0.0,0,1,0,0,1,1,29,50.37,100.29,78.08,11.32,78.78,0,10,0.984,1.417,-8.0
12,FRENANDO,27,3,7,23,9.394,0.0,10.33,4.982,9.817,3.75,5.592,0.0,0,1,0,0,1,1,29,46.31,104.72,78.08,13.64,78.78,0,20,0.929,1.389,-8.0
13,RECUPERANDO,27,3,7,23,10.557,0.149,11.7,6.176,11.02,4.715,6.385,0.0,0,1,0,0,0,1,29,42.13,109.7,78.08,16.46,78.78,0,29,1.173,1.495,0.452
14,RECUPERANDO,27,3,7,23,11.687,1.645,13.031,6.544,12.188,4.76,7.177,0.0,0,1,0,0,0,0,26,38.03,115.9,78.08,19.55,78.78,0,29,1.093,1.496,0.081
15,RECUPERANDO,27,3,7,23,12.732,3.141,14.315,7.064,13.262,5.043,7.964,0.0,1,2,60,0,0,0,26,34.26,126.99,78.08,22.69,78.78,0,29,1.005,1.496,-0.242
16,RECUPERANDO,27,3,7,23,13.688,4.637,15.543,7.786,14.237,5.637,8.747,0.0,0,2,0,0,0,0,26,29.54,137.76,78.08,25.79,78.78,0,29,0.916,1.496,-0.413
17,RECUPERANDO,27,3,7,23,14.556,6.132,16.706,8.664,15.115,6.499,9.523,0.0,0,2,0,0,0,0,25,24.92,148.15,78.08,28.82,78.76,0,29,0.829,1.493,-0.375
18,RECUPERANDO,27,3,7,23,15.338,7.622,17.795,9.554,15.899,7.469,10.29,0.001,0,2,0,0,0,0,22,22.14,158.07,78.08,31.76,78.7,0,29,0.744,1.487,-0.161
19,RECUPERANDO,27,3,7,23,16.037,9.102,18.802,10.293,16.592,8.363,11.047,0.002,0,2,0,0,0,0,22,20.98,167.43,78.08,34.63,78.58,0,29,0.662,1.475,-0.135
20,RECUPERANDO,27,3,7,23,16.656,9.933,19.719,10.793,17.196,9.07,11.791,0.003,1,3,60,0,0,0,21,21.12,176.17,78.08,37.42,78.36,0,29,0.583,1.456,-0.323
21,RECUPERANDO,27,3,7,23,17.198,10.507,20.543,11.043,17.718,9.566,12.519,0.005,0,3,0,0,0,0,19,22.25,184.2,78.08,40.11,77.98,0,29,0.509,1.428,-0.382
22,RECUPERANDO,27,3,7,23,17.67,11.287,21.27,11.07,18.163,9.864,13.229,0.009,0,3,0,0,0,0,19,24.12,191.47,78.08,42.69,77.37,0,29,0.443,1.388,-0.319
23,RECUPERANDO,27,3,7,23,18.08,12.211,21.901,10.903,18.542,9.975,13.918,0.015,0,3,0,0,0,0,11,26.04,197.93,78.08,45.14,76.46,0,29,0.384,1.335,-0.318
24,RECUPERANDO,27,3,7,23,18.436,13.228,22.437,10.565,18.864,9.904,14.584,0.024,0,3,0,0,0,0,6,26.93,203.55,78.08,47.43,75.19,0,29,0.334,1.267,-0.272
25,RECUPERANDO,27,3,7,23,18.747,13.901,22.885,10.079,19.138,9.662,15.223,0.037,1,4,60,0,0,0,8,27.93,208.33,78.08,49.56,73.55,0,29,0.293,1.185,-0.32
26,RECUPERANDO,27,3,7,23,19.02,14.43,23.251,9.482,19.374,9.277,15.835,0.055,0,4,0,0,0,0,8,29.01,212.29,78.08,51.52,71.52,0,29,0.258,1.09,-0.302
27,RECUPERANDO,27,3,7,23,19.262,14.964,23.542,8.82,19.578,8.791,16.416,0.08,0,4,0,0,0,0,9,30.1,215.46,78.08,53.31,69.22,0,29,0.23,1.069,-0.336
28,RECUPERANDO,27,3,7,23,19.48,15.49,23.77,8.137,19.759,8.248,16.966,0.113,1,5,60,0,0,0,7,30.76,217.88,78.08,54.91,67.28,0,29,0.208,1.032,-0.392
29,RECUPERANDO,27,3,7,23,19.678,15.808,23.941,7.47,19.922,7.688,17.482,0.155,0,5,0,0,0,0,7,30.82,219.63,78.08,56.34,64.72,0,29,0.191,0.977,-0.412
30,RECUPERANDO,27,3,7,23,19.861,16.068,24.065,6.846,20.071,7.14,17.965,0.208,0,5,0,0,0,0,5,31.14,224.32,78.08,57.58,61.86,0,29,0.177,0.909,-0.382
31,RECUPERANDO,27,3,7,23,20.031,16.376,24.15,6.279,20.211,6.623,18.413,0.271,0,5,0,0,0,0,5,31.65,229.97,78.08,58.65,59.02,0,29,0.165,0.83,-0.314
32,RECUPERANDO,27,3,7,23,20.191,16.713,24.204,5.772,20.343,6.145,18.826,0.346,1,6,60,0,0,0,3,32.28,235.36,78.08,59.54,56.31,0,29,0.156,0.745,-0.293
33,RECUPERANDO,27,3,7,23,20.342,17.065,24.232,5.325,20.469,5.709,19.205,0.432,0,6,0,0,0,0,2,32.97,240.51,78.08,60.28,53.81,0,29,0.148,0.656,-0.283
34,RECUPERANDO,27,3,7,23,20.486,17.419,24.24,4.933,20.589,5.315,19.55,0.528,0,6,0,0,0,0,2,33.68,245.42,78.08,60.87,53.19,0,29,0.14,0.602,-0.258
35,RECUPERANDO,27,3,7,23,20.621,17.767,24.233,4.591,20.706,4.959,19.862,0.632,1,7,60,0,0,0,1,34.39,250.11,78.08,61.33,53.73,0,29,0.133,0.548,-0.222
36,RECUPERANDO,27,3,7,23,20.75,17.912,24.261,4.291,20.818,4.64,20.143,0.742,0,7,0,0,0,0,0,35.07,254.6,78.08,61.66,55.44,0,29,0.126,0.491,-0.223
37,RECUPERANDO,27,3,7,23,20.872,18.071,24.433,4.028,20.925,4.353,20.394,0.854,0,7,0,0,0,0,0,35.71,258.89,78.08,61.88,57.01,0,29,0.119,0.433,-0.228
38,RECUPERANDO,27,3,7,23,20.987,18.251,24.566,3.797,21.028,4.094,20.617,0.967,0,7,0,1,0,0,0,36.31,263.02,78.08,62.01,57.46,0,29,0.112,0.378,-0.224
39,RECUPERANDO,27,3,7,23,21.094,18.445,24.667,3.592,21.125,3.862,20.814,1.076,1,8,60,1,0,0,0,36.85,266.98,78.08,62.06,56.16,0,29,0.105,0.343,-0.212
40,RECUPERANDO,27,3,7,23,21.195,18.645,24.742,3.409,21.218,3.652,20.988,1.18,0,8,0,2,0,0,0,37.33,270.8,78.08,62.04,54.81,0,29,0.098,0.314,-0.194
41,RECUPERANDO,27,3,7,23,21.29,18.843,24.796,3.246,21.306,3.462,21.14,1.276,0,8,0,3,0,0,0,37.77,274.49,78.08,61.96,54.34,0,29,0.091,0.285,-0.172
42,RECUPERANDO,27,3,7,23,21.377,19.036,24.832,3.099,21.389,3.291,21.272,1.362,1,9,60,3,0,0,0,38.16,278.06,78.08,61.84,54.75,0,29,0.085,0.255,-0.149
43,RECUPERANDO,27,3,7,23,21.459,19.162,24.854,2.966,21.467,3.135,21.386,1.438,0,9,0,3,0,0,0,38.51,281.52,78.08,61.68,54.99,0,29,0.079,0.243,-0.151
