segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,38,0,0,38,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,38,0,0,38,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,38,0,0,38,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,38,0,0,38,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,38,0,0,38,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,38,0,0,38,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,38,0,0,38,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
8,FRENANDO,38,0,0,38,3.583,0.0,3.68,0.347,0,1,0,0,1,1,37,58.13,61.14,0,10,0.805,1.152,-12.0
9,FRENANDO,38,0,0,38,4.692,0.0,4.822,0.595,0,1,0,0,1,1,37,53.89,61.14,0,20,0.784,1.132,-12.0
10,FRENANDO,38,0,0,38,5.777,0.0,5.941,0.904,0,1,0,0,1,1,37,48.64,61.14,0,30,0.757,1.108,-12.0
11,FRENANDO,38,0,0,38,6.832,0.0,7.035,1.272,0,1,0,0,1,1,37,42.56,61.14,0,40,0.723,1.081,-12.0
12,FRENANDO,38,0,0,38,7.849,0.0,8.098,1.71,0,1,0,0,1,1,36,35.93,61.14,0,50,0.682,1.049,-12.0
13,RECUPERANDO,38,0,0,38,8.855,1.196,9.129,1.723,0,1,0,0,0,0,37,29.78,61.14,0,50,0.987,1.197,-0.08
14,RECUPERANDO,38,0,0,38,9.818,2.393,10.122,1.803,0,1,0,0,0,0,37,24.91,61.14,0,50,0.942,1.197,-0.241
15,RECUPERANDO,38,0,0,38,10.735,3.591,11.075,1.953,0,1,0,0,0,0,36,21.47,61.14,0,50,0.897,1.197,-0.246
16,RECUPERANDO,38,0,0,38,11.607,4.788,11.984,2.144,0,1,0,0,0,0,36,19.46,61.14,0,50,0.85,1.197,-0.113
17,RECUPERANDO,38,0,0,38,12.431,5.984,12.847,2.343,1,2,60,0,0,0,36,18.73,61.14,0,50,0.802,1.195,-0.037
18,RECUPERANDO,38,0,0,38,13.206,6.402,13.661,2.527,0,2,0,0,0,0,35,19.08,61.14,0,50,0.753,1.193,-0.227
19,RECUPERANDO,38,0,0,38,13.931,6.821,14.423,2.693,0,2,0,0,0,0,36,20.3,61.14,0,50,0.702,1.188,-0.309
20,RECUPERANDO,38,0,0,38,14.605,7.41,15.134,2.84,0,2,0,0,0,0,36,22.19,61.14,0,50,0.652,1.18,-0.28
21,RECUPERANDO,38,0,0,38,15.229,8.129,15.793,2.966,0,2,0,0,0,0,35,24.59,61.14,0,50,0.601,1.167,-0.182
22,RECUPERANDO,38,0,0,38,15.803,8.942,16.4,3.07,1,3,60,0,0,0,34,27.38,61.14,0,50,0.552,1.15,-0.318
23,RECUPERANDO,38,0,0,38,16.329,9.822,16.955,3.151,0,3,0,0,0,0,34,27.08,61.14,0,50,0.505,1.128,-0.368
24,RECUPERANDO,38,0,0,38,16.809,10.099,17.46,3.207,0,3,0,0,0,0,2,27.43,61.14,0,50,0.46,1.098,-0.338
25,RECUPERANDO,38,0,0,38,17.245,10.488,17.917,3.242,0,3,0,0,0,0,2,28.39,61.14,0,50,0.417,1.062,-0.318
26,RECUPERANDO,38,0,0,38,17.639,10.998,18.329,3.258,1,4,60,0,0,0,3,29.86,61.14,0,50,0.377,1.017,-0.387
27,RECUPERANDO,38,0,0,38,17.996,11.605,18.699,3.258,0,4,0,0,0,0,3,31.73,61.14,0,50,0.34,0.965,-0.391
28,RECUPERANDO,38,0,0,38,18.317,12.156,19.028,3.246,0,4,0,0,0,0,3,31.87,61.14,0,50,0.306,0.945,-0.341
29,RECUPERANDO,38,0,0,38,18.605,12.382,19.321,3.224,1,5,60,0,0,0,3,32.28,61.14,0,50,0.275,0.921,-0.383
30,RECUPERANDO,38,0,0,38,18.864,12.723,19.844,3.197,0,5,0,0,0,0,3,33.15,61.14,0,50,0.246,0.887,-0.399
31,RECUPERANDO,38,0,0,38,19.096,13.158,20.572,3.165,0,5,0,0,0,0,3,34.4,61.14,0,50,0.221,0.846,-0.371
32,RECUPERANDO,38,0,0,38,19.303,13.659,21.226,3.131,0,5,0,0,0,0,4,35.05,61.14,0,50,0.197,0.797,-0.366
33,RECUPERANDO,38,0,0,38,19.489,13.811,21.804,3.096,1,6,60,0,0,0,4,35.29,61.14,0,50,0.177,0.766,-0.384
34,RECUPERANDO,38,0,0,38,19.655,14.059,22.308,3.06,0,6,0,0,0,0,3,35.91,61.14,0,50,0.158,0.742,-0.37
35,RECUPERANDO,38,0,0,38,19.804,14.39,22.741,3.024,0,6,0,0,0,0,3,36.85,61.14,0,50,0.141,0.71,-0.341
36,RECUPERANDO,38,0,0,38,19.936,14.773,23.107,2.988,1,7,60,0,0,0,3,37.46,61.14,0,50,0.126,0.672,-0.359
37,RECUPERANDO,38,0,0,38,20.055,14.888,23.413,2.951,0,7,0,0,0,0,2,37.66,61.14,0,50,0.113,0.628,-0.352
38,RECUPERANDO,38,0,0,38,20.161,15.084,23.662,2.913,0,7,0,0,0,0,2,38.17,61.14,0,50,0.101,0.611,-0.322
39,RECUPERANDO,38,0,0,38,20.257,15.347,23.862,2.874,1,8,60,0,0,0,3,38.94,61.14,0,50,0.091,0.587,-0.327
40,RECUPERANDO,38,0,0,38,20.342,15.622,24.018,2.834,0,8,0,0,0,0,2,39.41,61.14,0,50,0.081,0.557,-0.326
41,RECUPERANDO,38,0,0,38,20.418,15.717,24.136,2.793,0,8,0,0,0,0,2,39.6,61.14,0,50,0.073,0.523,-0.307
42,RECUPERANDO,38,0,0,38,20.487,15.877,24.22,2.751,1,9,60,0,0,0,1,40.04,61.14,0,50,0.065,0.502,-0.294
43,RECUPERANDO,38,0,0,38,20.549,16.093,24.277,2.708,0,9,0,0,0,0,0,40.7,61.14,0,50,0.059,0.484,-0.296
44,RECUPERANDO,38,0,0,38,20.604,16.286,24.309,2.664,0,9,0,0,0,0,0,41.06,61.14,0,50,0.053,0.461,-0.285
45,RECUPERANDO,38,0,0,38,20.655,16.367,24.32,2.619,1,10,60,0,0,0,0,41.25,61.14,0,50,0.048,0.435,-0.262
46,RECUPERANDO,38,0,0,38,20.7,16.502,24.314,2.573,0,10,0,0,0,0,0,41.64,61.14,0,50,0.043,0.415,-0.266
47,RECUPERANDO,38,0,0,38,20.741,16.681,24.293,2.527,0,10,0,0,0,0,0,42.2,61.14,0,50,0.039,0.401,-0.261
48,RECUPERANDO,38,0,0,38,20.778,16.819,24.259,2.481,1,11,60,0,0,0,0,42.49,61.14,0,50,0.036,0.384,-0.245
