segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,19,19,19,19,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,57.64,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,19,19,19,19,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,57.64,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,19,19,19,19,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,19,19,19,19,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,19,19,19,19,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,19,19,19,19,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,19,19,19,19,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
8,FRENANDO,19,19,19,19,3.587,0.0,3.699,0.348,0,1,0,0,1,1,37,51.13,57.64,0,10,0.812,1.176,-12.0
9,FRENANDO,19,19,19,19,4.706,0.0,4.871,0.599,0,1,0,0,1,1,37,46.85,57.64,0,20,0.794,1.169,-12.0
10,FRENANDO,19,19,19,19,5.804,0.0,6.035,0.915,0,1,0,0,1,1,37,41.54,57.64,0,30,0.772,1.16,-12.0
11,FRENANDO,19,19,19,19,6.876,0.0,7.189,1.295,0,1,0,0,1,1,37,35.36,57.64,0,40,0.743,1.149,-12.0
12,FRENANDO,19,19,19,19,7.916,0.0,8.332,1.753,0,1,0,0,1,1,36,28.61,57.64,0,50,0.706,1.137,-12.0
