segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,10,28,19,19,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,55.98,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,10,28,19,19,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,55.98,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,10,28,19,19,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,10,28,19,19,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,10,28,19,19,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,10,28,19,19,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,10,28,19,19,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
8,FRENANDO,10,28,19,19,3.585,0.0,3.699,0.348,0,1,0,0,1,1,37,51.14,55.98,0,10,0.809,1.176,-12.0
9,FRENANDO,10,28,19,19,4.7,0.0,4.871,0.599,0,1,0,0,1,1,37,46.93,55.98,0,20,0.79,1.169,-12.0
10,FRENANDO,10,28,19,19,5.793,0.0,6.035,0.915,0,1,0,0,1,1,37,41.78,55.98,0,30,0.766,1.16,-12.0
11,FRENANDO,10,28,19,19,6.857,0.0,7.189,1.303,0,1,0,0,1,1,36,35.9,55.98,0,40,0.734,1.149,-12.0
12,FRENANDO,10,28,19,19,7.887,0.0,8.332,1.787,0,1,0,0,1,1,36,29.64,55.98,0,50,0.695,1.137,-12.0
13,RECUPERANDO,10,28,19,19,8.908,1.196,9.462,1.889,0,1,0,0,0,0,37,24.08,55.98,0,50,1.003,1.196,-0.293
14,RECUPERANDO,10,28,19,19,9.889,2.392,10.575,2.101,0,1,0,0,0,0,37,20.0,55.98,0,50,0.963,1.197,-0.368
15,RECUPERANDO,10,28,19,19,10.828,3.589,11.669,2.406,0,1,0,0,0,0,36,17.48,55.98,0,50,0.921,1.197,-0.262
16,RECUPERANDO,10,28,19,19,11.725,4.786,12.741,2.764,0,1,0,0,0,0,36,16.38,55.98,0,50,0.877,1.196,-0.064
17,RECUPERANDO,10,28,19,19,12.576,5.394,13.788,3.139,0,1,0,0,0,0,36,16.49,55.98,0,50,0.829,1.194,-0.289
18,RECUPERANDO,10,28,19,19,13.378,5.731,14.804,3.515,1,2,60,0,0,0,35,17.57,55.98,0,50,0.778,1.191,-0.388
19,RECUPERANDO,10,28,19,19,14.126,6.268,15.787,3.881,0,2,0,0,0,0,36,19.39,55.98,0,50,0.724,1.184,-0.357
20,RECUPERANDO,10,28,19,19,14.819,6.956,16.73,4.235,0,2,0,0,0,0,35,21.76,55.98,0,50,0.667,1.174,-0.388
21,RECUPERANDO,10,28,19,19,15.454,7.752,17.628,4.579,0,2,0,0,0,0,35,23.71,55.98,0,50,0.609,1.16,-0.595
22,RECUPERANDO,10,28,19,19,16.032,8.502,18.474,4.907,0,2,0,0,0,0,31,23.47,55.98,0,50,0.552,1.14,-0.647
