segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,38,0,9,29,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,38,0,9,29,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,38,0,9,29,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,38,0,9,29,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,38,0,9,29,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,38,0,9,29,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,38,0,9,29,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
8,FRENANDO,38,0,9,29,3.587,0.0,3.699,0.348,0,1,0,0,1,1,37,58.13,61.14,0,10,0.811,1.176,-12.0
9,FRENANDO,38,0,9,29,4.704,0.0,4.871,0.599,0,1,0,0,1,1,37,53.89,61.14,0,20,0.792,1.169,-12.0
10,FRENANDO,38,0,9,29,5.8,0.0,6.035,0.913,0,1,0,0,1,1,37,48.64,61.14,0,30,0.769,1.16,-12.0
11,FRENANDO,38,0,9,29,6.869,0.0,7.189,1.292,0,1,0,0,1,1,37,42.56,61.14,0,40,0.74,1.149,-12.0
12,FRENANDO,38,0,9,29,7.905,0.0,8.332,1.747,0,1,0,0,1,1,36,35.93,61.14,0,50,0.704,1.137,-12.0
13,RECUPERANDO,38,0,9,29,8.936,1.196,9.461,1.785,0,1,0,0,0,0,37,29.78,61.14,0,50,1.014,1.197,-0.08
14,RECUPERANDO,38,0,9,29,9.928,2.393,10.574,1.902,0,1,0,0,0,0,37,24.91,61.14,0,50,0.975,1.197,-0.241
15,RECUPERANDO,38,0,9,29,10.881,3.591,11.667,2.104,0,1,0,0,0,0,36,21.47,61.14,0,50,0.935,1.197,-0.246
16,RECUPERANDO,38,0,9,29,11.794,4.788,12.737,2.367,0,1,0,0,0,0,36,19.46,61.14,0,50,0.894,1.197,-0.113
17,RECUPERANDO,38,0,9,29,12.664,5.984,13.78,2.656,1,2,60,0,0,0,36,18.73,61.14,0,50,0.852,1.195,-0.037
18,RECUPERANDO,38,0,9,29,13.492,6.402,14.79,2.952,0,2,0,0,0,0,35,19.08,61.14,0,50,0.807,1.193,-0.227
19,RECUPERANDO,38,0,9,29,14.273,6.821,15.763,3.249,0,2,0,0,0,0,36,20.3,61.14,0,50,0.761,1.188,-0.309
20,RECUPERANDO,38,0,9,29,15.008,7.41,16.691,3.545,0,2,0,0,0,0,36,22.19,61.14,0,50,0.713,1.18,-0.28
21,RECUPERANDO,38,0,9,29,15.694,8.129,17.569,3.834,0,2,0,0,0,0,35,24.59,61.14,0,50,0.664,1.167,-0.182
22,RECUPERANDO,38,0,9,29,16.331,8.942,18.389,4.107,1,3,60,0,0,0,34,27.38,61.14,0,50,0.615,1.15,-0.318
23,RECUPERANDO,38,0,9,29,16.92,9.822,19.147,4.359,0,3,0,0,0,0,34,27.08,61.14,0,50,0.567,1.128,-0.368
24,RECUPERANDO,38,0,9,29,17.461,10.099,19.836,4.582,0,3,0,0,0,0,24,27.43,61.14,0,50,0.519,1.099,-0.338
25,RECUPERANDO,38,0,9,29,17.954,10.488,20.452,4.771,0,3,0,0,0,0,18,28.39,61.14,0,50,0.473,1.062,-0.318
26,RECUPERANDO,38,0,9,29,18.403,10.998,20.994,4.925,1,4,60,0,0,0,10,29.86,61.14,0,50,0.429,1.018,-0.387
27,RECUPERANDO,38,0,9,29,18.808,11.606,21.462,5.041,0,4,0,0,0,0,5,31.73,61.14,0,50,0.387,0.966,-0.391
28,RECUPERANDO,38,0,9,29,19.173,12.156,21.86,5.119,0,4,0,0,0,0,3,31.87,61.14,0,50,0.347,0.946,-0.341
29,RECUPERANDO,38,0,9,29,19.499,12.383,22.191,5.161,1,5,60,0,0,0,3,32.28,61.14,0,50,0.309,0.921,-0.383
30,RECUPERANDO,38,0,9,29,19.789,12.723,22.461,5.169,0,5,0,0,0,0,3,33.15,61.14,0,50,0.275,0.888,-0.399
31,RECUPERANDO,38,0,9,29,20.046,13.159,22.678,5.149,0,5,0,0,0,0,3,34.4,61.14,0,50,0.242,0.847,-0.371
32,RECUPERANDO,38,0,9,29,20.272,13.659,22.848,5.105,0,5,0,0,0,0,4,35.05,61.14,0,50,0.213,0.799,-0.371
33,RECUPERANDO,38,0,9,29,20.47,13.811,22.978,5.047,1,6,60,0,0,0,4,33.1,61.14,0,50,0.186,0.766,-0.454
34,RECUPERANDO,38,0,9,29,20.642,14.06,23.074,4.983,0,6,0,0,0,0,3,31.12,61.14,0,50,0.162,0.743,-0.503
35,RECUPERANDO,38,0,9,29,20.793,14.391,23.14,4.919,0,6,0,0,0,0,3,29.28,61.14,0,50,0.141,0.712,-0.56
36,RECUPERANDO,38,0,9,29,20.924,14.774,23.195,4.857,1,7,60,0,0,0,3,27.63,61.14,0,50,0.123,0.673,-0.618
37,RECUPERANDO,38,0,9,29,21.038,14.889,23.524,4.796,0,7,0,0,0,0,3,26.22,61.14,0,50,0.107,0.63,-0.635
