segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,29,9,28,10,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,59.48,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,29,9,28,10,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,59.48,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,29,9,28,10,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,29,9,28,10,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,29,9,28,10,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,29,9,28,10,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,29,9,28,10,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
8,FRENANDO,29,9,28,10,3.594,0.0,3.699,0.349,0,1,0,0,1,1,37,51.14,59.48,0,10,0.82,1.176,-12.0
9,FRENANDO,29,9,28,10,4.722,0.0,4.871,0.604,0,1,0,0,1,1,37,46.93,59.48,0,20,0.806,1.169,-12.0
10,FRENANDO,29,9,28,10,5.834,0.0,6.035,0.928,0,1,0,0,1,1,37,41.78,59.48,0,30,0.788,1.16,-12.0
11,FRENANDO,29,9,28,10,6.925,0.0,7.189,1.327,0,1,0,0,1,1,36,35.9,59.48,0,40,0.764,1.149,-12.0
12,FRENANDO,29,9,28,10,7.989,0.0,8.332,1.832,0,1,0,0,1,1,36,29.63,59.48,0,50,0.734,1.137,-12.0
13,RECUPERANDO,29,9,28,10,9.054,1.196,9.462,1.955,0,1,0,0,0,0,37,24.06,59.48,0,50,1.052,1.197,-0.294
14,RECUPERANDO,29,9,28,10,10.091,2.393,10.575,2.189,0,1,0,0,0,0,37,19.99,59.48,0,50,1.024,1.197,-0.37
15,RECUPERANDO,29,9,28,10,11.098,3.59,11.67,2.51,0,1,0,0,0,0,37,17.46,59.48,0,50,0.994,1.197,-0.264
16,RECUPERANDO,29,9,28,10,12.075,4.787,12.743,2.866,0,1,0,0,0,0,36,16.36,59.48,0,50,0.961,1.196,-0.042
17,RECUPERANDO,29,9,28,10,13.016,5.394,13.79,3.223,0,1,0,0,0,0,36,16.48,59.48,0,50,0.924,1.194,-0.152
18,RECUPERANDO,29,9,28,10,13.918,5.732,14.809,3.588,1,2,60,0,0,0,36,17.56,59.48,0,50,0.883,1.191,-0.41
19,RECUPERANDO,29,9,28,10,14.778,6.271,15.795,3.979,0,2,0,0,0,0,36,19.37,59.48,0,50,0.84,1.184,-0.502
20,RECUPERANDO,29,9,28,10,15.593,6.962,16.745,4.396,0,2,0,0,0,0,36,21.4,59.48,0,50,0.796,1.174,-0.427
21,RECUPERANDO,29,9,28,10,16.364,7.762,17.654,4.816,0,2,0,0,0,0,35,19.02,59.48,0,50,0.749,1.16,-0.235
22,RECUPERANDO,29,9,28,10,17.086,8.639,18.518,5.209,1,3,60,0,0,0,35,17.68,59.48,0,50,0.701,1.14,-0.37
23,RECUPERANDO,29,9,28,10,17.76,9.569,19.332,5.551,0,3,0,0,0,0,34,17.22,59.48,0,50,0.651,1.114,-0.405
24,RECUPERANDO,29,9,28,10,18.384,10.051,20.094,5.834,0,3,0,0,0,0,34,17.45,59.48,0,50,0.601,1.082,-0.343
25,RECUPERANDO,29,9,28,10,18.956,10.59,20.805,6.06,0,3,0,0,0,0,33,18.18,59.48,0,50,0.549,1.042,-0.456
26,RECUPERANDO,29,9,28,10,19.478,11.262,21.462,6.237,1,4,60,0,0,0,27,19.29,59.48,0,50,0.499,0.995,-0.523
27,RECUPERANDO,29,9,28,10,19.949,12.027,22.062,6.376,0,4,0,0,0,0,14,20.65,59.48,0,50,0.45,0.976,-0.496
28,RECUPERANDO,29,9,28,10,20.374,12.449,22.606,6.481,1,5,60,0,0,0,5,22.18,59.48,0,50,0.404,0.957,-0.606
29,RECUPERANDO,29,9,28,10,20.755,12.771,23.092,6.549,0,5,0,0,0,0,3,23.82,59.48,0,50,0.362,0.928,-0.644
30,RECUPERANDO,29,9,28,10,21.095,13.207,23.522,6.568,0,5,0,0,0,0,3,24.84,59.48,0,50,0.322,0.892,-0.589
31,RECUPERANDO,29,9,28,10,21.397,13.735,23.898,6.527,1,6,60,0,0,0,4,24.06,59.48,0,50,0.286,0.88,-0.468
32,RECUPERANDO,29,9,28,10,21.664,14.329,24.222,6.423,0,6,0,0,0,0,4,23.76,59.48,0,50,0.252,0.862,-0.426
33,RECUPERANDO,29,9,28,10,21.899,14.71,24.496,6.259,0,6,0,0,0,0,4,23.86,59.48,0,50,0.221,0.834,-0.428
