segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,35,3,38,0,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,35,3,38,0,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,35,3,38,0,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,35,3,38,0,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,35,3,38,0,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,35,3,38,0,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,35,3,38,0,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
8,FRENANDO,35,3,38,0,3.601,0.0,3.699,0.35,0,1,0,0,1,1,37,54.14,60.59,0,10,0.828,1.176,-12.0
9,FRENANDO,35,3,38,0,4.74,0.0,4.871,0.607,0,1,0,0,1,1,37,53.82,60.59,0,20,0.819,1.169,-12.0
10,FRENANDO,35,3,38,0,5.869,0.0,6.035,0.932,0,1,0,0,1,1,37,48.45,60.59,0,30,0.808,1.16,-12.0
11,FRENANDO,35,3,38,0,6.984,0.0,7.189,1.325,0,1,0,0,1,1,37,42.14,60.59,0,40,0.792,1.149,-12.0
12,FRENANDO,35,3,38,0,8.08,0.0,8.332,1.793,0,1,0,0,1,1,36,35.1,60.59,0,50,0.77,1.137,-12.0
