segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,29,9,19,19,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,59.48,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,29,9,19,19,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,59.48,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,29,9,19,19,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,29,9,19,19,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,29,9,19,19,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,29,9,19,19,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,29,9,19,19,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
8,FRENANDO,29,9,19,19,3.59,0.0,3.699,0.348,0,1,0,0,1,1,37,54.13,59.48,0,10,0.814,1.176,-12.0
9,FRENANDO,29,9,19,19,4.711,0.0,4.871,0.601,0,1,0,0,1,1,37,53.89,59.48,0,20,0.798,1.169,-12.0
10,FRENANDO,29,9,19,19,5.813,0.0,6.035,0.919,0,1,0,0,1,1,37,48.64,59.48,0,30,0.777,1.16,-12.0
11,FRENANDO,29,9,19,19,6.892,0.0,7.189,1.304,0,1,0,0,1,1,37,42.56,59.48,0,40,0.75,1.149,-12.0
12,FRENANDO,29,9,19,19,7.94,0.0,8.332,1.771,0,1,0,0,1,1,36,35.93,59.48,0,50,0.717,1.137,-12.0
13,RECUPERANDO,29,9,19,19,8.985,1.196,9.462,1.824,0,1,0,0,0,0,37,29.78,59.48,0,50,1.029,1.197,-0.08
