segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,37,1,9,29,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.95,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,37,1,9,29,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.95,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,37,1,9,29,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,37,1,9,29,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,37,1,9,29,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,37,1,9,29,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,37,1,9,29,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
8,FRENANDO,37,1,9,29,3.586,0.0,3.699,0.348,0,1,0,0,1,1,37,54.14,60.95,0,10,0.81,1.176,-12.0
9,FRENANDO,37,1,9,29,4.702,0.0,4.871,0.598,0,1,0,0,1,1,37,53.89,60.95,0,20,0.791,1.169,-12.0
10,FRENANDO,37,1,9,29,5.796,0.0,6.035,0.912,0,1,0,0,1,1,37,48.64,60.95,0,30,0.767,1.16,-12.0
11,FRENANDO,37,1,9,29,6.863,0.0,7.189,1.289,0,1,0,0,1,1,37,42.56,60.95,0,40,0.737,1.149,-12.0
12,FRENANDO,37,1,9,29,7.896,0.0,8.332,1.742,0,1,0,0,1,1,36,35.93,60.95,0,50,0.701,1.137,-12.0
13,RECUPERANDO,37,1,9,29,8.924,1.196,9.461,1.776,0,1,0,0,0,0,37,29.78,60.95,0,50,1.01,1.197,-0.08
14,RECUPERANDO,37,1,9,29,9.912,2.393,10.574,1.885,0,1,0,0,0,0,37,24.91,60.95,0,50,0.971,1.197,-0.241
15,RECUPERANDO,37,1,9,29,10.861,3.591,11.667,2.068,0,1,0,0,0,0,37,21.47,60.95,0,50,0.931,1.197,-0.245
16,RECUPERANDO,37,1,9,29,11.769,4.788,12.738,2.294,0,1,0,0,0,0,36,19.46,60.95,0,50,0.888,1.197,-0.113
17,RECUPERANDO,37,1,9,29,12.633,5.985,13.781,2.524,1,2,60,0,0,0,36,18.73,60.95,0,50,0.843,1.196,0.048
18,RECUPERANDO,37,1,9,29,13.45,6.402,14.792,2.743,0,2,0,0,0,0,36,19.09,60.95,0,50,0.796,1.195,-0.242
19,RECUPERANDO,37,1,9,29,14.219,6.822,15.767,2.958,0,2,0,0,0,0,36,20.31,60.95,0,50,0.747,1.192,-0.407
20,RECUPERANDO,37,1,9,29,14.939,7.412,16.7,3.177,0,2,0,0,0,0,36,22.2,60.95,0,50,0.698,1.187,-0.413
21,RECUPERANDO,37,1,9,29,15.61,8.133,17.585,3.392,1,3,60,0,0,0,35,21.64,60.95,0,50,0.649,1.18,-0.287
22,RECUPERANDO,37,1,9,29,16.233,8.95,18.417,3.584,0,3,0,0,0,0,35,19.78,60.95,0,50,0.601,1.17,-0.252
23,RECUPERANDO,37,1,9,29,16.808,9.835,19.191,3.736,0,3,0,0,0,0,31,18.83,60.95,0,50,0.555,1.157,-0.333
24,RECUPERANDO,37,1,9,29,17.338,10.672,19.903,3.842,0,3,0,0,0,0,19,18.64,60.95,0,50,0.509,1.14,-0.32
25,RECUPERANDO,37,1,9,29,17.823,11.118,20.55,3.903,1,4,60,0,0,0,16,19.03,60.95,0,50,0.466,1.118,-0.233
26,RECUPERANDO,37,1,9,29,18.266,11.713,21.129,3.925,0,4,0,0,0,0,7,19.86,60.95,0,50,0.424,1.09,-0.289
27,RECUPERANDO,37,1,9,29,18.668,12.418,21.64,3.917,0,4,0,0,0,0,4,21.01,60.95,0,50,0.385,1.055,-0.311
28,RECUPERANDO,37,1,9,29,19.033,13.119,22.084,3.89,0,4,0,0,0,0,3,22.4,60.95,0,50,0.348,1.014,-0.277
29,RECUPERANDO,37,1,9,29,19.362,13.378,22.462,3.85,1,5,60,0,0,0,3,23.94,60.95,0,50,0.315,0.965,-0.266
30,RECUPERANDO,37,1,9,29,19.659,13.756,22.776,3.807,0,5,0,0,0,0,3,25.58,60.95,0,50,0.283,0.924,-0.294
31,RECUPERANDO,37,1,9,29,19.927,14.231,23.03,3.765,0,5,0,0,0,0,4,27.27,60.95,0,50,0.255,0.889,-0.282
