segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,38,0,19,19,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,38,0,19,19,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,38,0,19,19,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,38,0,19,19,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,38,0,19,19,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,38,0,19,19,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,38,0,19,19,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
8,FRENANDO,38,0,19,19,3.592,0.0,3.699,0.349,0,1,0,0,1,1,37,58.13,61.14,0,10,0.816,1.176,-12.0
9,FRENANDO,38,0,19,19,4.716,0.0,4.871,0.602,0,1,0,0,1,1,37,53.89,61.14,0,20,0.801,1.169,-12.0
10,FRENANDO,38,0,19,19,5.822,0.0,6.035,0.921,0,1,0,0,1,1,37,48.64,61.14,0,30,0.781,1.16,-12.0
11,FRENANDO,38,0,19,19,6.906,0.0,7.189,1.308,0,1,0,0,1,1,37,42.56,61.14,0,40,0.756,1.149,-12.0
12,FRENANDO,38,0,19,19,7.962,0.0,8.332,1.778,0,1,0,0,1,1,36,35.93,61.14,0,50,0.725,1.137,-12.0
13,RECUPERANDO,38,0,19,19,9.017,1.196,9.462,1.833,0,1,0,0,0,0,37,29.78,61.14,0,50,1.041,1.197,-0.08
14,RECUPERANDO,38,0,19,19,10.039,2.393,10.575,1.972,0,1,0,0,0,0,37,24.91,61.14,0,50,1.008,1.197,-0.241
15,RECUPERANDO,38,0,19,19,11.029,3.591,11.67,2.197,0,1,0,0,0,0,37,21.47,61.14,0,50,0.974,1.197,-0.245
16,RECUPERANDO,38,0,19,19,11.984,4.788,12.743,2.476,0,1,0,0,0,0,36,19.46,61.14,0,50,0.939,1.197,-0.113
