segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,27,3,30,0,0.715,0.4,0.75,0.011,0.75,0.0,0.4,0.0,1,1,60,0,0,30,27,71.58,78.97,78.08,2.16,78.78,0,0,0.715,0.75,0.4
2,ESTABILIZANDO,27,3,30,0,1.43,0.8,1.5,0.044,1.5,0.0,0.8,0.0,0,1,0,0,0,3,27,71.04,79.51,78.08,2.36,78.78,0,0,0.715,0.75,0.4
3,ESTABILIZANDO,27,3,30,0,2.145,1.2,2.25,0.099,2.25,0.0,1.2,0.0,0,1,0,0,0,0,27,70.15,80.4,78.08,2.69,78.78,0,0,0.715,0.75,0.4
4,ESTABILIZANDO,27,3,30,0,2.86,1.6,3.0,0.176,3.0,0.0,1.6,0.0,0,1,0,0,0,0,27,68.91,81.65,78.08,3.17,78.78,0,0,0.715,0.75,0.4
5,ESTABILIZANDO,27,3,30,0,3.575,2.0,3.75,0.276,3.75,0.0,2.0,0.0,0,1,0,0,0,0,27,67.31,83.24,78.08,3.83,78.78,0,0,0.715,0.75,0.4
6,ESTABILIZANDO,27,3,30,0,4.29,2.4,4.5,0.397,4.5,0.0,2.4,0.0,0,1,0,0,0,0,27,65.37,85.18,78.08,4.65,78.78,0,0,0.715,0.75,0.4
7,ESTABILIZANDO,27,3,30,0,5.005,2.8,5.25,0.54,5.25,0.0,2.8,0.0,0,1,0,0,0,0,27,63.08,87.47,78.08,5.63,78.78,0,0,0.715,0.75,0.4
8,ESTABILIZANDO,27,3,30,0,5.72,3.2,6.0,0.706,6.0,0.0,3.2,0.0,0,1,0,0,0,0,27,60.44,90.12,78.08,6.78,78.78,0,0,0.715,0.75,0.4
9,ESTABILIZANDO,27,3,30,0,6.435,3.6,6.75,0.893,6.75,0.0,3.6,0.0,0,1,0,0,0,0,27,57.44,93.11,78.08,8.1,78.78,0,0,0.715,0.75,0.4
10,ESTABILIZANDO,27,3,30,0,7.15,4.0,7.5,1.103,7.5,0.0,4.0,0.0,0,1,0,0,0,0,27,54.1,96.45,78.08,9.57,78.78,0,0,0.715,0.75,0.4
11,FRENANDO,27,3,30,0,8.191,0.0,8.928,3.825,8.568,2.829,4.798,0.0,0,1,0,0,1,1,29,50.37,100.3,78.08,11.33,78.78,0,10,1.005,1.418,-8.0
12,FRENANDO,27,3,30,0,9.436,0.0,10.331,5.043,9.863,3.782,5.595,0.0,0,1,0,0,1,1,29,46.32,104.76,78.08,13.67,78.78,0,20,0.955,1.39,-8.0
13,RECUPERANDO,27,3,30,0,10.629,0.15,11.703,6.294,11.1,4.776,6.391,0.0,0,1,0,0,0,1,29,42.14,109.82,78.08,16.53,78.78,0,29,1.207,1.498,0.452
14,RECUPERANDO,27,3,30,0,11.798,1.648,13.038,6.736,12.31,4.859,7.186,0.0,0,1,0,0,0,0,26,38.05,116.15,78.08,19.67,78.78,0,29,1.135,1.498,0.082
15,RECUPERANDO,27,3,30,0,12.89,3.146,14.33,7.373,13.436,5.214,7.979,0.0,1,2,60,0,0,0,26,34.3,127.43,78.08,22.87,78.78,0,29,1.057,1.498,-0.241
16,RECUPERANDO,27,3,30,0,13.903,4.644,15.571,8.275,14.474,5.939,8.768,0.0,0,2,0,0,0,0,26,29.55,138.46,78.08,26.05,78.78,0,29,0.978,1.498,-0.411
17,RECUPERANDO,27,3,30,0,14.839,6.142,16.754,9.415,15.426,7.012,9.553,0.0,0,2,0,0,0,0,26,24.93,149.19,78.08,29.16,78.77,0,29,0.901,1.497,-0.373
18,RECUPERANDO,27,3,30,0,15.698,7.636,17.873,10.654,16.295,8.284,10.332,0.0,0,2,0,0,0,0,22,22.16,159.52,78.08,32.19,78.77,0,29,0.826,1.493,-0.157
19,RECUPERANDO,27,3,30,0,16.484,9.127,18.922,11.829,17.082,9.571,11.105,0.0,0,2,0,0,0,0,22,21.01,169.35,78.08,35.14,78.77,0,29,0.753,1.487,-0.167
20,RECUPERANDO,27,3,30,0,17.199,9.951,19.897,12.842,17.791,10.762,11.869,0.0,1,3,60,0,0,0,22,21.16,178.55,78.08,37.99,78.75,0,29,0.682,1.477,-0.389
21,RECUPERANDO,27,3,30,0,17.843,10.534,20.795,13.666,18.423,11.821,12.623,0.0,0,3,0,0,0,0,22,22.33,186.96,78.08,40.7,78.72,0,29,0.615,1.462,-0.457
22,RECUPERANDO,27,3,30,0,18.423,11.329,21.614,14.307,18.985,12.738,13.365,0.0,0,3,0,0,0,0,20,24.25,194.39,78.08,43.25,78.66,0,29,0.552,1.44,-0.38
23,RECUPERANDO,27,3,30,0,18.945,12.273,22.354,14.762,19.484,13.494,14.092,0.0,0,3,0,0,0,0,19,26.46,200.63,78.08,45.59,78.54,0,29,0.497,1.41,-0.284
24,RECUPERANDO,27,3,30,0,19.415,13.317,23.017,15.024,19.927,14.065,14.801,0.0,1,4,60,0,0,0,21,27.45,205.49,78.08,47.7,78.34,0,29,0.449,1.367,-0.407
25,RECUPERANDO,27,3,30,0,19.841,14.285,23.605,15.096,20.324,14.436,15.489,0.0,0,4,0,0,0,0,19,28.6,208.81,78.08,49.57,78.01,0,29,0.408,1.312,-0.46
26,RECUPERANDO,27,3,30,0,20.23,14.876,24.124,14.988,20.683,14.604,16.155,0.0,0,4,0,0,0,0,8,29.83,210.5,78.08,51.2,77.48,0,29,0.374,1.242,-0.414
