segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,23,7,22,8,0.668,0.4,0.75,0.022,0.75,0.0,0.4,0.0,1,1,60,0,0,30,23,71.58,78.97,77.14,3.04,78.78,0,0,0.668,0.75,0.4
2,ESTABILIZANDO,23,7,22,8,1.337,0.8,1.5,0.088,1.5,0.0,0.8,0.0,0,1,0,0,0,7,23,71.04,79.51,77.14,3.27,78.78,0,0,0.668,0.75,0.4
3,ESTABILIZANDO,23,7,22,8,2.005,1.2,2.25,0.197,2.25,0.0,1.2,0.0,0,1,0,0,0,0,23,70.15,80.4,77.14,3.67,78.78,0,0,0.668,0.75,0.4
4,ESTABILIZANDO,23,7,22,8,2.673,1.6,3.0,0.351,3.0,0.0,1.6,0.0,0,1,0,0,0,0,23,68.91,81.65,77.14,4.27,78.78,0,0,0.668,0.75,0.4
5,ESTABILIZANDO,23,7,22,8,3.342,2.0,3.75,0.548,3.75,0.0,2.0,0.0,0,1,0,0,0,0,23,67.31,83.24,77.14,5.08,78.78,0,0,0.668,0.75,0.4
6,ESTABILIZANDO,23,7,22,8,4.01,2.4,4.5,0.789,4.5,0.0,2.4,0.0,0,1,0,0,0,0,23,65.37,85.18,77.14,6.11,78.78,0,0,0.668,0.75,0.4
7,ESTABILIZANDO,23,7,22,8,4.678,2.8,5.25,1.074,5.25,0.0,2.8,0.0,0,1,0,0,0,0,23,63.08,87.47,77.14,7.37,78.78,0,0,0.668,0.75,0.4
8,ESTABILIZANDO,23,7,22,8,5.347,3.2,6.0,1.402,6.0,0.0,3.2,0.0,0,1,0,0,0,0,23,60.44,90.12,77.14,8.84,78.78,0,0,0.668,0.75,0.4
9,ESTABILIZANDO,23,7,22,8,6.015,3.6,6.75,1.775,6.75,0.0,3.6,0.0,0,1,0,0,0,0,23,57.44,93.11,77.14,10.52,78.78,0,0,0.668,0.75,0.4
10,ESTABILIZANDO,23,7,22,8,6.683,4.0,7.5,2.191,7.5,0.0,4.0,0.0,0,1,0,0,0,0,23,54.1,96.45,77.14,12.42,78.78,0,0,0.668,0.75,0.4
