segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,8,22,7,23,0.493,0.4,0.75,0.024,0.75,0.0,0.4,0.0,1,1,60,0,0,30,8,71.58,78.97,73.64,3.18,71.78,0,0,0.493,0.75,0.4
2,ESTABILIZANDO,8,22,7,23,0.987,0.8,1.5,0.096,1.5,0.0,0.8,0.0,0,1,0,0,0,22,8,71.04,79.51,73.64,3.44,71.78,0,0,0.493,0.75,0.4
3,ESTABILIZANDO,8,22,7,23,1.48,1.2,2.25,0.216,2.25,0.0,1.2,0.0,0,1,0,0,0,0,8,70.15,80.4,73.64,3.9,71.78,0,0,0.493,0.75,0.4
4,ESTABILIZANDO,8,22,7,23,1.973,1.6,3.0,0.383,3.0,0.0,1.6,0.0,0,1,0,0,0,0,8,68.91,81.65,73.64,4.57,71.78,0,0,0.493,0.75,0.4
5,ESTABILIZANDO,8,22,7,23,2.467,2.0,3.75,0.599,3.75,0.0,2.0,0.0,0,1,0,0,0,0,8,67.31,83.24,73.64,5.48,71.78,0,0,0.493,0.75,0.4
6,ESTABILIZANDO,8,22,7,23,2.96,2.4,4.5,0.862,4.5,0.0,2.4,0.0,0,1,0,0,0,0,8,65.37,85.18,73.64,6.63,71.78,0,0,0.493,0.75,0.4
7,ESTABILIZANDO,8,22,7,23,3.453,2.8,5.25,1.174,5.25,0.0,2.8,0.0,0,1,0,0,0,0,8,63.08,87.47,73.64,8.01,71.78,0,0,0.493,0.75,0.4
8,ESTABILIZANDO,8,22,7,23,3.947,3.2,6.0,1.533,6.0,0.0,3.2,0.0,0,1,0,0,0,0,8,60.44,90.12,73.64,9.63,71.78,0,0,0.493,0.75,0.4
9,ESTABILIZANDO,8,22,7,23,4.44,3.6,6.75,1.94,6.75,0.0,3.6,0.0,0,1,0,0,0,0,8,57.44,93.11,73.64,11.48,71.78,0,0,0.493,0.75,0.4
10,ESTABILIZANDO,8,22,7,23,4.933,4.0,7.5,2.396,7.5,0.0,4.0,0.0,0,1,0,0,0,0,8,54.1,96.45,73.64,13.57,71.78,0,0,0.493,0.75,0.4
11,FRENANDO,8,22,7,23,5.665,0.0,8.902,4.071,8.696,0.017,4.563,0.992,0,1,0,0,1,1,29,46.81,103.92,73.64,16.3,71.78,0,10,0.577,1.386,-8.0
12,FRENANDO,8,22,7,23,6.479,0.0,10.263,4.817,9.709,0.152,5.304,1.34,0,1,0,0,1,1,28,38.01,113.58,73.64,19.44,71.78,0,20,0.519,1.337,-8.0
13,RECUPERANDO,8,22,7,23,7.228,0.08,11.563,5.289,10.488,0.685,6.043,1.694,0,1,0,0,0,1,29,29.13,124.56,73.64,22.75,71.78,0,29,0.74,1.268,-0.597
14,RECUPERANDO,8,22,7,23,7.93,0.878,12.78,5.244,11.016,2.069,6.808,1.677,0,1,0,0,1,1,24,21.38,136.28,73.64,26.01,71.78,0,29,0.671,1.169,-1.133
15,RECUPERANDO,8,22,7,23,8.569,1.677,13.878,5.187,11.331,4.499,7.565,1.656,0,1,0,0,1,0,24,15.57,148.35,73.64,29.02,71.78,0,29,0.615,1.035,-1.32
16,RECUPERANDO,8,22,7,23,9.163,2.475,14.821,5.201,11.503,7.557,8.312,1.629,1,2,60,0,1,0,24,11.84,160.65,73.64,31.72,71.78,0,29,0.579,0.861,-1.112
17,RECUPERANDO,8,22,7,23,9.73,3.274,15.568,5.221,11.61,10.368,9.046,1.597,0,2,0,0,0,0,24,9.97,172.98,73.64,34.12,71.78,0,29,0.559,0.799,-0.67
18,RECUPERANDO,8,22,7,23,10.283,4.023,16.093,5.13,11.707,12.185,9.765,1.559,0,2,0,0,0,0,22,9.51,185.15,73.64,36.24,71.78,0,29,0.549,0.798,-0.198
19,RECUPERANDO,8,22,7,23,10.829,4.044,16.387,4.869,11.825,12.739,10.467,1.516,0,2,0,0,0,0,22,10.02,196.91,73.64,38.12,71.79,0,29,0.543,0.797,0.08
20,RECUPERANDO,8,22,7,23,11.369,4.379,16.47,4.46,11.976,12.181,11.148,1.469,0,2,0,0,0,0,21,11.12,208.05,73.64,39.8,71.8,0,29,0.537,0.796,-0.06
21,RECUPERANDO,8,22,7,23,11.903,4.921,16.388,3.966,12.167,10.868,11.806,1.422,0,2,0,0,0,0,22,12.56,218.38,73.64,41.27,71.78,0,29,0.531,0.793,-0.213
22,RECUPERANDO,8,22,7,23,12.43,5.592,16.203,3.465,12.4,9.198,12.44,1.379,0,2,0,0,0,0,22,14.17,227.78,73.64,42.53,71.78,0,29,0.523,0.789,-0.297
23,RECUPERANDO,8,22,7,23,12.948,6.342,15.981,3.015,12.676,7.507,13.048,1.344,0,2,0,0,0,0,22,15.86,236.17,73.64,43.58,71.78,0,29,0.515,0.784,-0.312
24,RECUPERANDO,8,22,7,23,13.458,7.136,15.778,2.649,12.995,6.009,13.626,1.321,0,2,0,0,0,0,22,17.55,243.57,73.64,44.43,71.78,0,29,0.505,0.806,-0.271
25,RECUPERANDO,8,22,7,23,13.957,7.951,15.637,2.373,13.355,4.795,14.176,1.312,0,2,0,0,0,0,23,19.21,250.02,73.64,45.08,71.77,0,29,0.493,0.82,-0.194
26,RECUPERANDO,8,22,7,23,14.442,8.773,15.875,2.173,13.748,3.871,14.695,1.317,1,3,60,0,0,0,17,20.82,255.61,73.64,45.56,71.76,0,29,0.479,0.821,-0.098
27,RECUPERANDO,8,22,7,23,14.912,9.59,16.46,2.029,14.169,3.189,15.183,1.333,0,3,0,0,0,0,11,22.36,260.44,73.64,45.9,71.74,0,29,0.462,0.813,-0.0
28,RECUPERANDO,8,22,7,23,15.365,10.395,17.017,1.921,14.607,2.689,15.64,1.357,0,3,0,0,0,0,7,23.83,264.61,73.64,46.12,71.71,0,29,0.443,0.798,0.09
29,RECUPERANDO,8,22,7,23,15.797,11.182,17.544,1.832,15.054,2.313,16.067,1.383,0,3,0,0,0,0,4,25.22,268.23,73.64,46.24,71.65,0,29,0.422,0.778,0.166
30,RECUPERANDO,8,22,7,23,16.206,11.946,18.039,1.752,15.501,2.018,16.463,1.408,0,3,0,0,0,0,3,26.55,271.37,73.64,46.3,71.57,0,29,0.399,0.753,0.125
31,RECUPERANDO,8,22,7,23,16.593,12.684,18.503,1.676,15.94,1.775,16.83,1.429,1,4,60,0,0,0,2,27.8,274.13,73.64,46.3,71.46,0,29,0.375,0.726,0.091
32,RECUPERANDO,8,22,7,23,16.954,13.394,18.935,1.602,16.366,1.566,17.168,1.443,0,4,0,0,0,0,2,28.98,276.55,73.64,46.28,71.3,0,29,0.351,0.695,0.07
33,RECUPERANDO,8,22,7,23,17.291,13.845,19.333,1.529,16.774,1.381,17.479,1.45,0,4,0,0,0,0,2,30.09,278.7,73.64,46.23,71.1,0,29,0.325,0.663,0.062
34,RECUPERANDO,8,22,7,23,17.603,14.179,19.699,1.459,17.16,1.216,17.764,1.45,0,4,0,0,0,0,2,31.13,280.62,73.64,46.17,70.83,0,29,0.3,0.628,0.065
35,RECUPERANDO,8,22,7,23,17.89,14.533,20.032,1.392,17.522,1.07,18.023,1.442,0,4,0,0,0,0,2,32.1,282.34,73.64,46.1,70.51,0,29,0.276,0.592,0.075
36,RECUPERANDO,8,22,7,23,18.152,14.9,20.332,1.329,17.859,0.943,18.259,1.427,1,5,60,0,0,0,1,33.01,283.89,73.64,46.04,70.12,0,29,0.252,0.555,0.062
37,RECUPERANDO,8,22,7,23,18.392,15.273,20.601,1.271,18.169,0.834,18.473,1.406,0,5,0,0,0,0,1,33.85,285.29,73.64,45.97,69.66,0,29,0.229,0.517,0.042
38,RECUPERANDO,8,22,7,23,18.61,15.647,20.839,1.218,18.455,0.742,18.666,1.379,0,5,0,0,0,0,0,34.62,286.57,73.64,45.92,69.14,0,29,0.208,0.479,0.029
39,RECUPERANDO,8,22,7,23,18.806,16.015,21.048,1.169,18.715,0.668,18.84,1.347,0,5,0,0,0,0,0,35.33,287.73,73.64,45.87,68.57,0,29,0.188,0.441,0.022
40,RECUPERANDO,8,22,7,23,18.983,16.304,21.23,1.125,18.951,0.609,18.995,1.312,0,5,0,0,0,0,0,35.98,288.81,73.64,45.83,67.94,0,29,0.169,0.404,0.021
41,RECUPERANDO,8,22,7,23,19.142,16.473,21.385,1.084,19.164,0.564,19.134,1.272,1,6,60,0,0,0,0,36.58,289.8,73.64,45.8,67.27,0,29,0.151,0.367,0.023
42,RECUPERANDO,8,22,7,23,19.284,16.653,21.516,1.046,19.356,0.53,19.258,1.231,0,6,0,0,0,0,0,37.11,290.72,73.64,45.78,66.58,0,29,0.135,0.332,0.022
43,RECUPERANDO,8,22,7,23,19.411,16.839,21.625,1.01,19.527,0.506,19.369,1.187,0,6,0,0,0,0,0,37.59,291.58,73.64,45.77,65.86,0,29,0.12,0.3,0.011
44,RECUPERANDO,8,22,7,23,19.523,17.029,21.714,0.977,19.68,0.489,19.466,1.143,0,6,0,0,0,0,0,38.03,292.4,73.64,45.77,65.14,0,29,0.106,0.28,0.004
45,RECUPERANDO,8,22,7,23,19.623,17.219,21.784,0.946,19.817,0.478,19.552,1.097,1,7,60,0,0,0,0,38.42,293.17,73.64,45.79,64.43,0,29,0.094,0.26,-0.0
46,RECUPERANDO,8,22,7,23,19.71,17.406,21.838,0.916,19.937,0.471,19.628,1.052,0,7,0,1,0,0,0,38.56,293.9,73.64,45.81,63.72,0,29,0.083,0.239,-0.002
47,RECUPERANDO,8,22,7,23,19.788,17.589,21.877,0.887,20.044,0.466,19.694,1.007,0,7,0,1,0,0,0,38.67,294.6,73.64,45.85,63.04,0,29,0.073,0.219,-0.013
48,RECUPERANDO,8,22,7,23,19.855,17.766,21.903,0.859,20.138,0.464,19.753,0.963,1,8,60,1,0,0,0,38.76,295.28,73.64,45.9,62.39,0,29,0.064,0.2,-0.023
49,RECUPERANDO,8,22,7,23,19.914,17.863,21.917,0.832,20.221,0.462,19.803,0.92,0,8,0,3,0,0,0,38.85,295.94,73.64,45.95,62.6,0,29,0.056,0.182,-0.031
50,RECUPERANDO,8,22,7,23,19.966,17.944,21.921,0.805,20.293,0.461,19.847,0.878,0,8,0,3,0,0,0,38.93,296.58,73.64,46.02,62.96,0,29,0.048,0.165,-0.038
51,RECUPERANDO,8,22,7,23,20.011,18.027,21.916,0.78,20.356,0.46,19.885,0.837,0,8,0,3,0,0,0,39.0,297.2,73.64,46.09,63.32,0,29,0.042,0.149,-0.043
52,RECUPERANDO,8,22,7,23,20.049,18.111,21.903,0.755,20.41,0.458,19.918,0.799,0,8,0,3,0,0,0,39.06,297.82,73.64,46.17,63.66,0,29,0.036,0.138,-0.047
53,RECUPERANDO,8,22,7,23,20.082,18.196,21.884,0.731,20.458,0.456,19.946,0.762,1,9,60,3,0,0,0,39.11,298.42,73.64,46.25,64.0,0,29,0.031,0.129,-0.05
54,RECUPERANDO,8,22,7,23,20.111,18.28,21.86,0.708,20.498,0.453,19.97,0.726,0,9,0,3,0,0,0,39.16,299.02,73.64,46.34,64.33,0,29,0.026,0.12,-0.051
55,RECUPERANDO,8,22,7,23,20.135,18.362,21.831,0.685,20.533,0.449,19.99,0.693,0,9,0,3,0,0,0,39.2,299.6,73.64,46.43,64.66,0,29,0.022,0.111,-0.051
56,RECUPERANDO,8,22,7,23,20.156,18.443,21.798,0.663,20.562,0.444,20.008,0.661,0,9,0,4,0,0,0,39.24,300.18,73.64,46.53,64.02,0,29,0.019,0.102,-0.051
57,RECUPERANDO,8,22,7,23,20.173,18.521,21.762,0.642,20.587,0.438,20.022,0.631,0,9,0,4,0,0,0,39.28,300.75,73.64,46.63,63.21,0,29,0.016,0.094,-0.049
58,RECUPERANDO,8,22,7,23,20.187,18.596,21.723,0.622,20.607,0.432,20.034,0.603,1,10,60,4,0,0,0,39.31,301.31,73.64,46.73,62.44,0,29,0.013,0.087,-0.047
59,RECUPERANDO,8,22,7,23,20.199,18.638,21.707,0.602,20.624,0.425,20.045,0.576,0,10,0,4,0,0,0,39.33,301.86,73.64,46.84,61.71,0,29,0.011,0.08,-0.048
60,RECUPERANDO,8,22,7,23,20.209,18.67,21.693,0.582,20.637,0.417,20.053,0.551,0,10,0,4,0,0,0,39.35,302.4,73.64,46.94,61.02,0,29,0.009,0.073,-0.05
61,RECUPERANDO,8,22,7,23,20.217,18.703,21.676,0.564,20.648,0.409,20.06,0.528,1,11,60,4,0,0,0,39.37,302.93,73.64,47.04,60.36,0,29,0.007,0.068,-0.051
62,RECUPERANDO,8,22,7,23,20.223,18.737,21.656,0.546,20.656,0.4,20.066,0.506,0,11,0,4,0,0,0,39.39,303.45,73.64,47.15,60.29,0,29,0.005,0.062,-0.052
63,RECUPERANDO,8,22,7,23,20.228,18.771,21.633,0.528,20.661,0.391,20.07,0.485,1,12,60,4,0,0,0,39.4,303.95,73.64,47.25,60.55,0,29,0.004,0.058,-0.053
