segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,29,1,30,0,0.738,0.4,0.75,0.004,0.75,0.0,0.4,0.0,1,1,60,0,0,30,29,71.58,78.97,78.54,1.29,78.78,0,0,0.738,0.75,0.4
2,ESTABILIZANDO,29,1,30,0,1.477,0.8,1.5,0.016,1.5,0.0,0.8,0.0,0,1,0,0,0,1,29,71.04,79.51,78.54,1.4,78.78,0,0,0.738,0.75,0.4
3,ESTABILIZANDO,29,1,30,0,2.215,1.2,2.25,0.036,2.25,0.0,1.2,0.0,0,1,0,0,0,0,29,70.15,80.4,78.54,1.59,78.78,0,0,0.738,0.75,0.4
4,ESTABILIZANDO,29,1,30,0,2.953,1.6,3.0,0.063,3.0,0.0,1.6,0.0,0,1,0,0,0,0,29,68.91,81.65,78.54,1.86,78.78,0,0,0.738,0.75,0.4
5,ESTABILIZANDO,29,1,30,0,3.692,2.0,3.75,0.099,3.75,0.0,2.0,0.0,0,1,0,0,0,0,29,67.31,83.24,78.54,2.23,78.78,0,0,0.738,0.75,0.4
6,ESTABILIZANDO,29,1,30,0,4.43,2.4,4.5,0.142,4.5,0.0,2.4,0.0,0,1,0,0,0,0,29,65.37,85.18,78.54,2.7,78.78,0,0,0.738,0.75,0.4
7,ESTABILIZANDO,29,1,30,0,5.168,2.8,5.25,0.193,5.25,0.0,2.8,0.0,0,1,0,0,0,0,29,63.08,87.47,78.54,3.27,78.78,0,0,0.738,0.75,0.4
8,ESTABILIZANDO,29,1,30,0,5.907,3.2,6.0,0.253,6.0,0.0,3.2,0.0,0,1,0,0,0,0,29,60.44,90.12,78.54,3.93,78.78,0,0,0.738,0.75,0.4
9,ESTABILIZANDO,29,1,30,0,6.645,3.6,6.75,0.32,6.75,0.0,3.6,0.0,0,1,0,0,0,0,29,57.44,93.11,78.54,4.69,78.78,0,0,0.738,0.75,0.4
10,ESTABILIZANDO,29,1,30,0,7.383,4.0,7.5,0.395,7.5,0.0,4.0,0.0,0,1,0,0,0,0,29,54.1,96.45,78.54,5.54,78.78,0,0,0.738,0.75,0.4
