segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,8,22,15,15,0.493,0.4,0.75,0.024,0.75,0.0,0.4,0.0,1,1,60,0,0,30,8,71.58,78.97,73.64,3.17,71.78,0,0,0.493,0.75,0.4
2,ESTABILIZANDO,8,22,15,15,0.987,0.8,1.5,0.096,1.5,0.0,0.8,0.0,0,1,0,0,0,22,8,71.04,79.51,73.64,3.39,71.78,0,0,0.493,0.75,0.4
3,ESTABILIZANDO,8,22,15,15,1.48,1.2,2.25,0.216,2.25,0.0,1.2,0.0,0,1,0,0,0,0,8,70.15,80.4,73.64,3.78,71.78,0,0,0.493,0.75,0.4
4,ESTABILIZANDO,8,22,15,15,1.973,1.6,3.0,0.383,3.0,0.0,1.6,0.0,0,1,0,0,0,0,8,68.91,81.65,73.64,4.36,71.78,0,0,0.493,0.75,0.4
5,ESTABILIZANDO,8,22,15,15,2.467,2.0,3.75,0.599,3.75,0.0,2.0,0.0,0,1,0,0,0,0,8,67.31,83.24,73.64,5.16,71.78,0,0,0.493,0.75,0.4
6,ESTABILIZANDO,8,22,15,15,2.96,2.4,4.5,0.862,4.5,0.0,2.4,0.0,0,1,0,0,0,0,8,65.37,85.18,73.64,6.18,71.78,0,0,0.493,0.75,0.4
7,ESTABILIZANDO,8,22,15,15,3.453,2.8,5.25,1.174,5.25,0.0,2.8,0.0,0,1,0,0,0,0,8,63.08,87.47,73.64,7.42,71.78,0,0,0.493,0.75,0.4
8,ESTABILIZANDO,8,22,15,15,3.947,3.2,6.0,1.533,6.0,0.0,3.2,0.0,0,1,0,0,0,0,8,60.44,90.12,73.64,8.88,71.78,0,0,0.493,0.75,0.4
9,ESTABILIZANDO,8,22,15,15,4.44,3.6,6.75,1.94,6.75,0.0,3.6,0.0,0,1,0,0,0,0,8,57.44,93.11,73.64,10.56,71.78,0,0,0.493,0.75,0.4
10,ESTABILIZANDO,8,22,15,15,4.933,4.0,7.5,2.396,7.5,0.0,4.0,0.0,0,1,0,0,0,0,8,54.1,96.45,73.64,12.45,71.78,0,0,0.493,0.75,0.4
11,FRENANDO,8,22,15,15,5.684,0.0,8.926,4.18,8.764,0.013,4.564,0.992,0,1,0,0,1,1,29,50.36,100.3,73.64,14.61,71.78,0,10,0.603,1.413,-8.0
12,FRENANDO,8,22,15,15,6.533,0.0,10.319,5.154,9.91,0.087,5.305,1.341,0,1,0,0,1,1,29,46.27,104.76,73.64,17.08,71.79,0,20,0.563,1.373,-8.0
13,RECUPERANDO,8,22,15,15,7.338,0.08,11.662,5.948,10.904,0.307,6.042,1.696,0,1,0,0,0,1,30,42.03,109.8,73.64,19.77,71.81,0,29,0.806,1.315,0.615
14,RECUPERANDO,8,22,15,15,8.113,0.876,12.932,6.175,11.719,0.807,6.803,1.682,0,1,0,0,0,1,25,37.85,115.35,73.64,22.56,71.85,0,29,0.749,1.25,0.357
15,RECUPERANDO,8,22,15,15,8.831,1.673,14.094,6.177,12.345,1.731,7.553,1.67,0,1,0,0,0,0,24,33.94,121.33,73.64,25.3,71.89,0,29,0.691,1.18,0.09
16,RECUPERANDO,8,22,15,15,9.492,2.47,15.229,6.028,12.796,3.138,8.291,1.666,0,1,0,0,0,0,24,30.31,127.6,73.64,27.89,71.78,0,29,0.638,1.096,-0.139
17,RECUPERANDO,8,22,15,15,10.105,3.267,16.271,5.814,13.105,4.911,9.014,1.679,0,1,0,0,0,0,24,27.17,134.13,73.64,30.28,71.79,0,29,0.594,0.995,-0.305
18,RECUPERANDO,8,22,15,15,10.679,4.064,17.201,5.581,13.31,6.754,9.722,1.72,0,1,0,0,0,0,22,24.56,141.0,73.64,32.42,71.8,0,29,0.558,0.874,-0.403
19,RECUPERANDO,8,22,15,15,11.221,4.861,17.999,5.337,13.447,8.316,10.412,1.798,0,1,0,0,0,0,22,22.47,147.97,73.64,34.32,71.82,0,29,0.531,0.796,-0.438
20,RECUPERANDO,8,22,15,15,11.741,5.656,18.645,5.077,13.543,9.349,11.085,1.912,1,2,60,0,0,0,22,20.88,154.91,73.64,35.98,71.84,0,29,0.51,0.794,-0.422
21,RECUPERANDO,8,22,15,15,12.242,6.449,19.12,4.806,13.621,9.785,11.74,2.052,0,2,0,0,0,0,21,19.73,161.69,73.64,37.4,71.84,0,29,0.495,0.792,-0.363
22,RECUPERANDO,8,22,15,15,12.73,7.239,19.413,4.54,13.7,9.701,12.377,2.197,0,2,0,0,0,0,21,18.98,168.13,73.64,38.6,71.87,0,29,0.483,0.788,-0.355
23,RECUPERANDO,8,22,15,15,13.208,8.025,19.523,4.292,13.795,9.238,12.995,2.323,0,2,0,0,0,0,21,18.61,174.09,73.64,39.59,71.91,0,29,0.475,0.783,-0.361
24,RECUPERANDO,8,22,15,15,13.679,8.533,19.464,4.065,13.918,8.535,13.592,2.412,1,3,60,0,0,0,20,18.58,179.41,73.64,40.38,71.95,0,29,0.467,0.776,-0.301
25,RECUPERANDO,8,22,15,15,14.142,8.57,19.262,3.855,14.077,7.705,14.165,2.453,0,3,0,0,0,0,22,18.85,183.95,73.64,41.0,72.01,0,29,0.46,0.767,-0.255
26,RECUPERANDO,8,22,15,15,14.597,8.726,18.957,3.656,14.274,6.841,14.714,2.445,0,3,0,0,0,0,21,19.38,187.65,73.64,41.47,72.07,0,29,0.45,0.755,-0.34
27,RECUPERANDO,8,22,15,15,15.041,8.989,18.592,3.464,14.508,6.014,15.235,2.396,0,3,0,0,0,0,13,20.13,190.44,73.64,41.81,72.12,0,29,0.439,0.741,-0.379
28,RECUPERANDO,8,22,15,15,15.473,9.343,18.211,3.279,14.777,5.27,15.726,2.314,0,3,0,0,0,0,10,21.06,192.32,73.64,42.04,71.97,0,29,0.426,0.724,-0.377
29,RECUPERANDO,8,22,15,15,15.89,9.772,17.851,3.1,15.074,4.634,16.187,2.212,0,3,0,0,0,0,5,22.12,193.35,73.64,42.18,71.48,0,29,0.41,0.705,-0.341
30,RECUPERANDO,8,22,15,15,16.29,10.26,17.607,2.928,15.393,4.107,16.617,2.101,0,3,0,0,0,0,3,23.28,193.61,73.64,42.24,71.4,0,29,0.392,0.682,-0.281
31,RECUPERANDO,8,22,15,15,16.671,10.792,17.988,2.762,15.727,3.675,17.015,1.988,1,4,60,0,0,0,3,24.51,193.19,73.64,42.25,71.26,0,29,0.372,0.656,-0.207
32,RECUPERANDO,8,22,15,15,17.032,11.356,18.331,2.599,16.07,3.314,17.382,1.88,0,4,0,0,0,0,3,25.79,192.58,73.64,42.21,70.95,0,29,0.351,0.627,-0.129
33,RECUPERANDO,8,22,15,15,17.372,11.939,18.729,2.438,16.415,3.002,17.719,1.779,0,4,0,0,0,0,3,27.09,196.21,73.64,42.14,70.52,0,29,0.329,0.597,-0.055
34,RECUPERANDO,8,22,15,15,17.689,12.533,19.098,2.278,16.756,2.719,18.028,1.686,0,4,0,0,0,0,3,28.39,199.53,73.64,42.04,69.98,0,29,0.307,0.596,0.0
35,RECUPERANDO,8,22,15,15,17.983,13.129,19.436,2.119,17.088,2.452,18.309,1.601,0,4,0,0,0,0,3,29.69,202.54,73.64,41.94,69.13,0,29,0.284,0.595,0.009
36,RECUPERANDO,8,22,15,15,18.255,13.719,19.745,1.962,17.406,2.193,18.564,1.521,1,5,60,0,0,0,2,30.98,205.24,73.64,41.84,68.1,0,29,0.262,0.587,-0.032
37,RECUPERANDO,8,22,15,15,18.505,14.299,20.025,1.808,17.707,1.94,18.795,1.444,0,5,0,0,0,0,2,32.23,207.65,73.64,41.73,66.96,0,29,0.24,0.573,-0.058
38,RECUPERANDO,8,22,15,15,18.733,14.862,20.29,1.659,17.988,1.693,19.005,1.37,0,5,0,0,0,0,2,33.46,209.77,73.64,41.63,65.7,0,29,0.219,0.555,-0.068
39,RECUPERANDO,8,22,15,15,18.941,15.405,20.53,1.515,18.246,1.454,19.193,1.298,0,5,0,0,0,0,1,34.66,211.63,73.64,41.54,64.76,0,29,0.198,0.532,-0.064
40,RECUPERANDO,8,22,15,15,19.129,15.924,20.746,1.379,18.482,1.228,19.364,1.227,1,6,60,0,0,0,1,35.81,213.24,73.64,41.46,63.97,0,29,0.179,0.507,-0.049
