segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,30,0,0,30,0.75,0.75,0.75,0.0,0.75,0.0,0,0,1,1,60,0,0,30,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
2,ESTABILIZANDO,30,0,0,30,1.5,1.5,1.5,0.0,1.5,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
3,ESTABILIZANDO,30,0,0,30,2.25,2.25,2.25,0.0,2.25,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
4,ESTABILIZANDO,30,0,0,30,3.0,3.0,3.0,0.0,3.0,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
5,ESTABILIZANDO,30,0,0,30,3.75,3.75,3.75,0.0,3.75,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
6,ESTABILIZANDO,30,0,0,30,4.5,4.5,4.5,0.0,4.5,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
7,ESTABILIZANDO,30,0,0,30,5.25,5.25,5.25,0.0,5.25,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
8,ESTABILIZANDO,30,0,0,30,6.0,6.0,6.0,0.0,6.0,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
9,ESTABILIZANDO,30,0,0,30,6.75,6.75,6.75,0.0,6.75,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
10,ESTABILIZANDO,30,0,0,30,7.5,7.5,7.5,0.0,7.5,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
11,FRENANDO,30,0,0,30,8.604,0.0,8.904,2.553,8.604,2.553,0,0,0,1,0,0,1,1,29,73.69,83.9,78.78,1.32,78.78,0,10,1.069,1.39,-8.0
12,FRENANDO,30,0,0,30,9.915,0.0,10.275,3.398,9.915,3.398,0,0,0,1,0,0,1,1,29,64.33,93.56,78.78,3.77,78.78,0,20,1.024,1.354,-8.0
13,RECUPERANDO,30,0,0,30,11.18,0.149,11.605,4.245,11.18,4.245,0,0,0,1,0,0,0,1,29,54.21,104.56,78.78,6.5,78.78,0,29,1.283,1.495,0.39
