segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,22.11,22.11,22.11,0.0,11.94,950.0,104.0,0,0,0,30,78.78,78.78,78.78,24.61,0.31,0.0,0,0,0,0,0.0
2,EQUILIBRIO,22.74,22.74,22.74,0.0,11.94,977.0,107.0,0,0,0,30,78.78,78.78,78.78,25.24,0.32,0.0,0,0,0,0,0.0
3,EQUILIBRIO,23.2,23.2,23.2,0.0,11.94,997.0,109.2,0,0,0,30,78.78,78.78,78.78,25.7,0.33,0.0,0,0,0,0,0.0
4,EQUILIBRIO,23.53,23.53,23.53,0.0,11.94,1011.0,110.7,0,0,0,30,78.78,78.78,78.78,26.03,0.33,0.0,0,0,0,0,0.0
5,EQUILIBRIO,23.75,23.75,23.75,0.0,11.94,1021.0,111.8,0,0,0,30,78.78,78.78,78.78,26.25,0.33,0.0,0,0,0,0,0.0
6,EQUILIBRIO,23.91,23.91,23.91,0.0,11.94,1028.0,112.5,0,0,0,30,78.78,78.78,78.78,26.41,0.34,0.0,0,0,0,0,0.0
7,EQUILIBRIO,24.02,24.02,24.02,0.0,11.94,1032.0,113.0,0,0,0,30,78.78,78.78,78.78,26.52,0.34,0.0,0,0,0,0,0.0
8,EQUILIBRIO,24.09,24.09,24.09,0.0,11.94,1035.0,113.4,0,0,0,30,78.78,78.78,78.78,26.59,0.34,0.0,0,0,0,0,0.0
9,EQUILIBRIO,24.14,24.14,24.14,0.0,11.94,1037.0,113.6,0,0,0,30,78.78,78.78,78.78,26.64,0.34,0.0,0,0,0,0,0.0
10,EQUILIBRIO,24.18,24.18,24.18,0.0,11.94,1039.0,113.8,0,0,0,30,78.78,78.78,78.78,26.68,0.34,0.0,0,0,0,0,0.0
11,FRENADA_ORIGEN,23.56,6.18,24.2,18.02,11.94,1012.0,110.9,0,0,0,30,69.23,78.78,88.69,26.06,0.33,17.1,0,-0.0,0,0,18.02
12,FRENADA_ORIGEN,23.22,0.0,24.21,24.21,11.94,998.0,109.3,1,0,1,28,49.08,78.78,112.12,25.72,0.33,26.2,0,-0.0,1,0,24.21
