segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,26.39,26.39,26.39,0.0,9.95,945.0,103.5,0,0,0,25,95.53,95.53,95.53,28.89,0.3,0.0,0,0,0,0,0
2,EQUILIBRIO,27.08,27.08,27.08,0.0,9.95,970.0,106.2,0,0,0,25,95.53,95.53,95.53,29.58,0.31,0.0,0,0,0,0,0.0
3,EQUILIBRIO,27.61,27.61,27.61,0.0,9.95,989.0,108.3,0,0,0,25,95.53,95.53,95.53,30.11,0.32,0.0,0,0,0,0,0.0
4,EQUILIBRIO,28.02,28.02,28.02,0.0,9.95,1003.0,109.9,0,0,0,25,95.53,95.53,95.53,30.52,0.32,0.0,0,0,0,0,0.0
5,EQUILIBRIO,28.32,28.32,28.32,0.0,9.95,1014.0,111.1,0,0,0,25,95.53,95.53,95.53,30.82,0.32,0.0,0,0,0,0,0.0
6,EQUILIBRIO,28.54,28.54,28.54,0.0,9.95,1022.0,111.9,0,0,0,25,95.53,95.53,95.53,31.04,0.32,0.0,0,0,0,0,0.0
7,EQUILIBRIO,28.71,28.71,28.71,0.0,9.95,1028.0,112.6,0,0,0,25,95.53,95.53,95.53,31.21,0.33,0.0,0,0,0,0,0.0
8,EQUILIBRIO,28.83,28.83,28.83,0.0,9.95,1032.0,113.0,0,0,0,25,95.53,95.53,95.53,31.33,0.33,0.0,0,0,0,0,0.0
9,EQUILIBRIO,28.91,28.91,28.91,0.0,9.95,1035.0,113.4,0,0,0,25,95.53,95.53,95.53,31.41,0.33,0.0,0,0,0,0,0.0
10,EQUILIBRIO,28.98,28.98,28.98,0.0,9.95,1038.0,113.6,0,0,0,25,95.53,95.53,95.53,31.48,0.33,0.0,0,0,0,0,0.0
