segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,35,3,19,19,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,35,3,19,19,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,35,3,19,19,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,35,3,19,19,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,35,3,19,19,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,35,3,19,19,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,35,3,19,19,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
8,FRENANDO,35,3,19,19,3.591,0.0,3.699,0.349,0,1,0,0,1,1,37,54.13,60.59,0,10,0.816,1.176,-12.0
9,FRENANDO,35,3,19,19,4.714,0.0,4.871,0.602,0,1,0,0,1,1,37,53.89,60.59,0,20,0.8,1.169,-12.0
10,FRENANDO,35,3,19,19,5.82,0.0,6.035,0.92,0,1,0,0,1,1,37,48.64,60.59,0,30,0.78,1.16,-12.0
11,FRENANDO,35,3,19,19,6.902,0.0,7.189,1.306,0,1,0,0,1,1,37,42.56,60.59,0,40,0.755,1.149,-12.0
12,FRENANDO,35,3,19,19,7.956,0.0,8.332,1.775,0,1,0,0,1,1,36,35.93,60.59,0,50,0.723,1.137,-12.0
13,RECUPERANDO,35,3,19,19,9.007,1.196,9.462,1.83,0,1,0,0,0,0,37,29.78,60.59,0,50,1.037,1.197,-0.08
14,RECUPERANDO,35,3,19,19,10.025,2.393,10.575,1.971,0,1,0,0,0,0,37,24.91,60.59,0,50,1.002,1.197,-0.241
15,RECUPERANDO,35,3,19,19,11.008,3.591,11.67,2.206,0,1,0,0,0,0,36,21.47,60.59,0,50,0.967,1.197,-0.245
16,RECUPERANDO,35,3,19,19,11.954,4.788,12.743,2.51,0,1,0,0,0,0,36,19.46,60.59,0,50,0.93,1.197,-0.113
17,RECUPERANDO,35,3,19,19,12.862,5.985,13.791,2.848,1,2,60,0,0,0,36,18.73,60.59,0,50,0.89,1.196,-0.036
18,RECUPERANDO,35,3,19,19,13.73,6.403,14.811,3.197,0,2,0,0,0,0,36,19.09,60.59,0,50,0.848,1.195,-0.227
19,RECUPERANDO,35,3,19,19,14.553,6.822,15.798,3.545,0,2,0,0,0,0,36,20.31,60.59,0,50,0.803,1.192,-0.308
20,RECUPERANDO,35,3,19,19,15.33,7.413,16.751,3.887,0,2,0,0,0,0,36,22.2,60.59,0,50,0.754,1.187,-0.28
21,RECUPERANDO,35,3,19,19,16.056,8.134,17.664,4.221,0,2,0,0,0,0,35,24.61,60.59,0,50,0.704,1.18,-0.278
22,RECUPERANDO,35,3,19,19,16.732,8.951,18.535,4.551,1,3,60,0,0,0,35,27.43,60.59,0,50,0.653,1.17,-0.489
23,RECUPERANDO,35,3,19,19,17.357,9.836,19.362,4.878,0,3,0,0,0,0,32,27.1,60.59,0,50,0.602,1.157,-0.567
24,RECUPERANDO,35,3,19,19,17.931,10.108,20.141,5.19,0,3,0,0,0,0,30,26.44,60.59,0,50,0.552,1.14,-0.515
25,RECUPERANDO,35,3,19,19,18.456,10.5,20.871,5.468,1,4,60,0,0,0,22,23.85,60.59,0,50,0.504,1.119,-0.371
