segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,35,3,28,10,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,35,3,28,10,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,35,3,28,10,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,35,3,28,10,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,35,3,28,10,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,35,3,28,10,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,35,3,28,10,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
8,FRENANDO,35,3,28,10,3.596,0.0,3.699,0.35,0,1,0,0,1,1,37,54.13,60.59,0,10,0.822,1.176,-12.0
9,FRENANDO,35,3,28,10,4.727,0.0,4.871,0.604,0,1,0,0,1,1,37,53.82,60.59,0,20,0.809,1.169,-12.0
10,FRENANDO,35,3,28,10,5.843,0.0,6.035,0.926,0,1,0,0,1,1,37,48.45,60.59,0,30,0.794,1.16,-12.0
11,FRENANDO,35,3,28,10,6.942,0.0,7.189,1.313,0,1,0,0,1,1,37,42.14,60.59,0,40,0.774,1.149,-12.0
12,FRENANDO,35,3,28,10,8.018,0.0,8.332,1.773,0,1,0,0,1,1,36,35.1,60.59,0,50,0.747,1.137,-12.0
13,RECUPERANDO,35,3,28,10,9.096,1.196,9.462,1.796,0,1,0,0,0,0,37,28.34,60.59,0,50,1.065,1.197,0.079
14,RECUPERANDO,35,3,28,10,10.143,2.393,10.575,1.891,0,1,0,0,0,0,37,22.72,60.59,0,50,1.034,1.197,-0.176
15,RECUPERANDO,35,3,28,10,11.159,3.591,11.67,2.081,0,1,0,0,0,0,37,18.48,60.59,0,50,1.002,1.197,-0.275
16,RECUPERANDO,35,3,28,10,12.143,4.788,12.743,2.349,0,1,0,0,0,0,37,15.7,60.59,0,50,0.969,1.197,-0.184
17,RECUPERANDO,35,3,28,10,13.094,5.985,13.791,2.644,1,2,60,0,0,0,36,14.27,60.59,0,50,0.935,1.196,0.045
18,RECUPERANDO,35,3,28,10,14.008,7.06,14.811,2.925,0,2,0,0,0,0,36,13.96,60.59,0,50,0.898,1.195,-0.072
19,RECUPERANDO,35,3,28,10,14.884,7.512,15.798,3.182,0,2,0,0,0,0,37,14.51,60.59,0,50,0.857,1.192,-0.248
20,RECUPERANDO,35,3,28,10,15.717,8.172,16.751,3.42,0,2,0,0,0,0,36,15.68,60.59,0,50,0.814,1.187,-0.279
21,RECUPERANDO,35,3,28,10,16.506,8.983,17.664,3.64,1,3,60,0,0,0,36,17.29,60.59,0,50,0.768,1.18,-0.18
22,RECUPERANDO,35,3,28,10,17.248,9.897,18.536,3.836,0,3,0,0,0,0,36,19.2,60.59,0,50,0.721,1.17,-0.156
23,RECUPERANDO,35,3,28,10,17.943,10.876,19.362,4.002,0,3,0,0,0,0,35,21.33,60.59,0,50,0.673,1.157,-0.296
24,RECUPERANDO,35,3,28,10,18.59,11.896,20.142,4.135,1,4,60,0,0,0,34,21.47,60.59,0,50,0.625,1.14,-0.316
25,RECUPERANDO,35,3,28,10,19.189,12.418,20.873,4.226,0,4,0,0,0,0,31,21.75,60.59,0,50,0.578,1.119,-0.234
26,RECUPERANDO,35,3,28,10,19.741,13.044,21.554,4.269,0,4,0,0,0,0,23,22.52,60.59,0,50,0.531,1.093,-0.094
27,RECUPERANDO,35,3,28,10,20.248,13.775,22.185,4.259,0,4,0,0,0,0,18,23.65,60.59,0,50,0.486,1.062,-0.148
28,RECUPERANDO,35,3,28,10,20.709,14.579,22.766,4.2,1,5,60,0,0,0,12,25.05,60.59,0,50,0.441,1.033,-0.146
29,RECUPERANDO,35,3,28,10,21.126,15.42,23.297,4.101,0,5,0,0,0,0,5,26.46,60.59,0,50,0.399,1.011,-0.232
30,RECUPERANDO,35,3,28,10,21.503,15.878,23.779,3.974,0,5,0,0,0,0,4,26.7,60.59,0,50,0.359,0.982,-0.271
