segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,10,28,9,29,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,55.98,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,10,28,9,29,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,55.98,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,10,28,9,29,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,10,28,9,29,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,10,28,9,29,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,10,28,9,29,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,10,28,9,29,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,55.98,0,0,0.36,0.36,0.36
8,FRENANDO,10,28,9,29,3.58,0.0,3.699,0.346,0,1,0,0,1,1,37,51.14,55.98,0,10,0.802,1.176,-12.0
9,FRENANDO,10,28,9,29,4.685,0.0,4.871,0.595,0,1,0,0,1,1,37,46.93,55.98,0,20,0.779,1.169,-12.0
10,FRENANDO,10,28,9,29,5.765,0.0,6.035,0.905,0,1,0,0,1,1,37,41.78,55.98,0,30,0.75,1.16,-12.0
11,FRENANDO,10,28,9,29,6.811,0.0,7.189,1.282,0,1,0,0,1,1,36,35.9,55.98,0,40,0.714,1.149,-12.0
12,FRENANDO,10,28,9,29,7.817,0.0,8.33,1.748,0,1,0,0,1,1,36,29.64,55.98,0,50,0.669,1.136,-12.0
13,RECUPERANDO,10,28,9,29,8.809,1.196,9.458,1.828,0,1,0,0,0,0,37,24.08,55.98,0,50,0.972,1.196,-0.293
14,RECUPERANDO,10,28,9,29,9.755,2.392,10.568,2.006,0,1,0,0,0,0,37,20.0,55.98,0,50,0.926,1.197,-0.368
15,RECUPERANDO,10,28,9,29,10.655,3.589,11.657,2.266,0,1,0,0,0,0,36,17.48,55.98,0,50,0.878,1.197,-0.262
16,RECUPERANDO,10,28,9,29,11.507,4.785,12.722,2.566,0,1,0,0,0,0,36,16.38,55.98,0,50,0.829,1.195,-0.067
17,RECUPERANDO,10,28,9,29,12.308,5.393,13.757,2.872,0,1,0,0,0,0,36,16.49,55.98,0,50,0.778,1.192,-0.3
18,RECUPERANDO,10,28,9,29,13.056,5.73,14.757,3.165,1,2,60,0,0,0,35,17.57,55.98,0,50,0.724,1.186,-0.402
19,RECUPERANDO,10,28,9,29,13.749,6.266,15.716,3.432,0,2,0,0,0,0,36,19.37,55.98,0,50,0.668,1.176,-0.37
20,RECUPERANDO,10,28,9,29,14.385,6.951,16.628,3.667,0,2,0,0,0,0,35,21.73,55.98,0,50,0.611,1.159,-0.274
21,RECUPERANDO,10,28,9,29,14.965,7.742,17.485,3.872,0,2,0,0,0,0,29,23.49,55.98,0,50,0.554,1.136,-0.524
22,RECUPERANDO,10,28,9,29,15.488,8.485,18.281,4.056,0,2,0,0,0,0,21,23.26,55.98,0,50,0.499,1.104,-0.635
23,RECUPERANDO,10,28,9,29,15.957,8.714,19.009,4.221,1,3,60,0,0,0,13,23.76,55.98,0,50,0.446,1.062,-0.603
24,RECUPERANDO,10,28,9,29,16.377,9.102,19.664,4.357,0,3,0,0,0,0,7,22.36,55.98,0,50,0.398,1.01,-0.461
25,RECUPERANDO,10,28,9,29,16.749,9.62,20.241,4.453,0,3,0,0,0,0,4,20.39,55.98,0,50,0.353,0.949,-0.427
26,RECUPERANDO,10,28,9,29,17.079,10.236,20.74,4.498,1,4,60,0,0,0,3,19.23,55.98,0,50,0.311,0.919,-0.45
27,RECUPERANDO,10,28,9,29,17.369,10.922,21.158,4.49,0,4,0,0,0,0,3,18.75,55.98,0,50,0.274,0.89,-0.401
28,RECUPERANDO,10,28,9,29,17.624,11.391,21.499,4.431,0,4,0,0,0,0,3,18.81,55.98,0,50,0.24,0.849,-0.318
29,RECUPERANDO,10,28,9,29,17.846,11.793,21.766,4.33,0,4,0,0,0,0,3,19.28,55.98,0,50,0.209,0.799,-0.347
