segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,38,0,28,10,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,38,0,28,10,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,61.14,61.14,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,38,0,28,10,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,38,0,28,10,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,38,0,28,10,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,38,0,28,10,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,38,0,28,10,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,61.14,61.14,0,0,0.36,0.36,0.36
8,FRENANDO,38,0,28,10,3.597,0.0,3.699,0.35,0,1,0,0,1,1,37,58.12,61.14,0,10,0.823,1.176,-12.0
9,FRENANDO,38,0,28,10,4.729,0.0,4.871,0.605,0,1,0,0,1,1,37,53.82,61.14,0,20,0.811,1.169,-12.0
10,FRENANDO,38,0,28,10,5.849,0.0,6.035,0.927,0,1,0,0,1,1,37,48.45,61.14,0,30,0.797,1.16,-12.0
11,FRENANDO,38,0,28,10,6.951,0.0,7.189,1.315,0,1,0,0,1,1,37,42.14,61.14,0,40,0.777,1.149,-12.0
12,FRENANDO,38,0,28,10,8.03,0.0,8.332,1.777,0,1,0,0,1,1,36,35.1,61.14,0,50,0.751,1.137,-12.0
13,RECUPERANDO,38,0,28,10,9.113,1.196,9.462,1.802,0,1,0,0,0,0,37,28.34,61.14,0,50,1.071,1.197,0.079
14,RECUPERANDO,38,0,28,10,10.168,2.393,10.575,1.899,0,1,0,0,0,0,37,22.72,61.14,0,50,1.041,1.197,-0.176
15,RECUPERANDO,38,0,28,10,11.192,3.591,11.67,2.092,0,1,0,0,0,0,37,18.48,61.14,0,50,1.011,1.197,-0.275
16,RECUPERANDO,38,0,28,10,12.186,4.788,12.743,2.362,0,1,0,0,0,0,37,15.7,61.14,0,50,0.98,1.197,-0.184
17,RECUPERANDO,38,0,28,10,13.149,5.984,13.791,2.659,1,2,60,0,0,0,36,14.27,61.14,0,50,0.948,1.195,0.044
18,RECUPERANDO,38,0,28,10,14.077,7.059,14.811,2.942,0,2,0,0,0,0,36,13.96,61.14,0,50,0.912,1.193,-0.072
19,RECUPERANDO,38,0,28,10,14.969,7.51,15.798,3.2,0,2,0,0,0,0,37,14.51,61.14,0,50,0.874,1.188,-0.249
20,RECUPERANDO,38,0,28,10,15.82,8.169,16.751,3.439,0,2,0,0,0,0,36,15.67,61.14,0,50,0.833,1.181,-0.28
21,RECUPERANDO,38,0,28,10,16.629,8.978,17.664,3.655,1,3,60,0,0,0,36,17.27,61.14,0,50,0.789,1.17,-0.182
22,RECUPERANDO,38,0,28,10,17.393,9.887,18.536,3.841,0,3,0,0,0,0,36,19.16,61.14,0,50,0.743,1.155,-0.157
23,RECUPERANDO,38,0,28,10,18.111,10.861,19.362,3.988,0,3,0,0,0,0,35,21.27,61.14,0,50,0.697,1.135,-0.298
24,RECUPERANDO,38,0,28,10,18.782,11.875,20.142,4.092,1,4,60,0,0,0,35,21.45,61.14,0,50,0.649,1.109,-0.319
25,RECUPERANDO,38,0,28,10,19.405,12.402,20.873,4.149,0,4,0,0,0,0,35,21.72,61.14,0,50,0.602,1.076,-0.238
26,RECUPERANDO,38,0,28,10,19.981,13.022,21.555,4.158,0,4,0,0,0,0,34,22.46,61.14,0,50,0.555,1.039,-0.277
27,RECUPERANDO,38,0,28,10,20.511,13.745,22.186,4.122,1,5,60,0,0,0,21,23.57,61.14,0,50,0.51,1.029,-0.343
28,RECUPERANDO,38,0,28,10,20.997,14.54,22.767,4.045,0,5,0,0,0,0,16,24.93,61.14,0,50,0.467,1.01,-0.318
29,RECUPERANDO,38,0,28,10,21.442,15.38,23.3,3.935,0,5,0,0,0,0,6,26.38,61.14,0,50,0.426,0.981,-0.261
30,RECUPERANDO,38,0,28,10,21.847,15.839,23.784,3.798,1,6,60,0,0,0,3,26.61,61.14,0,50,0.388,0.945,-0.333
31,RECUPERANDO,38,0,28,10,22.216,16.388,24.223,3.639,0,6,0,0,0,0,4,27.2,61.14,0,50,0.353,0.9,-0.333
32,RECUPERANDO,38,0,28,10,22.551,17.009,24.619,3.46,0,6,0,0,0,0,4,28.06,61.14,0,50,0.32,0.855,-0.275
33,RECUPERANDO,38,0,28,10,22.853,17.677,24.973,3.265,0,6,0,0,0,0,4,29.13,61.14,0,50,0.289,0.83,-0.18
34,RECUPERANDO,38,0,28,10,23.127,18.175,25.289,3.059,1,7,60,0,0,0,4,30.11,61.14,0,50,0.26,0.796,-0.119
35,RECUPERANDO,38,0,28,10,23.372,18.604,25.57,2.847,0,7,0,0,0,0,3,30.46,61.14,0,50,0.233,0.754,-0.12
36,RECUPERANDO,38,0,28,10,23.592,19.09,25.817,2.636,1,8,60,0,0,0,4,31.05,61.14,0,50,0.209,0.704,-0.154
37,RECUPERANDO,38,0,28,10,23.787,19.614,26.034,2.432,0,8,0,0,0,0,4,31.82,61.14,0,50,0.186,0.667,-0.167
38,RECUPERANDO,38,0,28,10,23.961,20.052,26.224,2.242,1,9,60,0,0,0,3,32.72,61.14,0,50,0.165,0.635,-0.171
39,RECUPERANDO,38,0,28,10,24.115,20.385,26.388,2.068,0,9,0,0,0,0,3,33.3,61.14,0,50,0.145,0.596,-0.193
40,RECUPERANDO,38,0,28,10,24.251,20.759,26.529,1.912,0,9,0,0,0,0,2,33.71,61.14,0,50,0.128,0.552,-0.197
41,RECUPERANDO,38,0,28,10,24.37,21.007,26.649,1.774,1,10,60,0,0,0,2,34.27,61.14,0,50,0.113,0.514,-0.192
42,RECUPERANDO,38,0,28,10,24.475,21.151,26.751,1.654,0,10,0,0,0,0,0,34.94,61.14,0,50,0.099,0.486,-0.207
43,RECUPERANDO,38,0,28,10,24.567,21.327,26.836,1.55,1,11,60,0,0,0,0,34.77,61.14,0,50,0.087,0.452,-0.209
44,RECUPERANDO,38,0,28,10,24.648,21.528,26.906,1.459,0,11,0,0,0,0,0,34.51,61.14,0,50,0.076,0.416,-0.197
45,RECUPERANDO,38,0,28,10,24.719,21.747,26.963,1.379,0,11,0,0,0,0,0,34.39,61.14,0,50,0.066,0.382,-0.202
46,RECUPERANDO,38,0,28,10,24.78,21.934,27.008,1.309,0,11,0,0,0,0,0,34.39,61.14,0,50,0.058,0.359,-0.204
47,RECUPERANDO,38,0,28,10,24.834,22.081,27.042,1.244,1,12,60,0,0,0,0,34.48,61.14,0,50,0.051,0.332,-0.197
48,RECUPERANDO,38,0,28,10,24.881,22.245,27.066,1.185,0,12,0,0,0,0,0,34.65,61.14,0,50,0.044,0.304,-0.181
49,RECUPERANDO,38,0,28,10,24.922,22.42,27.083,1.129,1,13,60,0,0,0,0,34.88,61.14,0,50,0.039,0.275,-0.16
50,RECUPERANDO,38,0,28,10,24.958,22.602,27.092,1.076,0,13,0,0,0,0,0,35.16,61.14,0,50,0.034,0.246,-0.135
51,RECUPERANDO,38,0,28,10,24.989,22.722,27.094,1.024,1,14,60,0,0,0,0,35.46,61.14,0,50,0.029,0.218,-0.108
52,RECUPERANDO,38,0,28,10,25.016,22.845,27.091,0.973,0,14,0,0,0,0,0,35.79,61.14,0,50,0.025,0.192,-0.08
53,RECUPERANDO,38,0,28,10,25.039,22.978,27.082,0.925,1,15,60,0,0,0,0,36.13,61.14,0,50,0.022,0.179,-0.068
54,RECUPERANDO,38,0,28,10,25.059,23.114,27.069,0.878,0,15,0,1,0,0,0,36.47,61.14,0,50,0.019,0.166,-0.069
55,RECUPERANDO,38,0,28,10,25.076,23.252,27.052,0.832,0,15,0,1,0,0,0,36.69,61.14,0,50,0.016,0.157,-0.07
56,RECUPERANDO,38,0,28,10,25.091,23.346,27.031,0.79,0,15,0,1,0,0,0,36.92,61.14,0,50,0.013,0.147,-0.072
57,RECUPERANDO,38,0,28,10,25.103,23.439,27.007,0.749,0,15,0,1,0,0,0,37.16,61.14,0,50,0.011,0.137,-0.072
58,RECUPERANDO,38,0,28,10,25.113,23.536,26.98,0.711,1,16,60,1,0,0,0,37.41,61.14,0,50,0.009,0.127,-0.075
59,RECUPERANDO,38,0,28,10,25.122,23.634,26.95,0.676,0,16,0,1,0,0,0,37.67,61.14,0,50,0.008,0.119,-0.076
60,RECUPERANDO,38,0,28,10,25.129,23.732,26.918,0.644,1,17,60,1,0,0,0,37.92,61.14,0,50,0.006,0.112,-0.076
61,RECUPERANDO,38,0,28,10,25.135,23.827,26.884,0.614,0,17,0,1,0,0,0,38.12,61.14,0,50,0.005,0.104,-0.074
62,RECUPERANDO,38,0,28,10,25.139,23.891,26.848,0.586,0,17,0,1,0,0,0,38.29,61.14,0,50,0.004,0.097,-0.072
63,RECUPERANDO,38,0,28,10,25.143,23.956,26.81,0.561,0,17,0,1,0,0,0,38.46,61.14,0,50,0.003,0.09,-0.069
64,RECUPERANDO,38,0,28,10,25.146,24.023,26.771,0.538,1,18,60,1,0,0,0,38.64,61.14,0,50,0.003,0.084,-0.064
65,RECUPERANDO,38,0,28,10,25.148,24.09,26.73,0.516,0,18,0,1,0,0,0,38.82,61.14,0,50,0.002,0.079,-0.06
66,RECUPERANDO,38,0,28,10,25.15,24.155,26.688,0.496,1,19,60,1,0,0,0,38.99,61.14,0,50,0.001,0.074,-0.055
67,RECUPERANDO,38,0,28,10,25.151,24.175,26.644,0.478,0,19,0,1,0,0,0,39.16,61.14,0,50,0.001,0.069,-0.049
68,RECUPERANDO,38,0,28,10,25.152,24.197,26.6,0.461,0,19,0,1,0,0,0,39.33,61.14,0,50,0.001,0.065,-0.047
69,RECUPERANDO,38,0,28,10,25.152,24.22,26.555,0.445,0,19,0,1,0,0,0,39.38,61.14,0,50,0.0,0.061,-0.047
70,RECUPERANDO,38,0,28,10,25.152,24.244,26.509,0.431,1,20,60,1,0,0,0,39.34,61.14,0,50,-0.0,0.057,-0.047
71,RECUPERANDO,38,0,28,10,25.152,24.27,26.462,0.417,0,20,0,1,0,0,0,39.32,61.14,0,50,-0.0,0.053,-0.047
72,RECUPERANDO,38,0,28,10,25.152,24.296,26.415,0.404,1,21,60,1,0,0,0,39.31,61.14,0,50,-0.0,0.049,-0.047
73,RECUPERANDO,38,0,28,10,25.151,24.316,26.367,0.392,0,21,0,1,0,0,0,39.31,61.14,0,50,-0.001,0.047,-0.048
74,RECUPERANDO,38,0,28,10,25.151,24.333,26.319,0.381,1,22,60,1,0,0,0,39.33,61.14,0,50,-0.001,0.044,-0.048
