segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,37,1,28,10,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.95,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,37,1,28,10,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.95,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,37,1,28,10,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,37,1,28,10,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,37,1,28,10,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,37,1,28,10,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,37,1,28,10,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
8,FRENANDO,37,1,28,10,3.596,0.0,3.699,0.35,0,1,0,0,1,1,37,54.14,60.95,0,10,0.822,1.176,-12.0
9,FRENANDO,37,1,28,10,4.727,0.0,4.871,0.605,0,1,0,0,1,1,37,53.89,60.95,0,20,0.809,1.169,-12.0
10,FRENANDO,37,1,28,10,5.843,0.0,6.035,0.928,0,1,0,0,1,1,37,48.64,60.95,0,30,0.793,1.16,-12.0
11,FRENANDO,37,1,28,10,6.941,0.0,7.189,1.321,0,1,0,0,1,1,37,42.56,60.95,0,40,0.772,1.149,-12.0
12,FRENANDO,37,1,28,10,8.014,0.0,8.332,1.803,0,1,0,0,1,1,36,35.93,60.95,0,50,0.745,1.137,-12.0
13,RECUPERANDO,37,1,28,10,9.091,1.196,9.462,1.872,0,1,0,0,0,0,37,29.78,60.95,0,50,1.064,1.197,-0.08
14,RECUPERANDO,37,1,28,10,10.139,2.393,10.575,2.034,0,1,0,0,0,0,37,24.91,60.95,0,50,1.035,1.197,-0.241
15,RECUPERANDO,37,1,28,10,11.159,3.591,11.67,2.297,0,1,0,0,0,0,36,21.47,60.95,0,50,1.006,1.197,-0.245
16,RECUPERANDO,37,1,28,10,12.148,4.788,12.743,2.638,0,1,0,0,0,0,36,19.46,60.95,0,50,0.975,1.197,-0.113
17,RECUPERANDO,37,1,28,10,13.105,5.985,13.791,3.023,1,2,60,0,0,0,36,18.73,60.95,0,50,0.943,1.196,-0.036
18,RECUPERANDO,37,1,28,10,14.028,6.402,14.811,3.429,0,2,0,0,0,0,36,19.09,60.95,0,50,0.907,1.195,-0.227
19,RECUPERANDO,37,1,28,10,14.914,6.822,15.798,3.845,0,2,0,0,0,0,36,20.31,60.95,0,50,0.868,1.192,-0.308
20,RECUPERANDO,37,1,28,10,15.759,7.412,16.751,4.266,0,2,0,0,0,0,36,22.2,60.95,0,50,0.826,1.187,-0.28
21,RECUPERANDO,37,1,28,10,16.56,8.133,17.664,4.689,0,2,0,0,0,0,36,24.61,60.95,0,50,0.781,1.18,-0.278
22,RECUPERANDO,37,1,28,10,17.315,8.95,18.536,5.117,1,3,60,0,0,0,35,27.43,60.95,0,50,0.734,1.17,-0.489
23,RECUPERANDO,37,1,28,10,18.023,9.835,19.362,5.544,0,3,0,0,0,0,35,27.1,60.95,0,50,0.686,1.157,-0.567
24,RECUPERANDO,37,1,28,10,18.683,10.107,20.142,5.958,0,3,0,0,0,0,34,26.44,60.95,0,50,0.638,1.14,-0.515
25,RECUPERANDO,37,1,28,10,19.295,10.5,20.873,6.344,1,4,60,0,0,0,34,23.85,60.95,0,50,0.59,1.119,-0.433
26,RECUPERANDO,37,1,28,10,19.859,11.016,21.555,6.688,0,4,0,0,0,0,33,22.08,60.95,0,50,0.543,1.091,-0.554
27,RECUPERANDO,37,1,28,10,20.377,11.631,22.186,6.988,0,4,0,0,0,0,26,21.03,60.95,0,50,0.497,1.058,-0.567
28,RECUPERANDO,37,1,28,10,20.85,12.32,22.767,7.244,1,5,60,0,0,0,17,20.61,60.95,0,50,0.454,1.018,-0.558
29,RECUPERANDO,37,1,28,10,21.281,12.798,23.3,7.453,0,5,0,0,0,0,9,20.68,60.95,0,50,0.413,0.973,-0.65
30,RECUPERANDO,37,1,28,10,21.674,13.231,23.784,7.608,0,5,0,0,0,0,3,21.14,60.95,0,50,0.376,0.925,-0.635
31,RECUPERANDO,37,1,28,10,22.03,13.771,24.223,7.699,1,6,60,0,0,0,4,21.89,60.95,0,50,0.34,0.891,-0.539
32,RECUPERANDO,37,1,28,10,22.351,14.389,24.619,7.719,0,6,0,0,0,0,4,22.86,60.95,0,50,0.307,0.849,-0.392
33,RECUPERANDO,37,1,28,10,22.64,14.995,24.973,7.67,0,6,0,0,0,0,4,23.97,60.95,0,50,0.275,0.802,-0.413
34,RECUPERANDO,37,1,28,10,22.899,15.343,25.289,7.56,0,6,0,0,0,0,4,25.19,60.95,0,50,0.246,0.769,-0.432
35,RECUPERANDO,37,1,28,10,23.13,15.781,25.57,7.403,1,7,60,0,0,0,4,24.98,60.95,0,50,0.218,0.74,-0.475
36,RECUPERANDO,37,1,28,10,23.334,16.263,25.817,7.215,0,7,0,0,0,0,5,24.86,60.95,0,50,0.193,0.716,-0.47
