segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,29,9,0,38,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,59.48,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,29,9,0,38,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,59.48,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,29,9,0,38,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,29,9,0,38,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,29,9,0,38,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,29,9,0,38,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,29,9,0,38,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,59.48,0,0,0.36,0.36,0.36
8,FRENANDO,29,9,0,38,3.58,0.0,3.68,0.346,0,1,0,0,1,1,37,54.13,59.48,0,10,0.802,1.152,-12.0
9,FRENANDO,29,9,0,38,4.686,0.0,4.822,0.594,0,1,0,0,1,1,37,53.89,59.48,0,20,0.779,1.132,-12.0
10,FRENANDO,29,9,0,38,5.765,0.0,5.941,0.901,0,1,0,0,1,1,37,48.64,59.48,0,30,0.75,1.108,-12.0
11,FRENANDO,29,9,0,38,6.813,0.0,7.035,1.266,0,1,0,0,1,1,37,42.57,59.48,0,40,0.715,1.081,-12.0
12,FRENANDO,29,9,0,38,7.821,0.0,8.098,1.698,0,1,0,0,1,1,36,35.95,59.48,0,50,0.672,1.049,-12.0
13,RECUPERANDO,29,9,0,38,8.815,1.196,9.129,1.707,0,1,0,0,0,0,37,29.8,59.48,0,50,0.974,1.197,-0.079
14,RECUPERANDO,29,9,0,38,9.762,2.393,10.122,1.781,0,1,0,0,0,0,37,24.93,59.48,0,50,0.926,1.197,-0.239
15,RECUPERANDO,29,9,0,38,10.662,3.591,11.075,1.927,0,1,0,0,0,0,36,21.5,59.48,0,50,0.877,1.197,-0.243
16,RECUPERANDO,29,9,0,38,11.511,4.788,11.984,2.121,0,1,0,0,0,0,36,19.49,59.48,0,50,0.827,1.197,-0.111
17,RECUPERANDO,29,9,0,38,12.309,5.984,12.847,2.333,1,2,60,0,0,0,36,18.77,59.48,0,50,0.775,1.195,-0.133
18,RECUPERANDO,29,9,0,38,13.055,6.402,13.661,2.543,0,2,0,0,0,0,35,19.12,59.48,0,50,0.723,1.193,-0.281
19,RECUPERANDO,29,9,0,38,13.749,6.819,14.423,2.743,0,2,0,0,0,0,36,20.34,59.48,0,50,0.67,1.188,-0.312
20,RECUPERANDO,29,9,0,38,14.39,7.405,15.134,2.928,0,2,0,0,0,0,35,22.23,59.48,0,50,0.617,1.179,-0.241
21,RECUPERANDO,29,9,0,38,14.979,8.119,15.793,3.097,0,2,0,0,0,0,34,24.64,59.48,0,50,0.566,1.167,-0.304
