segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,37,1,0,38,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.95,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,37,1,0,38,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.95,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,37,1,0,38,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,37,1,0,38,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,37,1,0,38,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,37,1,0,38,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,37,1,0,38,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.95,0,0,0.36,0.36,0.36
8,FRENANDO,37,1,0,38,3.582,0.0,3.68,0.347,0,1,0,0,1,1,37,54.14,60.95,0,10,0.805,1.152,-12.0
9,FRENANDO,37,1,0,38,4.691,0.0,4.822,0.595,0,1,0,0,1,1,37,53.89,60.95,0,20,0.783,1.132,-12.0
10,FRENANDO,37,1,0,38,5.776,0.0,5.941,0.904,0,1,0,0,1,1,37,48.64,60.95,0,30,0.756,1.108,-12.0
11,FRENANDO,37,1,0,38,6.83,0.0,7.035,1.272,0,1,0,0,1,1,37,42.56,60.95,0,40,0.722,1.081,-12.0
12,FRENANDO,37,1,0,38,7.846,0.0,8.098,1.709,0,1,0,0,1,1,36,35.93,60.95,0,50,0.681,1.049,-12.0
13,RECUPERANDO,37,1,0,38,8.851,1.196,9.129,1.721,0,1,0,0,0,0,37,29.78,60.95,0,50,0.985,1.197,-0.08
14,RECUPERANDO,37,1,0,38,9.812,2.393,10.122,1.8,0,1,0,0,0,0,37,24.91,60.95,0,50,0.941,1.197,-0.241
15,RECUPERANDO,37,1,0,38,10.727,3.591,11.075,1.948,0,1,0,0,0,0,36,21.47,60.95,0,50,0.895,1.197,-0.246
16,RECUPERANDO,37,1,0,38,11.596,4.788,11.984,2.138,0,1,0,0,0,0,36,19.46,60.95,0,50,0.848,1.197,-0.113
17,RECUPERANDO,37,1,0,38,12.418,5.984,12.847,2.334,1,2,60,0,0,0,36,18.73,60.95,0,50,0.799,1.195,-0.037
18,RECUPERANDO,37,1,0,38,13.19,6.402,13.661,2.516,0,2,0,0,0,0,35,19.08,60.95,0,50,0.749,1.193,-0.227
19,RECUPERANDO,37,1,0,38,13.911,6.821,14.423,2.679,0,2,0,0,0,0,36,20.3,60.95,0,50,0.699,1.188,-0.309
20,RECUPERANDO,37,1,0,38,14.582,7.41,15.134,2.822,0,2,0,0,0,0,36,22.19,60.95,0,50,0.648,1.18,-0.28
21,RECUPERANDO,37,1,0,38,15.201,8.129,15.793,2.945,0,2,0,0,0,0,35,24.59,60.95,0,50,0.597,1.167,-0.182
22,RECUPERANDO,37,1,0,38,15.771,8.942,16.4,3.046,1,3,60,0,0,0,34,27.38,60.95,0,50,0.548,1.15,-0.318
23,RECUPERANDO,37,1,0,38,16.293,9.822,16.955,3.125,0,3,0,0,0,0,32,27.08,60.95,0,50,0.501,1.128,-0.368
24,RECUPERANDO,37,1,0,38,16.769,10.099,17.46,3.184,0,3,0,0,0,0,2,27.43,60.95,0,50,0.456,1.098,-0.338
25,RECUPERANDO,37,1,0,38,17.202,10.488,17.917,3.223,0,3,0,0,0,0,2,28.39,60.95,0,50,0.414,1.062,-0.318
26,RECUPERANDO,37,1,0,38,17.594,10.998,18.329,3.246,1,4,60,0,0,0,3,29.86,60.95,0,50,0.375,1.017,-0.387
27,RECUPERANDO,37,1,0,38,17.948,11.605,18.699,3.255,0,4,0,0,0,0,3,31.73,60.95,0,50,0.339,0.965,-0.391
28,RECUPERANDO,37,1,0,38,18.269,12.156,19.028,3.251,0,4,0,0,0,0,3,31.87,60.95,0,50,0.305,0.945,-0.341
29,RECUPERANDO,37,1,0,38,18.557,12.382,19.321,3.235,1,5,60,0,0,0,3,32.28,60.95,0,50,0.275,0.921,-0.283
30,RECUPERANDO,37,1,0,38,18.816,12.723,19.844,3.211,0,5,0,0,0,0,3,33.15,60.95,0,50,0.247,0.887,-0.308
31,RECUPERANDO,37,1,0,38,19.048,13.158,20.572,3.18,0,5,0,0,0,0,3,34.4,60.95,0,50,0.221,0.846,-0.297
32,RECUPERANDO,37,1,0,38,19.257,13.659,21.226,3.146,0,5,0,0,0,0,4,35.05,60.95,0,50,0.198,0.797,-0.288
33,RECUPERANDO,37,1,0,38,19.443,13.811,21.804,3.112,1,6,60,0,0,0,4,35.29,60.95,0,50,0.177,0.766,-0.307
34,RECUPERANDO,37,1,0,38,19.609,14.059,22.308,3.08,0,6,0,0,0,0,3,35.91,60.95,0,50,0.158,0.742,-0.298
35,RECUPERANDO,37,1,0,38,19.758,14.39,22.741,3.051,0,6,0,0,0,0,3,36.85,60.95,0,50,0.141,0.71,-0.292
36,RECUPERANDO,37,1,0,38,19.89,14.787,23.107,3.027,1,7,60,0,0,0,3,38.06,60.95,0,50,0.126,0.672,-0.305
37,RECUPERANDO,37,1,0,38,20.008,15.024,23.413,3.005,0,7,0,0,0,0,2,39.47,60.95,0,50,0.112,0.628,-0.298
38,RECUPERANDO,37,1,0,38,20.113,15.183,23.662,2.987,0,7,0,0,0,0,2,39.38,60.95,0,50,0.1,0.611,-0.285
39,RECUPERANDO,37,1,0,38,20.206,15.403,23.862,2.971,1,8,60,0,0,0,3,39.09,60.95,0,50,0.089,0.587,-0.296
40,RECUPERANDO,37,1,0,38,20.289,15.595,24.018,2.956,0,8,0,0,0,0,2,39.06,60.95,0,50,0.079,0.557,-0.29
41,RECUPERANDO,37,1,0,38,20.363,15.681,24.136,2.943,0,8,0,0,0,0,2,39.26,60.95,0,50,0.07,0.523,-0.271
