segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,35,3,0,38,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,35,3,0,38,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,60.59,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,35,3,0,38,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,35,3,0,38,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,35,3,0,38,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,35,3,0,38,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,35,3,0,38,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,60.59,0,0,0.36,0.36,0.36
8,FRENANDO,35,3,0,38,3.582,0.0,3.68,0.347,0,1,0,0,1,1,37,54.13,60.59,0,10,0.804,1.152,-12.0
9,FRENANDO,35,3,0,38,4.69,0.0,4.822,0.595,0,1,0,0,1,1,37,53.89,60.59,0,20,0.782,1.132,-12.0
10,FRENANDO,35,3,0,38,5.773,0.0,5.941,0.903,0,1,0,0,1,1,37,48.64,60.59,0,30,0.755,1.108,-12.0
11,FRENANDO,35,3,0,38,6.825,0.0,7.035,1.27,0,1,0,0,1,1,37,42.57,60.59,0,40,0.72,1.081,-12.0
12,FRENANDO,35,3,0,38,7.839,0.0,8.098,1.707,0,1,0,0,1,1,36,35.95,60.59,0,50,0.679,1.049,-12.0
13,RECUPERANDO,35,3,0,38,8.841,1.196,9.129,1.719,0,1,0,0,0,0,37,29.8,60.59,0,50,0.982,1.197,-0.079
14,RECUPERANDO,35,3,0,38,9.799,2.393,10.122,1.799,0,1,0,0,0,0,37,24.93,60.59,0,50,0.936,1.197,-0.239
15,RECUPERANDO,35,3,0,38,10.709,3.591,11.075,1.953,0,1,0,0,0,0,36,21.5,60.59,0,50,0.889,1.197,-0.243
16,RECUPERANDO,35,3,0,38,11.572,4.788,11.984,2.156,0,1,0,0,0,0,36,19.49,60.59,0,50,0.841,1.197,-0.111
17,RECUPERANDO,35,3,0,38,12.386,5.984,12.847,2.378,1,2,60,0,0,0,36,18.77,60.59,0,50,0.792,1.195,-0.14
18,RECUPERANDO,35,3,0,38,13.15,6.402,13.661,2.599,0,2,0,0,0,0,35,19.12,60.59,0,50,0.741,1.193,-0.295
19,RECUPERANDO,35,3,0,38,13.864,6.819,14.423,2.808,0,2,0,0,0,0,36,20.34,60.59,0,50,0.691,1.188,-0.327
20,RECUPERANDO,35,3,0,38,14.527,7.405,15.134,2.996,0,2,0,0,0,0,35,22.23,60.59,0,50,0.64,1.18,-0.253
21,RECUPERANDO,35,3,0,38,15.138,8.119,15.793,3.158,0,2,0,0,0,0,35,24.64,60.59,0,50,0.589,1.167,-0.279
22,RECUPERANDO,35,3,0,38,15.7,8.924,16.4,3.293,0,2,0,0,0,0,34,25.33,60.59,0,50,0.54,1.15,-0.384
