segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,19,19,28,10,0.36,0.36,0.36,0.0,1,1,60,0,0,38,0,54.14,57.64,0,0,0.36,0.36,0.36
2,ESTABILIZANDO,19,19,28,10,0.72,0.72,0.72,0.0,0,1,0,0,0,38,0,54.14,57.64,0,0,0.36,0.36,0.36
3,ESTABILIZANDO,19,19,28,10,1.08,1.08,1.08,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
4,ESTABILIZANDO,19,19,28,10,1.44,1.44,1.44,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
5,ESTABILIZANDO,19,19,28,10,1.8,1.8,1.8,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
6,ESTABILIZANDO,19,19,28,10,2.16,2.16,2.16,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
7,ESTABILIZANDO,19,19,28,10,2.52,2.52,2.52,0.0,0,1,0,0,0,0,0,54.14,57.64,0,0,0.36,0.36,0.36
8,FRENANDO,19,19,28,10,3.593,0.0,3.699,0.349,0,1,0,0,1,1,37,54.13,57.64,0,10,0.818,1.176,-12.0
9,FRENANDO,19,19,28,10,4.719,0.0,4.871,0.603,0,1,0,0,1,1,37,53.82,57.64,0,20,0.805,1.169,-12.0
10,FRENANDO,19,19,28,10,5.831,0.0,6.035,0.922,0,1,0,0,1,1,37,48.45,57.64,0,30,0.787,1.16,-12.0
11,FRENANDO,19,19,28,10,6.922,0.0,7.189,1.306,0,1,0,0,1,1,37,42.14,57.64,0,40,0.765,1.149,-12.0
12,FRENANDO,19,19,28,10,7.987,0.0,8.332,1.761,0,1,0,0,1,1,36,35.1,57.64,0,50,0.735,1.137,-12.0
13,RECUPERANDO,19,19,28,10,9.052,1.196,9.462,1.779,0,1,0,0,0,0,37,28.34,57.64,0,50,1.05,1.197,0.079
14,RECUPERANDO,19,19,28,10,10.082,2.393,10.575,1.868,0,1,0,0,0,0,37,22.72,57.64,0,50,1.015,1.197,-0.176
15,RECUPERANDO,19,19,28,10,11.077,3.591,11.669,2.054,0,1,0,0,0,0,37,18.48,57.64,0,50,0.978,1.197,-0.276
16,RECUPERANDO,19,19,28,10,12.034,4.788,12.742,2.325,0,1,0,0,0,0,36,15.7,57.64,0,50,0.941,1.197,-0.184
17,RECUPERANDO,19,19,28,10,12.954,5.985,13.789,2.634,1,2,60,0,0,0,36,14.27,57.64,0,50,0.902,1.196,0.044
18,RECUPERANDO,19,19,28,10,13.834,7.06,14.807,2.938,0,2,0,0,0,0,36,13.96,57.64,0,50,0.861,1.195,-0.101
19,RECUPERANDO,19,19,28,10,14.671,7.511,15.793,3.216,0,2,0,0,0,0,36,14.51,57.64,0,50,0.817,1.192,-0.196
20,RECUPERANDO,19,19,28,10,15.462,8.172,16.741,3.462,0,2,0,0,0,0,36,15.68,57.64,0,50,0.769,1.187,-0.181
21,RECUPERANDO,19,19,28,10,16.204,8.983,17.65,3.677,0,2,0,0,0,0,36,17.28,57.64,0,50,0.719,1.18,-0.084
22,RECUPERANDO,19,19,28,10,16.894,9.896,18.514,3.863,1,3,60,0,0,0,35,19.2,57.64,0,50,0.666,1.17,-0.242
23,RECUPERANDO,19,19,28,10,17.531,10.875,19.329,4.022,0,3,0,0,0,0,34,21.33,57.64,0,50,0.613,1.157,-0.334
24,RECUPERANDO,19,19,28,10,18.115,11.213,20.094,4.155,0,3,0,0,0,0,27,23.61,57.64,0,50,0.561,1.139,-0.324
25,RECUPERANDO,19,19,28,10,18.648,11.655,20.804,4.265,1,4,60,0,0,0,22,25.99,57.64,0,50,0.51,1.115,-0.342
26,RECUPERANDO,19,19,28,10,19.131,12.212,21.458,4.349,0,4,0,0,0,0,16,26.25,57.64,0,50,0.462,1.085,-0.446
27,RECUPERANDO,19,19,28,10,19.568,12.861,22.053,4.403,0,4,0,0,0,0,9,25.02,57.64,0,50,0.417,1.048,-0.446
28,RECUPERANDO,19,19,28,10,19.962,13.579,22.587,4.418,1,5,60,0,0,0,5,24.41,57.64,0,50,0.375,1.03,-0.362
29,RECUPERANDO,19,19,28,10,20.315,14.235,23.062,4.394,0,5,0,0,0,0,3,24.31,57.64,0,50,0.336,1.006,-0.337
30,RECUPERANDO,19,19,28,10,20.632,14.645,23.477,4.332,0,5,0,0,0,0,3,24.64,57.64,0,50,0.301,0.974,-0.37
