segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,21.6,21.6,21.6,0.0,21.22,1650.0,101.6,0,0,40,0,42.12,42.12,42.12,24.1,0.57,0.0,0,0,0,0,0.0
2,EQUILIBRIO,21.85,21.85,21.85,0.0,21.22,1669.0,102.8,0,0,40,0,42.12,42.12,42.12,24.35,0.58,0.0,0,0,0,0,0.0
3,EQUILIBRIO,22.03,22.03,22.03,0.0,21.22,1683.0,103.6,0,0,40,0,42.12,42.12,42.12,24.53,0.58,0.0,0,0,0,0,0.0
4,EQUILIBRIO,22.15,22.15,22.15,0.0,21.22,1692.0,104.2,0,0,40,0,42.12,42.12,42.12,24.65,0.59,0.0,0,0,0,0,0.0
5,EQUILIBRIO,22.24,22.24,22.24,0.0,21.22,1699.0,104.7,0,0,40,0,42.12,42.12,42.12,24.74,0.59,0.0,0,0,0,0,0.0
6,EQUILIBRIO,22.3,22.3,22.3,0.0,21.22,1704.0,104.9,0,0,40,0,42.12,42.12,42.12,24.8,0.59,0.0,0,0,0,0,0.0
7,EQUILIBRIO,22.34,22.34,22.34,0.0,21.22,1707.0,105.1,0,0,40,0,42.12,42.12,42.12,24.84,0.59,0.0,0,0,0,0,0.0
8,EQUILIBRIO,22.37,22.37,22.37,0.0,21.22,1709.0,105.3,0,0,40,0,42.12,42.12,42.12,24.87,0.59,0.0,0,0,0,0,0.0
9,EQUILIBRIO,22.39,22.39,22.39,0.0,21.22,1711.0,105.4,0,0,40,0,42.12,42.12,42.12,24.89,0.59,0.0,0,0,0,0,0.0
10,EQUILIBRIO,22.41,22.41,22.41,0.0,21.22,1712.0,105.5,0,0,40,0,42.12,42.12,42.12,24.91,0.59,0.0,0,0,0,0,0.0
11,FRENADA_ORIGEN,22.07,10.41,22.42,12.01,21.22,1686.0,103.9,0,0,39,1,36.14,42.12,48.73,24.57,0.58,21.2,0,-0.0,0,0,12.01
12,FRENADA_ORIGEN,21.68,0.0,22.43,22.43,21.22,1656.0,102.0,1,1,38,0,21.88,42.12,67.23,24.18,0.57,32.2,0,-0.0,1,1,22.43
13,FRENADA_ORIGEN,21.5,0.0,22.43,22.43,21.22,1643.0,101.2,1,2,37,0,8.2,42.12,89.66,24.0,0.57,44.6,0,-0.0,1,2,22.43
14,FRENADA_ORIGEN,21.27,0.0,22.43,22.43,21.22,1625.0,100.1,1,2,37,0,-0.99,42.12,112.09,23.77,0.56,58.5,0,-3.6,1,2,22.43
15,FRENADA_ORIGEN,21.01,0.0,22.44,22.44,21.22,1605.0,98.8,1,2,36,1,15.12,89.25,1879.08,23.51,0.26,71.1,0.0,-1356.5,1,2,22.44
16,DISOLVIENDO,20.94,2.5,22.44,19.94,21.22,1600.0,98.5,0,3,35,2,11.24,89.25,1875.02,23.44,0.26,81.7,0.1,-1128.0,1,3,22.44
17,DISOLVIENDO,20.92,5.0,22.44,17.44,21.22,1598.0,98.4,0,3,35,2,10.99,89.25,1870.98,23.42,0.26,91.0,0.2,-964.8,1,3,22.44
18,DISOLVIENDO,20.93,7.49,22.44,14.95,21.22,1599.0,98.5,0,4,34,2,12.72,89.25,1866.97,23.43,0.26,99.5,0.2,-2.1,1,4,22.44
19,DISOLVIENDO,20.97,9.95,22.44,12.49,21.22,1602.0,98.7,0,4,34,2,13.43,89.25,1863.06,23.47,0.26,107.1,0.3,-8.8,1,4,22.44
20,DISOLVIENDO,21.04,11.01,22.44,11.43,21.22,1608.0,99.0,0,5,33,2,14.38,89.25,1859.32,23.54,0.26,114.3,0.3,0,1,5,22.44
21,DISOLVIENDO,21.13,12.12,22.44,10.32,21.22,1614.0,99.4,0,5,33,2,15.55,89.25,1855.85,23.63,0.26,120.6,0.3,0,1,5,22.44
22,DISOLVIENDO,21.23,12.56,22.44,9.89,21.22,1622.0,99.9,0,5,33,2,16.06,89.25,1852.75,23.73,0.27,126.5,0.3,0,1,5,22.44
23,DISOLVIENDO,21.33,13.36,22.44,9.08,21.22,1629.0,100.4,0,6,32,2,17.4,89.25,1850.1,23.83,0.27,131.9,0.3,0,1,6,22.44
24,DISOLVIENDO,21.43,13.92,22.44,8.52,21.22,1637.0,100.9,0,5,33,2,17.77,89.25,1847.93,23.93,0.27,136.8,0.3,0,1,6,22.44
25,DISOLVIENDO,21.53,14.46,23.01,8.55,21.22,1644.0,101.3,0,6,32,2,18.64,89.25,1846.22,24.03,0.27,141.3,0.3,0,1,6,22.44
26,DISOLVIENDO,21.61,15.17,23.62,8.46,21.22,1651.0,101.7,0,6,32,2,19.61,89.25,1844.92,24.11,0.27,145.3,0.3,0,1,6,22.44
27,DISOLVIENDO,21.69,15.48,24.06,8.58,21.22,1657.0,102.1,0,6,32,2,20.03,89.25,1843.95,24.19,0.27,149.1,0.3,0,1,6,22.44
28,DISOLVIENDO,21.76,16.01,24.36,8.35,21.22,1662.0,102.4,0,7,31,2,20.93,89.25,1843.23,24.26,0.27,152.4,0.3,0,1,7,22.44
29,DISOLVIENDO,21.82,16.44,24.57,8.13,21.22,1667.0,102.7,0,7,31,2,21.64,89.25,1842.7,24.32,0.27,155.5,0.3,0,1,7,22.44
30,DISOLVIENDO,21.87,16.74,24.71,7.97,21.22,1670.0,102.9,0,6,32,2,22.09,89.25,1842.29,24.37,0.27,158.3,0.3,0,1,7,22.44
31,DISOLVIENDO,21.91,17.17,24.81,7.63,21.22,1674.0,103.1,0,7,31,2,22.83,89.25,1841.97,24.41,0.27,160.8,0.3,0,1,7,22.44
32,DISOLVIENDO,21.95,17.49,24.87,7.38,21.22,1677.0,103.3,0,7,31,2,23.55,89.25,1841.71,24.45,0.27,163.2,0.3,0,1,7,22.44
33,DISOLVIENDO,21.98,17.71,24.91,7.2,21.22,1679.0,103.4,0,7,31,2,23.88,89.25,1841.48,24.48,0.27,165.4,0.3,0,1,7,22.44
34,DISOLVIENDO,22.01,18.02,24.94,6.92,21.22,1681.0,103.6,0,8,30,2,24.41,89.25,1841.28,24.51,0.27,167.3,0.3,0,1,8,22.44
35,DISOLVIENDO,22.04,18.31,24.96,6.65,21.22,1683.0,103.7,0,8,30,2,25.07,89.25,1841.1,24.54,0.27,169.2,0.3,0,1,8,22.44
36,DISOLVIENDO,22.06,18.45,24.97,6.52,21.22,1685.0,103.8,0,7,31,2,25.45,89.25,1840.92,24.56,0.28,170.9,0.3,0,1,8,22.44
37,DISOLVIENDO,22.08,18.64,24.98,6.34,21.22,1687.0,103.9,0,7,31,2,25.78,89.25,1840.74,24.58,0.28,172.5,0.3,0,1,8,22.44
38,DISOLVIENDO,22.1,18.86,24.99,6.13,21.22,1688.0,104.0,0,8,30,2,26.21,89.25,1840.57,24.6,0.28,174.0,0.3,0,1,8,22.44
39,DISOLVIENDO,22.11,19.02,24.99,5.97,21.22,1689.0,104.1,0,8,30,2,26.71,89.25,1840.4,24.61,0.28,175.5,0.3,0,1,8,22.44
40,DISOLVIENDO,22.13,19.13,24.99,5.87,21.22,1691.0,104.1,0,8,30,2,27.03,89.25,1840.22,24.63,0.28,176.8,0.3,0,1,8,22.44
41,DISOLVIENDO,22.14,19.26,25.0,5.74,21.22,1692.0,104.2,0,7,31,2,27.27,89.25,1840.05,24.64,0.28,178.1,0.3,0,1,8,22.44
42,DISOLVIENDO,22.16,19.4,25.0,5.59,21.22,1693.0,104.3,0,8,30,2,27.57,89.25,1839.87,24.66,0.28,179.3,0.3,0,1,8,22.44
43,DISOLVIENDO,22.17,19.54,25.0,5.46,21.22,1694.0,104.3,0,8,30,2,27.92,89.25,1839.68,24.67,0.28,180.5,0.3,0,1,8,22.44
44,DISOLVIENDO,22.18,19.6,25.0,5.4,21.22,1694.0,104.4,0,8,30,2,28.3,89.25,1839.5,24.68,0.28,181.6,0.3,0,1,8,22.44
45,DISOLVIENDO,22.19,19.68,25.0,5.32,21.22,1695.0,104.4,0,8,30,2,28.46,89.25,1839.3,24.69,0.28,182.7,0.3,0,1,8,22.44
46,DISOLVIENDO,22.2,19.77,25.0,5.23,21.22,1696.0,104.5,0,9,29,2,28.65,89.25,1839.11,24.7,0.28,183.7,0.3,0,1,9,22.44
