segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,21.93,21.93,21.93,0.0,15.92,1256.0,103.2,0,0,30,0,57.83,57.83,57.83,24.43,0.42,0.0,0,0,0,0,0.0
2,EQUILIBRIO,22.43,22.43,22.43,0.0,15.92,1285.0,105.5,0,0,30,0,57.83,57.83,57.83,24.93,0.43,0.0,0,0,0,0,0.0
3,EQUILIBRIO,22.79,22.79,22.79,0.0,15.92,1306.0,107.2,0,0,30,0,57.83,57.83,57.83,25.29,0.44,0.0,0,0,0,0,0.0
4,EQUILIBRIO,23.04,23.04,23.04,0.0,15.92,1320.0,108.4,0,0,30,0,57.83,57.83,57.83,25.54,0.44,0.0,0,0,0,0,0.0
5,EQUILIBRIO,23.22,23.22,23.22,0.0,15.92,1330.0,109.3,0,0,30,0,57.83,57.83,57.83,25.72,0.44,0.0,0,0,0,0,0.0
6,EQUILIBRIO,23.34,23.34,23.34,0.0,15.92,1338.0,109.9,0,0,30,0,57.83,57.83,57.83,25.84,0.45,0.0,0,0,0,0,0.0
7,EQUILIBRIO,23.43,23.43,23.43,0.0,15.92,1342.0,110.3,0,0,30,0,57.83,57.83,57.83,25.93,0.45,0.0,0,0,0,0,0.0
8,EQUILIBRIO,23.49,23.49,23.49,0.0,15.92,1346.0,110.5,0,0,30,0,57.83,57.83,57.83,25.99,0.45,0.0,0,0,0,0,0.0
9,EQUILIBRIO,23.53,23.53,23.53,0.0,15.92,1348.0,110.7,0,0,30,0,57.83,57.83,57.83,26.03,0.45,0.0,0,0,0,0,0.0
10,EQUILIBRIO,23.56,23.56,23.56,0.0,15.92,1350.0,110.8,0,0,30,0,57.83,57.83,57.83,26.06,0.45,0.0,0,0,0,0,0.0
11,FRENADA_ORIGEN,23.02,8.56,23.57,15.02,15.92,1319.0,108.3,0,0,29,1,50.07,57.83,66.09,25.52,0.44,20.5,0,-0.0,0,0,15.02
12,FRENADA_ORIGEN,22.58,0.0,23.59,23.59,15.92,1294.0,106.3,1,0,29,0,32.37,57.83,87.65,25.08,0.43,30.5,0,-0.0,1,0,23.59
13,FRENADA_ORIGEN,22.39,0.0,23.6,23.6,15.92,1283.0,105.4,1,1,28,0,17.15,57.83,111.24,24.89,0.43,41.0,0,-0.0,1,1,23.6
