segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,22.05,22.05,22.05,0.0,13.26,1053.0,103.8,0,0,0,25,70.4,70.4,70.4,24.55,0.35,0.0,0,0,0,0,0
2,EQUILIBRIO,22.65,22.65,22.65,0.0,13.26,1081.0,106.6,0,0,0,25,70.4,70.4,70.4,25.15,0.36,0.0,0,0,0,0,0
3,EQUILIBRIO,23.08,23.08,23.08,0.0,13.26,1102.0,108.6,0,0,0,25,70.4,70.4,70.4,25.58,0.36,0.0,0,0,0,0,0.0
4,EQUILIBRIO,23.38,23.38,23.38,0.0,13.26,1116.0,110.0,0,0,0,25,70.4,70.4,70.4,25.88,0.37,0.0,0,0,0,0,0.0
5,EQUILIBRIO,23.6,23.6,23.6,0.0,13.26,1127.0,111.0,0,0,0,25,70.4,70.4,70.4,26.1,0.37,0.0,0,0,0,0,0.0
6,EQUILIBRIO,23.74,23.74,23.74,0.0,13.26,1134.0,111.7,0,0,0,25,70.4,70.4,70.4,26.24,0.37,0.0,0,0,0,0,0.0
7,EQUILIBRIO,23.84,23.84,23.84,0.0,13.26,1138.0,112.2,0,0,0,25,70.4,70.4,70.4,26.34,0.37,0.0,0,0,0,0,0.0
8,EQUILIBRIO,23.91,23.91,23.91,0.0,13.26,1142.0,112.5,0,0,0,25,70.4,70.4,70.4,26.41,0.38,0.0,0,0,0,0,0.0
9,EQUILIBRIO,23.96,23.96,23.96,0.0,13.26,1144.0,112.7,0,0,0,25,70.4,70.4,70.4,26.46,0.38,0.0,0,0,0,0,0.0
10,EQUILIBRIO,23.99,23.99,23.99,0.0,13.26,1146.0,112.9,0,0,0,25,70.4,70.4,70.4,26.49,0.38,0.0,0,0,0,0,0.0
11,FRENADA_ORIGEN,23.5,11.99,24.01,12.02,13.26,1122.0,110.6,0,0,1,24,64.04,70.4,77.01,26.0,0.37,18.4,0,0,0,0,12.02
12,FRENADA_ORIGEN,22.89,0.0,24.03,24.03,13.26,1093.0,107.7,1,0,1,23,47.76,70.4,95.64,25.39,0.36,28.2,0,-0.0,1,0,24.03
13,FRENADA_ORIGEN,22.69,0.0,24.04,24.04,13.26,1083.0,106.8,1,0,2,22,30.33,70.4,119.67,25.19,0.36,37.7,0,-0.0,1,0,24.04
14,FRENADA_ORIGEN,22.45,0.0,24.04,24.04,13.26,1072.0,105.7,1,1,1,22,17.4,70.4,143.72,24.95,0.35,47.2,0,-0.0,1,1,24.04
15,FRENADA_ORIGEN,22.16,0.0,24.05,24.05,13.26,1058.0,104.3,1,1,2,21,8.97,70.4,167.76,24.66,0.35,57.3,0,-10.1,1,1,24.05
16,DISOLVIENDO,21.97,2.5,24.05,21.55,13.26,1049.0,103.4,0,1,2,22,5.72,70.4,190.44,24.47,0.35,66.4,0,-6.4,1,1,24.05
17,DISOLVIENDO,21.85,3.5,24.05,20.55,13.26,1043.0,102.8,0,2,1,22,6.16,70.4,210.62,24.35,0.35,74.8,0,-5.7,1,2,24.05
18,DISOLVIENDO,21.78,4.65,24.06,19.41,13.26,1040.0,102.5,0,2,2,21,8.47,70.4,228.3,24.28,0.34,82.5,0,-6.1,1,2,24.05
19,DISOLVIENDO,21.77,6.4,24.06,17.65,13.26,1039.0,102.4,0,2,2,21,10.21,70.4,243.52,24.27,0.34,89.6,0,-6.7,1,2,24.05
20,DISOLVIENDO,21.79,7.5,24.06,16.56,13.26,1041.0,102.6,0,3,1,21,10.31,70.4,256.29,24.29,0.35,96.0,0,-7.4,1,3,24.05
21,DISOLVIENDO,21.86,8.43,24.06,15.63,13.26,1044.0,102.9,0,3,2,20,11.94,70.4,266.73,24.36,0.35,101.9,0,-8.0,1,3,24.05
22,DISOLVIENDO,21.97,9.88,24.06,14.18,13.26,1049.0,103.4,0,2,3,20,14.46,70.4,274.96,24.47,0.35,107.0,0,-14.4,1,3,24.05
23,DISOLVIENDO,22.1,11.17,24.06,12.89,13.26,1055.0,104.0,0,3,2,20,14.7,70.4,281.2,24.6,0.35,111.5,0,0,1,3,24.05
24,DISOLVIENDO,22.24,11.88,24.06,12.18,13.26,1062.0,104.7,0,3,2,20,15.74,70.4,285.72,24.74,0.35,115.5,0,0,1,3,24.05
25,DISOLVIENDO,22.4,13.0,24.06,11.06,13.26,1070.0,105.4,0,3,3,19,17.59,70.4,288.82,24.9,0.35,118.9,0,0,1,3,24.05
26,DISOLVIENDO,22.56,14.32,24.06,9.74,13.26,1077.0,106.1,0,3,3,19,19.86,70.4,290.79,25.06,0.36,121.6,0,0,1,3,24.05
27,DISOLVIENDO,22.7,15.11,24.06,8.95,13.26,1084.0,106.8,0,3,3,19,20.37,70.4,291.91,25.2,0.36,124.0,0,0,1,3,24.05
28,DISOLVIENDO,22.84,15.78,24.06,8.28,13.26,1091.0,107.5,0,4,2,19,21.3,70.4,292.42,25.34,0.36,126.1,0,0,1,4,24.05
29,DISOLVIENDO,22.96,16.61,24.15,7.54,13.26,1096.0,108.1,0,3,4,18,22.67,70.4,292.48,25.46,0.36,127.7,0,0,1,4,24.05
30,DISOLVIENDO,23.07,17.47,24.41,6.94,13.26,1102.0,108.6,0,3,4,18,24.25,70.4,292.24,25.57,0.36,129.0,0,0,1,4,24.05
31,DISOLVIENDO,23.16,18.28,24.58,6.3,13.26,1106.0,109.0,0,3,4,18,25.85,70.4,291.79,25.66,0.36,130.2,0,0,1,4,24.05
32,DISOLVIENDO,23.24,18.63,24.7,6.07,13.26,1110.0,109.4,0,3,4,18,27.09,70.4,291.2,25.74,0.37,131.2,0,0,1,4,24.05
33,DISOLVIENDO,23.31,19.0,24.78,5.77,13.26,1113.0,109.7,0,3,4,18,27.62,70.4,290.52,25.81,0.37,132.1,0,0,1,4,24.05
34,DISOLVIENDO,23.36,19.39,24.83,5.44,13.26,1115.0,109.9,0,3,4,18,28.31,70.4,289.77,25.86,0.37,132.8,0,0,1,4,24.05
35,DISOLVIENDO,23.4,19.76,24.86,5.11,13.26,1117.0,110.1,0,3,5,17,29.08,70.4,288.98,25.9,0.37,133.3,0,0,1,4,24.05
36,DISOLVIENDO,23.44,20.09,24.88,4.8,13.26,1119.0,110.3,0,3,5,17,29.87,70.4,288.17,25.94,0.37,133.8,0,0,1,4,24.05
37,DISOLVIENDO,23.47,20.38,24.9,4.52,13.26,1121.0,110.4,0,3,5,17,30.64,70.4,287.33,25.97,0.37,134.3,0,0,1,4,24.05
38,DISOLVIENDO,23.5,20.63,24.91,4.28,13.26,1122.0,110.6,0,3,5,17,31.38,70.4,286.49,26.0,0.37,134.8,0,0,1,4,24.05
39,DISOLVIENDO,23.52,20.85,24.92,4.07,13.26,1123.0,110.7,0,3,5,17,32.09,70.4,285.63,26.02,0.37,135.3,0,0,1,4,24.05
40,DISOLVIENDO,23.53,20.95,24.92,3.97,13.26,1124.0,110.8,0,3,5,17,32.76,70.4,284.77,26.03,0.37,135.7,0,0,1,4,24.05
41,DISOLVIENDO,23.55,21.04,24.92,3.88,13.26,1124.0,110.8,0,3,5,17,33.4,70.4,283.91,26.05,0.37,136.1,0,0,1,4,24.05
42,DISOLVIENDO,23.56,21.13,24.92,3.79,13.26,1125.0,110.9,0,2,6,17,34.01,70.4,283.05,26.06,0.37,136.5,0,0,1,4,24.05
43,DISOLVIENDO,23.58,21.22,24.92,3.7,13.26,1126.0,110.9,0,2,6,17,34.36,70.4,282.18,26.08,0.37,136.8,0,0,1,4,24.05
44,DISOLVIENDO,23.59,21.31,24.92,3.62,13.26,1126.0,111.0,0,2,7,16,34.61,70.4,281.31,26.09,0.37,137.2,0,0,1,4,24.05
45,DISOLVIENDO,23.6,21.39,24.93,3.54,13.26,1127.0,111.0,0,2,7,16,34.9,70.4,280.45,26.1,0.37,137.5,0,0,1,4,24.05
46,DISOLVIENDO,23.61,21.46,24.92,3.46,13.26,1127.0,111.1,0,2,7,16,35.2,70.4,279.58,26.11,0.37,137.8,0,0,1,4,24.05
47,DISOLVIENDO,23.61,21.54,24.92,3.39,13.26,1127.0,111.1,0,1,8,16,35.51,70.4,278.72,26.11,0.37,138.1,0,0,1,4,24.05
48,DISOLVIENDO,23.62,21.61,24.92,3.32,13.26,1128.0,111.2,0,1,7,17,35.83,70.4,277.85,26.12,0.37,138.4,0,0,1,4,24.05
49,DISOLVIENDO,23.63,21.68,24.92,3.25,13.26,1128.0,111.2,0,1,7,17,36.16,70.4,276.98,26.13,0.37,138.7,0,0,1,4,24.05
50,DISOLVIENDO,23.63,21.74,24.92,3.18,13.26,1128.0,111.2,0,0,8,17,36.49,70.4,276.12,26.13,0.37,139.0,0,0,1,4,24.05
51,DISOLVIENDO,23.64,21.8,24.92,3.12,13.26,1129.0,111.2,0,0,8,17,36.82,70.4,275.25,26.14,0.37,139.3,0,0,1,4,24.05
52,DISOLVIENDO,23.65,21.86,24.92,3.06,13.26,1129.0,111.3,0,0,8,17,37.16,70.4,274.39,26.15,0.37,139.5,0,0,1,4,24.05
53,DISOLVIENDO,23.65,21.92,24.92,3.01,13.26,1129.0,111.3,0,0,8,17,37.5,70.4,273.52,26.15,0.37,139.8,0,0,1,4,24.05
54,DISOLVIENDO,23.66,21.94,24.92,2.98,13.26,1130.0,111.3,0,0,8,17,37.83,70.4,272.66,26.16,0.37,140.1,0,0,1,4,24.05
55,DISOLVIENDO,23.66,21.96,24.92,2.96,13.26,1130.0,111.4,0,0,9,16,38.17,70.4,271.8,26.16,0.37,140.3,0,0,1,4,24.05
56,DISOLVIENDO,23.67,21.99,24.92,2.93,13.26,1130.0,111.4,0,0,9,16,38.5,70.4,270.94,26.17,0.37,140.6,0,0,1,4,24.05
57,DISOLVIENDO,23.67,22.01,24.92,2.91,13.26,1130.0,111.4,0,0,9,16,38.79,70.4,270.07,26.17,0.37,140.9,0,0,1,4,24.05
58,DISOLVIENDO,23.68,22.04,24.92,2.88,13.26,1130.0,111.4,0,0,9,16,38.91,70.4,269.21,26.18,0.37,141.1,0,0,1,4,24.05
59,DISOLVIENDO,23.68,22.07,24.92,2.85,13.26,1131.0,111.4,0,0,9,16,39.05,70.4,268.35,26.18,0.37,141.3,0,0,1,4,24.05
60,DISOLVIENDO,23.68,22.1,24.92,2.82,13.26,1131.0,111.5,0,0,9,16,39.2,70.4,267.49,26.18,0.37,141.6,0,0,1,4,24.05
61,DISOLVIENDO,23.69,22.13,24.92,2.79,13.26,1131.0,111.5,0,0,9,16,39.37,70.4,266.63,26.19,0.37,141.8,0,0,1,4,24.05
62,DISOLVIENDO,23.69,22.16,24.92,2.76,13.26,1131.0,111.5,0,0,9,16,39.54,70.4,265.77,26.19,0.37,142.0,0,0,1,4,24.05
63,DISOLVIENDO,23.7,22.19,24.92,2.73,13.26,1131.0,111.5,0,0,9,16,39.73,70.4,264.91,26.2,0.37,142.2,0,0,1,4,24.05
64,DISOLVIENDO,23.7,22.22,24.92,2.69,13.26,1132.0,111.5,0,0,9,16,39.92,70.4,264.05,26.2,0.37,142.5,0,0,1,4,24.05
65,DISOLVIENDO,23.7,22.25,24.92,2.66,13.26,1132.0,111.5,0,0,9,16,40.12,70.4,263.19,26.2,0.37,142.7,0,0,1,4,24.05
66,DISOLVIENDO,23.71,22.28,24.92,2.63,13.26,1132.0,111.6,0,0,9,16,40.33,70.4,262.34,26.21,0.37,142.9,0,0,1,4,24.05
67,DISOLVIENDO,23.71,22.31,24.92,2.6,13.26,1132.0,111.6,0,0,10,15,40.54,70.4,261.48,26.21,0.37,143.1,0,0,1,4,24.05
68,DISOLVIENDO,23.71,22.34,24.91,2.57,13.26,1132.0,111.6,0,0,10,15,40.75,70.4,260.62,26.21,0.37,143.3,0,0,1,4,24.05
69,DISOLVIENDO,23.71,22.37,24.91,2.54,13.26,1132.0,111.6,0,0,10,15,40.97,70.4,259.77,26.21,0.37,143.5,0,0,1,4,24.05
70,DISOLVIENDO,23.72,22.38,24.91,2.53,13.26,1132.0,111.6,0,0,10,15,41.19,70.4,258.91,26.22,0.37,143.7,0,0,1,4,24.05
71,DISOLVIENDO,23.72,22.39,24.91,2.52,13.26,1133.0,111.6,0,0,10,15,41.41,70.4,258.06,26.22,0.37,143.9,0,0,1,4,24.05
72,DISOLVIENDO,23.72,22.41,24.91,2.51,13.26,1133.0,111.6,0,0,10,15,41.63,70.4,257.2,26.22,0.37,144.1,0,0,1,4,24.05
73,DISOLVIENDO,23.73,22.42,24.91,2.49,13.26,1133.0,111.7,0,0,10,15,41.86,70.4,256.35,26.23,0.37,144.3,0,0,1,4,24.05
74,DISOLVIENDO,23.73,22.43,24.91,2.48,13.26,1133.0,111.7,0,0,10,15,41.96,70.4,255.5,26.23,0.37,144.4,0,0,1,4,24.05
75,DISOLVIENDO,23.73,22.45,24.91,2.46,13.26,1133.0,111.7,0,0,10,15,42.05,70.4,254.64,26.23,0.37,144.6,0,0,1,4,24.05
76,DISOLVIENDO,23.73,22.46,24.91,2.45,13.26,1133.0,111.7,0,0,10,15,42.14,70.4,253.79,26.23,0.37,144.8,0,0,1,4,24.05
77,DISOLVIENDO,23.74,22.48,24.91,2.43,13.26,1133.0,111.7,0,0,9,16,42.24,70.4,252.94,26.24,0.37,145.0,0,0,1,4,24.05
78,DISOLVIENDO,23.74,22.5,24.91,2.41,13.26,1133.0,111.7,0,0,9,16,42.35,70.4,252.09,26.24,0.37,145.2,0,0,1,4,24.05
79,DISOLVIENDO,23.74,22.51,24.91,2.4,13.26,1134.0,111.7,0,0,9,16,42.47,70.4,251.24,26.24,0.37,145.3,0,0,1,4,24.05
80,DISOLVIENDO,23.74,22.53,24.91,2.38,13.26,1134.0,111.7,0,0,9,16,42.6,70.4,250.39,26.24,0.37,145.5,0,0,1,4,24.05
81,DISOLVIENDO,23.75,22.55,24.91,2.36,13.26,1134.0,111.7,0,0,10,15,42.73,70.4,249.54,26.25,0.37,145.7,0,0,1,4,24.05
82,DISOLVIENDO,23.75,22.57,24.91,2.34,13.26,1134.0,111.8,0,0,10,15,42.87,70.4,248.69,26.25,0.37,145.8,0,0,1,4,24.05
