segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,23,7,15,15,0.668,0.4,0.75,0.022,0.75,0.0,0.4,0.0,1,1,60,0,0,30,23,71.58,78.97,77.14,3.04,78.78,0,0,0.668,0.75,0.4
2,ESTABILIZANDO,23,7,15,15,1.337,0.8,1.5,0.088,1.5,0.0,0.8,0.0,0,1,0,0,0,7,23,71.04,79.51,77.14,3.27,78.78,0,0,0.668,0.75,0.4
3,ESTABILIZANDO,23,7,15,15,2.005,1.2,2.25,0.197,2.25,0.0,1.2,0.0,0,1,0,0,0,0,23,70.15,80.4,77.14,3.67,78.78,0,0,0.668,0.75,0.4
4,ESTABILIZANDO,23,7,15,15,2.673,1.6,3.0,0.351,3.0,0.0,1.6,0.0,0,1,0,0,0,0,23,68.91,81.65,77.14,4.27,78.78,0,0,0.668,0.75,0.4
5,ESTABILIZANDO,23,7,15,15,3.342,2.0,3.75,0.548,3.75,0.0,2.0,0.0,0,1,0,0,0,0,23,67.31,83.24,77.14,5.08,78.78,0,0,0.668,0.75,0.4
6,ESTABILIZANDO,23,7,15,15,4.01,2.4,4.5,0.789,4.5,0.0,2.4,0.0,0,1,0,0,0,0,23,65.37,85.18,77.14,6.11,78.78,0,0,0.668,0.75,0.4
7,ESTABILIZANDO,23,7,15,15,4.678,2.8,5.25,1.074,5.25,0.0,2.8,0.0,0,1,0,0,0,0,23,63.08,87.47,77.14,7.37,78.78,0,0,0.668,0.75,0.4
8,ESTABILIZANDO,23,7,15,15,5.347,3.2,6.0,1.402,6.0,0.0,3.2,0.0,0,1,0,0,0,0,23,60.44,90.12,77.14,8.84,78.78,0,0,0.668,0.75,0.4
9,ESTABILIZANDO,23,7,15,15,6.015,3.6,6.75,1.775,6.75,0.0,3.6,0.0,0,1,0,0,0,0,23,57.44,93.11,77.14,10.52,78.78,0,0,0.668,0.75,0.4
10,ESTABILIZANDO,23,7,15,15,6.683,4.0,7.5,2.191,7.5,0.0,4.0,0.0,0,1,0,0,0,0,23,54.1,96.45,77.14,12.42,78.78,0,0,0.668,0.75,0.4
11,FRENANDO,23,7,15,15,7.608,0.0,8.928,4.92,8.465,3.269,4.792,0.0,0,1,0,0,1,1,29,50.39,100.3,77.14,14.62,78.76,0,10,0.884,1.418,-8.0
12,FRENANDO,23,7,15,15,8.726,0.0,10.331,6.338,9.683,4.343,5.582,0.0,0,1,0,0,1,1,29,46.39,104.77,77.14,17.37,78.72,0,20,0.823,1.39,-8.0
13,RECUPERANDO,23,7,15,15,9.778,0.15,11.703,7.728,10.816,5.466,6.369,0.001,0,1,0,0,0,1,29,42.31,109.83,77.14,20.6,78.63,0,29,1.061,1.498,0.452
14,RECUPERANDO,23,7,15,15,10.792,1.648,13.038,8.304,11.9,5.573,7.153,0.002,0,1,0,0,0,0,24,38.35,115.79,77.14,24.09,78.47,0,29,0.975,1.498,0.082
15,RECUPERANDO,23,7,15,15,11.717,3.146,14.329,8.983,12.869,6.032,7.933,0.004,1,2,60,0,0,0,24,34.75,126.71,77.14,27.66,78.21,0,29,0.884,1.498,-0.241
16,RECUPERANDO,23,7,15,15,12.552,4.644,15.569,9.812,13.722,6.932,8.708,0.008,0,2,0,0,0,0,24,29.55,137.15,77.14,31.2,77.78,0,29,0.796,1.498,-0.411
17,RECUPERANDO,23,7,15,15,13.302,6.142,16.75,10.739,14.466,8.194,9.477,0.012,0,2,0,0,0,0,23,24.93,146.91,77.14,34.66,77.06,0,29,0.714,1.496,-0.373
18,RECUPERANDO,23,7,15,15,13.975,7.636,17.866,11.603,15.112,9.583,10.237,0.018,0,2,0,0,0,0,18,22.16,155.79,77.14,38.0,75.77,0,29,0.64,1.493,-0.158
19,RECUPERANDO,23,7,15,15,14.577,9.126,18.908,12.236,15.669,10.84,10.989,0.027,0,2,0,0,0,0,18,21.01,163.55,77.14,41.21,73.88,0,29,0.573,1.487,-0.133
20,RECUPERANDO,23,7,15,15,15.116,9.951,19.87,12.556,16.147,11.813,11.729,0.037,1,3,60,0,0,0,17,21.16,169.95,77.14,44.24,73.5,0,29,0.512,1.476,-0.32
21,RECUPERANDO,23,7,15,15,15.599,10.534,20.746,12.581,16.555,12.477,12.457,0.051,0,3,0,0,0,0,16,22.33,174.81,77.14,47.05,73.36,0,29,0.46,1.458,-0.376
22,RECUPERANDO,23,7,15,15,16.034,11.327,21.529,12.372,16.905,12.861,13.17,0.068,0,3,0,0,0,0,16,24.25,178.0,77.14,49.61,71.18,0,29,0.416,1.429,-0.311
23,RECUPERANDO,23,7,15,15,16.43,12.269,22.21,11.979,17.211,12.986,13.866,0.088,0,3,0,0,0,0,14,26.71,183.45,77.14,51.89,68.31,0,29,0.382,1.387,-0.303
24,RECUPERANDO,23,7,15,15,16.797,12.905,22.782,11.428,17.483,12.852,14.541,0.112,0,3,0,0,0,0,13,28.23,191.79,77.14,53.9,65.01,0,29,0.355,1.329,-0.266
25,RECUPERANDO,23,7,15,15,17.139,13.379,23.233,10.735,17.731,12.458,15.194,0.139,1,4,60,0,0,0,13,29.27,200.02,77.14,55.66,61.44,0,29,0.333,1.254,-0.41
26,RECUPERANDO,23,7,15,15,17.462,13.876,23.554,9.923,17.962,11.823,15.822,0.17,0,4,0,0,0,0,14,30.4,208.03,77.14,57.18,57.78,0,29,0.315,1.162,-0.491
27,RECUPERANDO,23,7,15,15,17.769,14.383,23.735,9.027,18.179,10.993,16.423,0.203,0,4,0,0,0,0,15,31.55,215.72,77.14,58.51,54.2,0,29,0.3,1.104,-0.504
28,RECUPERANDO,23,7,15,15,18.062,14.888,23.961,8.097,18.387,10.037,16.995,0.24,1,5,60,0,0,0,13,31.47,222.99,77.14,59.66,50.89,0,29,0.287,1.069,-0.46
29,RECUPERANDO,23,7,15,15,18.342,15.198,24.135,7.185,18.588,9.03,17.537,0.28,0,5,0,0,0,0,12,31.63,229.73,77.14,60.65,47.96,0,29,0.275,1.015,-0.509
30,RECUPERANDO,23,7,15,15,18.611,15.418,24.244,6.336,18.783,8.041,18.049,0.324,0,5,0,0,0,0,10,32.07,235.84,77.14,61.49,47.35,0,29,0.264,0.946,-0.568
31,RECUPERANDO,23,7,15,15,18.87,15.69,24.292,5.581,18.974,7.12,18.529,0.373,1,6,60,0,0,0,7,32.7,241.27,77.14,62.2,45.68,0,29,0.254,0.863,-0.575
32,RECUPERANDO,23,7,15,15,19.119,15.998,24.28,4.933,19.161,6.297,18.978,0.425,0,6,0,0,0,0,2,33.45,245.96,77.14,62.78,44.77,0,29,0.244,0.769,-0.536
33,RECUPERANDO,23,7,15,15,19.357,16.326,24.212,4.39,19.346,5.579,19.396,0.482,0,6,0,0,0,0,2,33.09,249.93,77.14,63.22,42.85,0,29,0.235,0.668,-0.464
34,RECUPERANDO,23,7,15,15,19.587,16.664,24.125,3.938,19.527,4.956,19.782,0.544,0,6,0,0,0,0,2,33.02,253.18,77.14,63.53,43.77,0,29,0.225,0.61,-0.371
35,RECUPERANDO,23,7,15,15,19.806,17.001,24.263,3.561,19.705,4.416,20.138,0.609,0,6,0,0,0,0,1,33.2,255.8,77.14,63.72,45.05,0,29,0.214,0.55,-0.319
36,RECUPERANDO,23,7,15,15,20.014,17.331,24.313,3.24,19.877,3.94,20.464,0.677,0,6,0,0,0,0,0,33.58,257.85,77.14,63.8,46.38,0,29,0.203,0.487,-0.312
37,RECUPERANDO,23,7,15,15,20.211,17.649,24.288,2.961,20.044,3.515,20.761,0.746,0,6,0,0,0,0,0,34.09,259.43,77.14,63.76,47.25,0,29,0.192,0.423,-0.303
38,RECUPERANDO,23,7,15,15,20.397,17.95,24.201,2.713,20.204,3.131,21.03,0.816,0,6,0,0,0,0,0,34.7,260.65,77.14,63.63,48.34,0,29,0.18,0.366,-0.282
39,RECUPERANDO,23,7,15,15,20.571,18.232,24.328,2.49,20.357,2.782,21.273,0.886,0,6,0,0,0,0,0,35.36,261.58,77.14,63.41,49.4,0,29,0.168,0.337,-0.282
40,RECUPERANDO,23,7,15,15,20.733,18.495,24.384,2.287,20.502,2.464,21.491,0.953,0,6,0,0,0,0,0,35.53,262.32,77.14,63.11,49.98,0,29,0.157,0.308,-0.282
41,RECUPERANDO,23,7,15,15,20.883,18.699,24.373,2.102,20.638,2.176,21.686,1.018,0,6,0,1,0,0,0,35.79,262.95,77.14,62.76,50.79,0,29,0.145,0.297,-0.272
42,RECUPERANDO,23,7,15,15,21.022,18.885,24.308,1.935,20.767,1.917,21.859,1.079,0,6,0,1,0,0,0,36.17,263.53,77.14,62.35,51.68,0,29,0.134,0.288,-0.255
43,RECUPERANDO,23,7,15,15,21.15,19.095,24.195,1.784,20.887,1.686,22.012,1.135,1,7,60,2,0,0,0,36.63,264.1,77.14,61.9,51.55,0,29,0.123,0.275,-0.239
44,RECUPERANDO,23,7,15,15,21.267,19.319,24.045,1.65,20.999,1.483,22.147,1.186,0,7,0,2,0,0,0,37.15,264.7,77.14,61.42,51.22,0,29,0.113,0.261,-0.24
45,RECUPERANDO,23,7,15,15,21.374,19.516,23.865,1.531,21.103,1.306,22.266,1.233,0,7,0,2,0,0,0,37.7,265.36,77.14,60.93,50.86,0,29,0.103,0.245,-0.235
46,RECUPERANDO,23,7,15,15,21.472,19.669,23.664,1.426,21.199,1.153,22.369,1.274,1,8,60,2,0,0,0,38.26,266.1,77.14,60.43,51.09,0,29,0.094,0.229,-0.225
47,RECUPERANDO,23,7,15,15,21.561,19.807,23.767,1.336,21.288,1.023,22.459,1.311,0,8,0,2,0,0,0,38.82,266.93,77.14,59.94,51.39,0,29,0.085,0.224,-0.221
48,RECUPERANDO,23,7,15,15,21.642,19.931,23.854,1.258,21.37,0.914,22.537,1.344,0,8,0,2,0,0,0,39.37,267.85,77.14,59.46,50.96,0,29,0.078,0.215,-0.226
