segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,30,0,15,15,0.75,0.75,0.75,0.0,0.75,0.0,0,0,1,1,60,0,0,30,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
2,ESTABILIZANDO,30,0,15,15,1.5,1.5,1.5,0.0,1.5,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
3,ESTABILIZANDO,30,0,15,15,2.25,2.25,2.25,0.0,2.25,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
4,ESTABILIZANDO,30,0,15,15,3.0,3.0,3.0,0.0,3.0,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
5,ESTABILIZANDO,30,0,15,15,3.75,3.75,3.75,0.0,3.75,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
6,ESTABILIZANDO,30,0,15,15,4.5,4.5,4.5,0.0,4.5,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
7,ESTABILIZANDO,30,0,15,15,5.25,5.25,5.25,0.0,5.25,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
8,ESTABILIZANDO,30,0,15,15,6.0,6.0,6.0,0.0,6.0,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
9,ESTABILIZANDO,30,0,15,15,6.75,6.75,6.75,0.0,6.75,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
10,ESTABILIZANDO,30,0,15,15,7.5,7.5,7.5,0.0,7.5,0.0,0,0,0,1,0,0,0,0,30,78.78,78.78,78.78,0.0,78.78,0,0,0.75,0.75,0.75
11,FRENANDO,30,0,15,15,8.616,0.0,8.928,2.56,8.616,2.56,0,0,0,1,0,0,1,1,29,73.67,83.91,78.78,1.32,78.78,0,10,1.083,1.418,-8.0
12,FRENANDO,30,0,15,15,9.944,0.0,10.331,3.417,9.944,3.417,0,0,0,1,0,0,1,1,29,64.26,93.62,78.78,3.79,78.78,0,20,1.043,1.39,-8.0
13,RECUPERANDO,30,0,15,15,11.232,0.149,11.703,4.279,11.232,4.279,0,0,0,1,0,0,0,1,29,54.02,104.69,78.78,6.55,78.78,0,29,1.307,1.495,0.452
14,RECUPERANDO,30,0,15,15,12.507,1.645,13.038,4.229,12.507,4.229,0,0,0,1,0,0,0,0,29,44.31,116.16,78.78,9.3,78.78,0,29,1.249,1.496,0.081
15,RECUPERANDO,30,0,15,15,13.72,3.141,14.33,4.275,13.72,4.275,0,0,1,2,60,0,0,0,29,36.05,127.44,78.78,11.87,78.78,0,29,1.182,1.496,-0.242
16,RECUPERANDO,30,0,15,15,14.863,4.637,15.571,4.461,14.863,4.461,0,0,0,2,0,0,0,0,29,29.54,138.49,78.78,14.25,78.78,0,29,1.11,1.496,-0.413
17,RECUPERANDO,30,0,15,15,15.932,6.132,16.754,4.769,15.932,4.769,0,0,0,2,0,0,0,0,29,24.92,149.26,78.78,16.45,78.77,0,29,1.035,1.493,-0.375
18,RECUPERANDO,30,0,15,15,16.924,7.622,17.873,5.118,16.924,5.118,0,0,0,2,0,0,0,0,28,22.14,159.68,78.78,18.48,78.76,0,29,0.957,1.487,-0.161
19,RECUPERANDO,30,0,15,15,17.837,9.103,18.922,5.422,17.837,5.422,0,0,0,2,0,0,0,0,28,20.98,169.69,78.78,20.37,78.69,0,29,0.877,1.475,-0.169
20,RECUPERANDO,30,0,15,15,18.669,9.933,19.897,5.643,18.669,5.643,0,0,1,3,60,0,0,0,27,21.12,179.22,78.78,22.13,78.58,0,29,0.796,1.456,-0.393
21,RECUPERANDO,30,0,15,15,19.421,10.507,20.795,5.781,19.421,5.781,0,0,0,3,0,0,0,0,28,22.25,188.22,78.78,23.77,78.48,0,29,0.716,1.428,-0.463
22,RECUPERANDO,30,0,15,15,20.095,11.287,21.613,5.84,20.095,5.84,0,0,0,3,0,0,0,0,27,24.12,196.64,78.78,25.28,78.33,0,29,0.639,1.388,-0.389
23,RECUPERANDO,30,0,15,15,20.694,12.211,22.352,5.817,20.694,5.817,0,0,0,3,0,0,0,0,27,26.5,204.42,78.78,26.66,78.14,0,29,0.566,1.336,-0.216
24,RECUPERANDO,30,0,15,15,21.221,13.228,23.013,5.707,21.221,5.707,0,0,1,4,60,0,0,0,14,29.23,211.54,78.78,27.93,77.9,0,29,0.497,1.269,-0.267
25,RECUPERANDO,30,0,15,15,21.684,14.296,23.6,5.512,21.684,5.512,0,0,0,4,0,0,0,0,5,30.2,217.97,78.78,29.08,77.59,0,29,0.434,1.189,-0.319
26,RECUPERANDO,30,0,15,15,22.086,14.888,24.115,5.244,22.086,5.244,0,0,0,4,0,0,0,0,2,30.37,223.72,78.78,30.12,77.23,0,29,0.377,1.096,-0.298
27,RECUPERANDO,30,0,15,15,22.433,15.382,24.564,4.923,22.433,4.923,0,0,0,4,0,0,0,0,3,31.2,228.79,78.78,31.06,76.79,0,29,0.324,1.072,-0.222
28,RECUPERANDO,30,0,15,15,22.732,16.002,24.951,4.565,22.732,4.565,0,0,1,5,60,0,0,0,3,32.53,233.23,78.78,31.91,76.3,0,29,0.278,1.035,-0.186
29,RECUPERANDO,30,0,15,15,22.986,16.709,25.281,4.19,22.986,4.19,0,0,0,5,0,0,0,0,3,34.22,237.07,78.78,32.67,75.74,0,29,0.236,0.982,-0.213
30,RECUPERANDO,30,0,15,15,23.202,17.467,25.561,3.813,23.202,3.813,0,0,0,5,0,0,0,0,3,36.15,240.37,78.78,33.35,75.13,0,29,0.2,0.915,-0.208
31,RECUPERANDO,30,0,15,15,23.385,18.038,25.795,3.449,23.385,3.449,0,0,1,6,60,0,0,0,3,38.21,243.17,78.78,33.97,74.45,0,29,0.168,0.837,-0.256
