segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,8,22,22,8,0.493,0.4,0.75,0.024,0.75,0.0,0.4,0.0,1,1,60,0,0,30,8,71.58,78.97,73.64,3.18,71.78,0,0,0.493,0.75,0.4
2,ESTABILIZANDO,8,22,22,8,0.987,0.8,1.5,0.096,1.5,0.0,0.8,0.0,0,1,0,0,0,22,8,71.04,79.51,73.64,3.44,71.78,0,0,0.493,0.75,0.4
3,ESTABILIZANDO,8,22,22,8,1.48,1.2,2.25,0.216,2.25,0.0,1.2,0.0,0,1,0,0,0,0,8,70.15,80.4,73.64,3.9,71.78,0,0,0.493,0.75,0.4
4,ESTABILIZANDO,8,22,22,8,1.973,1.6,3.0,0.383,3.0,0.0,1.6,0.0,0,1,0,0,0,0,8,68.91,81.65,73.64,4.57,71.78,0,0,0.493,0.75,0.4
5,ESTABILIZANDO,8,22,22,8,2.467,2.0,3.75,0.599,3.75,0.0,2.0,0.0,0,1,0,0,0,0,8,67.31,83.24,73.64,5.48,71.78,0,0,0.493,0.75,0.4
6,ESTABILIZANDO,8,22,22,8,2.96,2.4,4.5,0.862,4.5,0.0,2.4,0.0,0,1,0,0,0,0,8,65.37,85.18,73.64,6.63,71.78,0,0,0.493,0.75,0.4
7,ESTABILIZANDO,8,22,22,8,3.453,2.8,5.25,1.174,5.25,0.0,2.8,0.0,0,1,0,0,0,0,8,63.08,87.47,73.64,8.01,71.78,0,0,0.493,0.75,0.4
8,ESTABILIZANDO,8,22,22,8,3.947,3.2,6.0,1.533,6.0,0.0,3.2,0.0,0,1,0,0,0,0,8,60.44,90.12,73.64,9.63,71.78,0,0,0.493,0.75,0.4
9,ESTABILIZANDO,8,22,22,8,4.44,3.6,6.75,1.94,6.75,0.0,3.6,0.0,0,1,0,0,0,0,8,57.44,93.11,73.64,11.48,71.78,0,0,0.493,0.75,0.4
10,ESTABILIZANDO,8,22,22,8,4.933,4.0,7.5,2.396,7.5,0.0,4.0,0.0,0,1,0,0,0,0,8,54.1,96.45,73.64,13.57,71.78,0,0,0.493,0.75,0.4
11,FRENANDO,8,22,22,8,5.549,0.0,8.927,3.835,7.649,8.366,4.785,0.0,0,1,0,0,1,1,29,50.36,100.3,73.64,15.66,71.78,0,10,0.581,1.414,-8.0
12,FRENANDO,8,22,22,8,6.372,0.0,10.321,4.611,8.59,10.582,5.566,0.0,0,1,0,0,1,1,29,46.27,104.76,73.64,18.0,71.78,0,20,0.536,1.376,-8.0
