segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,23,7,0,30,0.668,0.4,0.75,0.022,0.75,0.0,0.4,0.0,1,1,60,0,0,30,23,71.58,78.97,77.14,3.05,78.78,0,0,0.668,0.75,0.4
2,ESTABILIZANDO,23,7,0,30,1.337,0.8,1.5,0.088,1.5,0.0,0.8,0.0,0,1,0,0,0,7,23,71.04,79.51,77.14,3.32,78.78,0,0,0.668,0.75,0.4
3,ESTABILIZANDO,23,7,0,30,2.005,1.2,2.25,0.197,2.25,0.0,1.2,0.0,0,1,0,0,0,0,23,70.15,80.4,77.14,3.79,78.78,0,0,0.668,0.75,0.4
4,ESTABILIZANDO,23,7,0,30,2.673,1.6,3.0,0.351,3.0,0.0,1.6,0.0,0,1,0,0,0,0,23,68.91,81.65,77.14,4.48,78.78,0,0,0.668,0.75,0.4
5,ESTABILIZANDO,23,7,0,30,3.342,2.0,3.75,0.548,3.75,0.0,2.0,0.0,0,1,0,0,0,0,23,67.31,83.24,77.14,5.41,78.78,0,0,0.668,0.75,0.4
6,ESTABILIZANDO,23,7,0,30,4.01,2.4,4.5,0.789,4.5,0.0,2.4,0.0,0,1,0,0,0,0,23,65.37,85.18,77.14,6.57,78.78,0,0,0.668,0.75,0.4
7,ESTABILIZANDO,23,7,0,30,4.678,2.8,5.25,1.074,5.25,0.0,2.8,0.0,0,1,0,0,0,0,23,63.08,87.47,77.14,7.96,78.78,0,0,0.668,0.75,0.4
8,ESTABILIZANDO,23,7,0,30,5.347,3.2,6.0,1.402,6.0,0.0,3.2,0.0,0,1,0,0,0,0,23,60.44,90.12,77.14,9.59,78.78,0,0,0.668,0.75,0.4
9,ESTABILIZANDO,23,7,0,30,6.015,3.6,6.75,1.775,6.75,0.0,3.6,0.0,0,1,0,0,0,0,23,57.44,93.11,77.14,11.45,78.78,0,0,0.668,0.75,0.4
10,ESTABILIZANDO,23,7,0,30,6.683,4.0,7.5,2.191,7.5,0.0,4.0,0.0,0,1,0,0,0,0,23,54.1,96.45,77.14,13.54,78.78,0,0,0.668,0.75,0.4
11,FRENANDO,23,7,0,30,7.592,0.0,8.904,4.879,8.444,3.253,4.792,0.0,0,1,0,0,1,1,29,50.39,100.29,77.14,15.94,78.78,0,10,0.865,1.39,-8.0
12,FRENANDO,23,7,0,30,8.687,0.0,10.275,6.23,9.632,4.301,5.583,0.0,0,1,0,0,1,1,29,46.39,104.72,77.14,18.84,78.77,0,20,0.796,1.354,-8.0
13,RECUPERANDO,23,7,0,30,9.709,0.149,11.605,7.525,10.725,5.392,6.371,0.001,0,1,0,0,0,1,29,42.31,109.7,77.14,22.12,78.74,0,29,1.027,1.495,0.39
14,RECUPERANDO,23,7,0,30,10.686,1.645,12.883,7.997,11.761,5.482,7.156,0.002,0,1,0,0,0,0,23,38.35,115.2,77.14,25.54,78.67,0,29,0.935,1.496,0.033
15,RECUPERANDO,23,7,0,30,11.57,3.141,14.102,8.573,12.676,5.936,7.935,0.003,1,2,60,0,0,0,23,34.75,121.36,77.14,28.88,78.51,0,29,0.842,1.496,-0.264
16,RECUPERANDO,23,7,0,30,12.364,4.636,15.25,9.317,13.477,6.842,8.706,0.005,0,2,0,0,0,0,23,30.37,128.74,77.14,32.01,78.2,0,29,0.756,1.495,-0.409
17,RECUPERANDO,23,7,0,30,13.079,6.13,16.32,10.191,14.178,8.116,9.468,0.007,0,2,0,0,0,0,23,25.99,134.73,77.14,34.87,77.64,0,29,0.683,1.491,-0.357
18,RECUPERANDO,23,7,0,30,13.727,7.616,17.304,11.04,14.795,9.507,10.217,0.01,0,2,0,0,0,0,19,23.43,141.13,77.14,37.47,76.73,0,29,0.621,1.481,-0.145
19,RECUPERANDO,23,7,0,30,14.318,9.088,18.198,11.673,15.343,10.72,10.951,0.014,0,2,0,0,0,0,19,22.46,148.25,77.14,39.85,75.36,0,29,0.567,1.463,0.086
20,RECUPERANDO,23,7,0,30,14.857,9.73,18.999,11.964,15.828,11.557,11.666,0.019,0,2,0,0,0,0,19,22.77,155.47,77.14,42.06,73.48,0,29,0.516,1.435,-0.057
21,RECUPERANDO,23,7,0,30,15.347,10.288,19.708,11.889,16.256,11.959,12.36,0.026,0,2,0,0,0,0,16,24.07,162.72,77.14,44.13,72.45,0,29,0.469,1.393,-0.209
22,RECUPERANDO,23,7,0,30,15.791,11.042,20.328,11.502,16.631,11.971,13.032,0.034,0,2,0,0,0,0,16,26.09,169.93,77.14,46.08,71.2,0,29,0.425,1.337,-0.292
23,RECUPERANDO,23,7,0,30,16.193,11.928,20.863,10.888,16.959,11.679,13.679,0.043,0,2,0,0,0,0,9,27.28,177.03,77.14,47.91,69.75,0,29,0.385,1.263,-0.305
24,RECUPERANDO,23,7,0,30,16.558,12.889,21.321,10.133,17.245,11.175,14.299,0.053,0,2,0,0,0,0,9,28.18,183.96,77.14,49.61,67.67,0,29,0.349,1.174,-0.264
25,RECUPERANDO,23,7,0,30,16.89,13.357,21.708,9.31,17.498,10.539,14.891,0.064,0,2,0,0,0,0,12,29.2,190.69,77.14,51.18,64.86,0,29,0.318,1.07,-0.283
26,RECUPERANDO,23,7,0,30,17.193,13.846,22.033,8.481,17.722,9.838,15.453,0.074,1,3,60,0,0,0,12,30.3,197.17,77.14,52.59,61.89,0,29,0.292,0.996,-0.364
27,RECUPERANDO,23,7,0,30,17.472,14.343,22.303,7.689,17.925,9.125,15.983,0.082,0,3,0,0,0,0,10,31.43,203.38,77.14,53.86,58.87,0,29,0.269,0.959,-0.398
28,RECUPERANDO,23,7,0,30,17.73,14.837,22.526,6.96,18.11,8.432,16.48,0.089,0,3,0,0,0,0,5,32.46,209.31,77.14,54.97,55.9,0,29,0.249,0.901,-0.389
29,RECUPERANDO,23,7,0,30,17.969,15.16,22.708,6.304,18.282,7.776,16.942,0.094,1,4,60,0,0,0,3,32.47,214.95,77.14,55.93,53.81,0,29,0.232,0.829,-0.346
30,RECUPERANDO,23,7,0,30,18.192,15.371,22.854,5.718,18.442,7.16,17.369,0.097,0,4,0,0,0,0,1,32.78,220.29,77.14,56.75,53.42,0,29,0.216,0.746,-0.33
31,RECUPERANDO,23,7,0,30,18.4,15.632,22.97,5.19,18.594,6.579,17.761,0.098,1,5,60,0,0,0,1,33.29,225.34,77.14,57.46,52.94,0,29,0.201,0.657,-0.365
32,RECUPERANDO,23,7,0,30,18.593,15.926,23.059,4.71,18.738,6.025,18.119,0.097,0,5,0,0,0,0,1,33.95,230.11,77.14,58.06,52.41,0,29,0.187,0.567,-0.374
33,RECUPERANDO,23,7,0,30,18.773,16.24,23.125,4.268,18.874,5.495,18.443,0.094,0,5,0,0,0,0,0,34.71,234.61,77.14,58.58,50.61,0,29,0.174,0.481,-0.361
34,RECUPERANDO,23,7,0,30,18.94,16.562,23.17,3.855,19.002,4.984,18.735,0.091,1,6,60,0,0,0,0,35.51,238.85,77.14,59.03,48.3,0,29,0.161,0.4,-0.328
35,RECUPERANDO,23,7,0,30,19.093,16.883,23.196,3.469,19.123,4.494,18.997,0.088,0,6,0,0,0,0,0,36.32,242.84,77.14,59.43,46.32,0,29,0.148,0.335,-0.286
36,RECUPERANDO,23,7,0,30,19.235,17.007,23.204,3.109,19.236,4.029,19.23,0.085,0,6,0,0,0,0,0,36.42,246.59,77.14,59.78,44.69,0,29,0.136,0.316,-0.304
37,RECUPERANDO,23,7,0,30,19.365,17.156,23.195,2.773,19.342,3.59,19.438,0.083,0,6,0,0,0,0,0,36.7,250.11,77.14,60.1,44.05,0,29,0.124,0.303,-0.309
38,RECUPERANDO,23,7,0,30,19.483,17.332,23.17,2.465,19.441,3.183,19.622,0.08,0,6,0,0,0,0,0,37.1,253.42,77.14,60.38,43.91,0,29,0.113,0.286,-0.302
39,RECUPERANDO,23,7,0,30,19.591,17.525,23.13,2.183,19.532,2.809,19.785,0.078,0,6,0,0,0,0,0,37.58,256.51,77.14,60.63,44.3,0,29,0.103,0.267,-0.284
40,RECUPERANDO,23,7,0,30,19.689,17.727,23.075,1.929,19.616,2.47,19.928,0.076,0,6,0,2,0,0,0,38.12,259.41,77.14,60.86,44.84,0,29,0.094,0.247,-0.257
41,RECUPERANDO,23,7,0,30,19.777,17.93,23.006,1.701,19.693,2.166,20.054,0.074,0,6,0,2,0,0,0,38.69,262.1,77.14,61.06,45.34,0,29,0.085,0.227,-0.234
42,RECUPERANDO,23,7,0,30,19.858,18.128,22.923,1.499,19.765,1.896,20.164,0.072,0,6,0,2,0,0,0,39.26,264.6,77.14,61.23,45.8,0,29,0.077,0.207,-0.241
43,RECUPERANDO,23,7,0,30,19.931,18.201,22.827,1.322,19.83,1.66,20.261,0.07,0,6,0,3,0,0,0,39.63,266.91,77.14,61.37,45.64,0,29,0.07,0.197,-0.241
44,RECUPERANDO,23,7,0,30,19.997,18.294,22.719,1.167,19.891,1.453,20.345,0.068,1,7,60,5,0,0,0,39.8,269.03,77.14,61.48,46.06,0,29,0.063,0.187,-0.235
45,RECUPERANDO,23,7,0,30,20.057,18.402,22.601,1.032,19.946,1.274,20.418,0.066,0,7,0,5,0,0,0,40.06,270.95,77.14,61.56,46.44,0,29,0.057,0.176,-0.223
46,RECUPERANDO,23,7,0,30,20.111,18.518,22.473,0.915,19.998,1.119,20.482,0.064,1,8,60,5,0,0,0,40.37,272.69,77.14,61.61,46.55,0,29,0.052,0.164,-0.207
47,RECUPERANDO,23,7,0,30,20.16,18.639,22.338,0.814,20.046,0.986,20.538,0.062,0,8,0,6,0,0,0,40.71,274.24,77.14,61.64,46.82,0,29,0.048,0.152,-0.188
48,RECUPERANDO,23,7,0,30,20.206,18.762,22.197,0.727,20.09,0.872,20.586,0.06,0,8,0,6,0,0,0,41.08,275.6,77.14,61.63,47.08,0,29,0.043,0.14,-0.166
49,RECUPERANDO,23,7,0,30,20.247,18.883,22.154,0.651,20.131,0.773,20.628,0.058,0,8,0,7,0,0,0,41.46,276.77,77.14,61.59,47.31,0,29,0.04,0.128,-0.145
50,RECUPERANDO,23,7,0,30,20.285,18.994,22.125,0.585,20.17,0.688,20.665,0.056,0,8,0,7,0,0,0,41.84,277.77,77.14,61.53,47.53,0,29,0.037,0.117,-0.146
51,RECUPERANDO,23,7,0,30,20.32,19.039,22.094,0.527,20.206,0.615,20.696,0.053,0,8,0,7,0,0,0,42.21,278.59,77.14,61.45,47.32,0,29,0.034,0.11,-0.145
52,RECUPERANDO,23,7,0,30,20.353,19.094,22.06,0.476,20.24,0.551,20.723,0.051,1,9,60,7,0,0,0,42.39,279.25,77.14,61.34,47.58,0,29,0.031,0.105,-0.141
53,RECUPERANDO,23,7,0,30,20.383,19.157,22.024,0.431,20.272,0.495,20.747,0.049,0,9,0,7,0,0,0,42.54,279.74,77.14,61.22,47.82,0,29,0.029,0.098,-0.137
54,RECUPERANDO,23,7,0,30,20.41,19.223,21.986,0.392,20.302,0.446,20.767,0.047,0,9,0,7,0,0,0,42.72,280.08,77.14,61.08,48.04,0,29,0.027,0.092,-0.13
55,RECUPERANDO,23,7,0,30,20.436,19.292,21.947,0.357,20.33,0.403,20.785,0.045,1,10,60,7,0,0,0,42.93,280.27,77.14,60.92,47.96,0,29,0.025,0.086,-0.123
56,RECUPERANDO,23,7,0,30,20.461,19.362,21.907,0.325,20.357,0.366,20.8,0.043,0,10,0,7,0,0,0,43.15,280.34,77.14,60.75,47.95,0,29,0.023,0.08,-0.114
57,RECUPERANDO,23,7,0,30,20.483,19.431,21.867,0.297,20.383,0.332,20.813,0.041,0,10,0,7,0,0,0,43.38,280.28,77.14,60.58,48.15,0,29,0.022,0.074,-0.105
58,RECUPERANDO,23,7,0,30,20.505,19.499,21.827,0.272,20.407,0.302,20.825,0.039,1,11,60,7,0,0,0,43.62,280.11,77.14,60.39,48.33,0,29,0.021,0.069,-0.095
59,RECUPERANDO,23,7,0,30,20.524,19.565,21.787,0.25,20.43,0.276,20.835,0.038,0,11,0,7,0,0,0,43.86,279.84,77.14,60.19,48.48,0,29,0.019,0.065,-0.086
60,RECUPERANDO,23,7,0,30,20.543,19.601,21.747,0.229,20.452,0.252,20.844,0.036,1,12,60,7,0,0,0,44.09,279.48,77.14,59.99,48.6,0,29,0.018,0.063,-0.076
61,RECUPERANDO,23,7,0,30,20.561,19.631,21.708,0.211,20.472,0.231,20.851,0.035,0,12,0,7,0,0,0,44.32,279.05,77.14,59.79,48.71,0,29,0.017,0.06,-0.067
62,RECUPERANDO,23,7,0,30,20.577,19.664,21.67,0.194,20.492,0.212,20.858,0.034,0,12,0,7,0,0,0,44.47,278.55,77.14,59.59,48.82,0,29,0.016,0.057,-0.057
63,RECUPERANDO,23,7,0,30,20.593,19.7,21.633,0.179,20.511,0.195,20.863,0.032,0,12,0,7,0,0,0,44.56,277.99,77.14,59.38,48.92,0,29,0.015,0.054,-0.049
64,RECUPERANDO,23,7,0,30,20.608,19.737,21.597,0.165,20.529,0.179,20.869,0.031,0,12,0,7,0,0,0,44.68,277.38,77.14,59.17,49.02,0,29,0.014,0.051,-0.041
65,RECUPERANDO,23,7,0,30,20.622,19.776,21.562,0.153,20.545,0.165,20.873,0.03,0,12,0,7,0,0,0,44.8,276.73,77.14,58.96,48.95,0,29,0.014,0.048,-0.034
66,RECUPERANDO,23,7,0,30,20.635,19.815,21.528,0.142,20.562,0.153,20.877,0.029,0,12,0,7,0,0,0,44.94,276.05,77.14,58.76,48.96,0,29,0.013,0.046,-0.033
67,RECUPERANDO,23,7,0,30,20.648,19.854,21.495,0.131,20.577,0.141,20.881,0.028,0,12,0,7,0,0,0,45.08,275.34,77.14,58.56,49.08,0,29,0.012,0.043,-0.032
68,RECUPERANDO,23,7,0,30,20.66,19.892,21.464,0.122,20.591,0.13,20.884,0.028,1,13,60,7,0,0,0,45.22,274.62,77.14,58.36,49.19,0,29,0.012,0.04,-0.03
69,RECUPERANDO,23,7,0,30,20.671,19.93,21.435,0.113,20.605,0.121,20.886,0.027,0,13,0,7,0,0,0,45.37,273.88,77.14,58.16,49.3,0,29,0.011,0.038,-0.029
70,RECUPERANDO,23,7,0,30,20.681,19.967,21.407,0.105,20.618,0.112,20.889,0.026,0,13,0,7,0,0,0,45.52,273.13,77.14,57.97,49.39,0,29,0.01,0.036,-0.028
71,RECUPERANDO,23,7,0,30,20.692,20.003,21.38,0.098,20.631,0.104,20.891,0.025,1,14,60,7,0,0,0,45.66,272.37,77.14,57.78,49.48,0,29,0.01,0.035,-0.026
72,RECUPERANDO,23,7,0,30,20.701,20.037,21.355,0.091,20.643,0.096,20.893,0.025,0,14,0,7,0,0,0,45.81,271.62,77.14,57.59,49.56,0,29,0.009,0.034,-0.025
73,RECUPERANDO,23,7,0,30,20.71,20.07,21.331,0.085,20.654,0.09,20.895,0.024,0,14,0,7,0,0,0,45.95,270.86,77.14,57.41,49.61,0,29,0.009,0.033,-0.023
74,RECUPERANDO,23,7,0,30,20.719,20.102,21.308,0.079,20.665,0.083,20.897,0.023,1,15,60,7,0,0,0,46.09,270.12,77.14,57.24,49.65,0,29,0.008,0.031,-0.022
75,RECUPERANDO,23,7,0,30,20.727,20.133,21.287,0.074,20.675,0.078,20.899,0.023,0,15,0,7,0,0,0,46.23,269.38,77.14,57.07,49.69,0,29,0.008,0.03,-0.02
76,RECUPERANDO,23,7,0,30,20.735,20.163,21.268,0.069,20.685,0.072,20.9,0.022,1,16,60,7,0,0,0,46.37,268.64,77.14,56.9,49.73,0,29,0.008,0.029,-0.019
77,RECUPERANDO,23,7,0,30,20.742,20.191,21.249,0.065,20.694,0.068,20.901,0.022,0,16,0,7,0,0,0,46.5,267.92,77.14,56.74,49.77,0,29,0.007,0.028,-0.018
78,RECUPERANDO,23,7,0,30,20.749,20.218,21.232,0.061,20.703,0.063,20.903,0.022,0,16,0,7,0,0,0,46.62,267.21,77.14,56.58,49.8,0,29,0.007,0.026,-0.017
79,RECUPERANDO,23,7,0,30,20.756,20.243,21.216,0.057,20.711,0.059,20.904,0.021,1,17,60,7,0,0,0,46.75,266.51,77.14,56.43,49.83,0,29,0.007,0.025,-0.015
80,RECUPERANDO,23,7,0,30,20.762,20.268,21.201,0.053,20.719,0.055,20.905,0.021,0,17,0,7,0,0,0,46.86,265.82,77.14,56.28,49.86,0,29,0.006,0.024,-0.014
81,RECUPERANDO,23,7,0,30,20.768,20.291,21.187,0.05,20.726,0.052,20.906,0.02,1,18,60,7,0,0,0,46.98,265.15,77.14,56.14,49.88,0,29,0.006,0.023,-0.013
82,RECUPERANDO,23,7,0,30,20.774,20.314,21.175,0.047,20.734,0.049,20.907,0.02,0,18,0,7,0,0,0,47.09,264.49,77.14,56.0,49.91,0,29,0.006,0.022,-0.012
