segundo,estado_sim,num_cars,num_trucks,num_aggressive,num_cautious,avg_velocity,min_velocity,max_velocity,velocity_variance,car_mean_velocity,car_velocity_variance,truck_mean_velocity,truck_velocity_variance,throughput_per_second,cumulative_throughput,throughput_per_min,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,max_gap,avg_gap,std_gap,median_gap,near_collisions,hard_brakes,avg_acceleration,max_acceleration,min_acceleration
1,ESTABILIZANDO,29,1,22,8,0.738,0.4,0.75,0.004,0.75,0.0,0.4,0.0,1,1,60,0,0,30,29,71.58,78.97,78.54,1.29,78.78,0,0,0.738,0.75,0.4
2,ESTABILIZANDO,29,1,22,8,1.477,0.8,1.5,0.016,1.5,0.0,0.8,0.0,0,1,0,0,0,1,29,71.04,79.51,78.54,1.4,78.78,0,0,0.738,0.75,0.4
3,ESTABILIZANDO,29,1,22,8,2.215,1.2,2.25,0.036,2.25,0.0,1.2,0.0,0,1,0,0,0,0,29,70.15,80.4,78.54,1.59,78.78,0,0,0.738,0.75,0.4
4,ESTABILIZANDO,29,1,22,8,2.953,1.6,3.0,0.063,3.0,0.0,1.6,0.0,0,1,0,0,0,0,29,68.91,81.65,78.54,1.86,78.78,0,0,0.738,0.75,0.4
5,ESTABILIZANDO,29,1,22,8,3.692,2.0,3.75,0.099,3.75,0.0,2.0,0.0,0,1,0,0,0,0,29,67.31,83.24,78.54,2.23,78.78,0,0,0.738,0.75,0.4
6,ESTABILIZANDO,29,1,22,8,4.43,2.4,4.5,0.142,4.5,0.0,2.4,0.0,0,1,0,0,0,0,29,65.37,85.18,78.54,2.7,78.78,0,0,0.738,0.75,0.4
7,ESTABILIZANDO,29,1,22,8,5.168,2.8,5.25,0.193,5.25,0.0,2.8,0.0,0,1,0,0,0,0,29,63.08,87.47,78.54,3.27,78.78,0,0,0.738,0.75,0.4
8,ESTABILIZANDO,29,1,22,8,5.907,3.2,6.0,0.253,6.0,0.0,3.2,0.0,0,1,0,0,0,0,29,60.44,90.12,78.54,3.93,78.78,0,0,0.738,0.75,0.4
9,ESTABILIZANDO,29,1,22,8,6.645,3.6,6.75,0.32,6.75,0.0,3.6,0.0,0,1,0,0,0,0,29,57.44,93.11,78.54,4.69,78.78,0,0,0.738,0.75,0.4
10,ESTABILIZANDO,29,1,22,8,7.383,4.0,7.5,0.395,7.5,0.0,4.0,0.0,0,1,0,0,0,0,29,54.1,96.45,78.54,5.54,78.78,0,0,0.738,0.75,0.4
11,FRENANDO,29,1,22,8,8.475,0.0,8.928,3.024,8.602,2.646,4.795,0.0,0,1,0,0,1,1,29,50.4,100.3,78.54,6.63,78.78,0,10,1.058,1.418,-8.0
12,FRENANDO,29,1,22,8,9.777,0.0,10.331,4.025,9.921,3.539,5.59,0.0,0,1,0,0,1,1,29,46.44,104.77,78.54,8.47,78.78,0,20,1.015,1.39,-8.0
13,RECUPERANDO,29,1,22,8,11.035,0.15,11.703,5.054,11.195,4.456,6.382,0.0,0,1,0,0,0,1,29,42.41,109.83,78.54,10.91,78.78,0,29,1.277,1.498,0.452
14,RECUPERANDO,29,1,22,8,12.279,1.648,13.038,5.223,12.455,4.473,7.172,0.0,0,1,0,0,0,0,28,38.53,116.15,78.54,13.62,78.78,0,29,1.216,1.498,0.082
15,RECUPERANDO,29,1,22,8,13.458,3.146,14.33,5.543,13.647,4.655,7.957,0.0,1,2,60,0,0,0,28,35.03,127.42,78.54,16.34,78.78,0,29,1.148,1.498,-0.241
16,RECUPERANDO,29,1,22,8,14.566,4.644,15.571,6.063,14.767,5.06,8.737,0.0,0,2,0,0,0,0,28,29.55,138.44,78.54,18.97,78.77,0,29,1.076,1.498,-0.411
17,RECUPERANDO,29,1,22,8,15.601,6.142,16.754,6.76,15.811,5.669,9.508,0.0,0,2,0,0,0,0,28,24.93,149.17,78.54,21.5,78.74,0,29,1.002,1.497,-0.373
18,RECUPERANDO,29,1,22,8,16.562,7.636,17.873,7.531,16.779,6.378,10.27,0.0,0,2,0,0,0,0,26,22.16,159.52,78.54,23.93,78.71,0,29,0.927,1.493,-0.157
19,RECUPERANDO,29,1,22,8,17.447,9.127,18.922,8.264,17.669,7.075,11.018,0.0,0,2,0,0,0,0,26,21.01,169.43,78.54,26.28,78.66,0,29,0.85,1.487,-0.167
20,RECUPERANDO,29,1,22,8,18.255,9.951,19.897,8.9,18.479,7.699,11.752,0.0,1,3,60,0,0,0,26,21.16,178.82,78.54,28.55,78.59,0,29,0.773,1.477,-0.389
21,RECUPERANDO,29,1,22,8,18.985,10.534,20.795,9.429,19.21,8.238,12.467,0.0,0,3,0,0,0,0,25,22.33,187.61,78.54,30.74,78.46,0,29,0.696,1.462,-0.457
22,RECUPERANDO,29,1,22,8,19.64,11.329,21.614,9.848,19.863,8.691,13.161,0.0,0,3,0,0,0,0,25,24.25,195.72,78.54,32.84,78.28,0,29,0.622,1.44,-0.38
23,RECUPERANDO,29,1,22,8,20.222,12.273,22.354,10.151,20.443,9.044,13.831,0.0,0,3,0,0,0,0,23,26.73,203.1,78.54,34.83,77.99,0,29,0.551,1.41,-0.318
24,RECUPERANDO,29,1,22,8,20.737,13.318,23.016,10.325,20.953,9.282,14.474,0.0,1,4,60,0,0,0,21,29.48,209.67,78.54,36.71,77.55,0,29,0.486,1.372,-0.407
25,RECUPERANDO,29,1,22,8,21.189,13.901,23.605,10.367,21.4,9.397,15.088,0.0,0,4,0,0,0,0,13,30.38,215.39,78.54,38.49,77.12,0,29,0.426,1.322,-0.46
26,RECUPERANDO,29,1,22,8,21.585,14.43,24.123,10.287,21.789,9.393,15.669,0.0,0,4,0,0,0,0,4,30.62,220.24,78.54,40.15,76.68,0,29,0.371,1.262,-0.413
27,RECUPERANDO,29,1,22,8,21.928,14.964,24.576,10.102,22.125,9.286,16.216,0.0,0,4,0,0,0,0,5,31.07,224.19,78.54,41.7,76.19,0,29,0.322,1.19,-0.336
28,RECUPERANDO,29,1,22,8,22.226,15.49,24.97,9.836,22.416,9.097,16.728,0.0,1,5,60,0,0,0,4,30.76,227.26,78.54,43.14,75.65,0,29,0.279,1.112,-0.395
29,RECUPERANDO,29,1,22,8,22.483,15.808,25.309,9.518,22.665,8.852,17.204,0.0,0,5,0,0,0,0,4,30.82,233.68,78.54,44.46,75.07,0,29,0.24,1.074,-0.417
30,RECUPERANDO,29,1,22,8,22.704,16.069,25.599,9.174,22.879,8.577,17.643,0.0,0,5,0,0,0,0,3,31.14,241.38,78.54,45.68,74.45,0,29,0.207,1.022,-0.454
31,RECUPERANDO,29,1,22,8,22.895,16.376,25.847,8.825,23.062,8.291,18.046,0.0,1,6,60,0,0,0,3,31.65,248.76,78.54,46.79,73.76,0,29,0.178,0.959,-0.473
32,RECUPERANDO,29,1,22,8,23.059,16.713,26.056,8.488,23.219,8.012,18.414,0.0,0,6,0,0,0,0,3,32.28,255.77,78.54,47.79,72.03,0,29,0.153,0.887,-0.456
33,RECUPERANDO,29,1,22,8,23.2,17.065,26.231,8.176,23.353,7.751,18.747,0.0,0,6,0,0,0,0,4,32.97,262.36,78.54,48.68,69.99,0,29,0.132,0.811,-0.448
34,RECUPERANDO,29,1,22,8,23.322,17.42,26.378,7.896,23.469,7.516,19.048,0.0,1,7,60,0,0,0,4,33.68,268.49,78.54,49.47,67.71,0,29,0.115,0.774,-0.491
35,RECUPERANDO,29,1,22,8,23.428,17.767,26.782,7.651,23.57,7.312,19.317,0.0,0,7,0,0,0,0,3,34.39,274.12,78.54,50.16,65.33,0,29,0.1,0.727,-0.504
36,RECUPERANDO,29,1,22,8,23.521,17.913,27.201,7.443,23.658,7.139,19.558,0.0,0,7,0,2,0,0,3,35.07,279.24,78.54,50.75,66.21,0,29,0.088,0.673,-0.49
37,RECUPERANDO,29,1,22,8,23.604,18.071,27.549,7.27,23.736,6.997,19.772,0.0,0,7,0,2,0,0,2,35.71,283.87,78.54,51.25,66.8,0,29,0.078,0.615,-0.454
38,RECUPERANDO,29,1,22,8,23.677,18.252,27.834,7.128,23.805,6.881,19.961,0.0,0,7,0,2,0,0,2,36.21,288.02,78.54,51.66,66.19,0,29,0.07,0.557,-0.469
39,RECUPERANDO,29,1,22,8,23.742,18.446,28.065,7.012,23.867,6.788,20.128,0.0,0,7,0,2,0,0,1,35.89,291.74,78.54,52.0,65.59,0,29,0.063,0.527,-0.483
40,RECUPERANDO,29,1,22,8,23.802,18.645,28.248,6.915,23.923,6.71,20.275,0.0,0,7,0,3,0,0,0,35.76,295.08,78.54,52.27,65.0,0,29,0.057,0.492,-0.478
41,RECUPERANDO,29,1,22,8,23.855,18.767,28.391,6.832,23.975,6.642,20.403,0.0,0,7,0,3,0,0,0,35.78,298.1,78.54,52.48,64.41,0,29,0.051,0.453,-0.455
42,RECUPERANDO,29,1,22,8,23.904,18.864,28.5,6.756,24.021,6.579,20.514,0.0,0,7,0,3,0,0,0,35.91,300.87,78.54,52.66,64.51,0,29,0.047,0.412,-0.418
43,RECUPERANDO,29,1,22,8,23.949,18.981,28.581,6.681,24.064,6.514,20.611,0.0,0,7,0,3,0,0,0,36.12,303.45,78.54,52.81,64.85,0,29,0.042,0.372,-0.37
44,RECUPERANDO,29,1,22,8,23.988,19.113,28.637,6.606,24.102,6.447,20.695,0.0,0,7,0,3,0,0,0,36.39,305.91,78.54,52.95,64.87,0,29,0.038,0.348,-0.316
45,RECUPERANDO,29,1,22,8,24.024,19.252,28.674,6.527,24.136,6.373,20.768,0.0,0,7,0,3,0,0,0,36.69,308.3,78.54,53.08,64.16,0,29,0.034,0.326,-0.259
46,RECUPERANDO,29,1,22,8,24.056,19.393,28.694,6.443,24.167,6.295,20.832,0.0,0,7,0,3,0,0,0,37.0,310.66,78.54,53.23,63.45,0,29,0.03,0.302,-0.204
47,RECUPERANDO,29,1,22,8,24.083,19.472,28.699,6.357,24.193,6.212,20.887,0.0,0,7,0,3,0,0,0,37.24,313.05,78.54,53.4,62.72,0,29,0.025,0.277,-0.192
48,RECUPERANDO,29,1,22,8,24.106,19.541,28.693,6.269,24.215,6.126,20.934,0.0,1,8,60,3,0,0,0,37.34,315.49,78.54,53.59,62.94,0,29,0.021,0.252,-0.191
49,RECUPERANDO,29,1,22,8,24.125,19.624,28.676,6.181,24.233,6.04,20.976,0.0,0,8,0,3,0,0,0,37.5,318.0,78.54,53.81,63.3,0,29,0.017,0.229,-0.198
50,RECUPERANDO,29,1,22,8,24.139,19.716,28.651,6.095,24.247,5.956,21.012,0.0,1,9,60,3,0,0,0,37.68,320.62,78.54,54.07,63.64,0,29,0.013,0.215,-0.201
51,RECUPERANDO,29,1,22,8,24.15,19.812,28.618,6.012,24.258,5.875,21.043,0.0,0,9,0,3,0,0,0,37.9,323.35,78.54,54.37,63.34,0,29,0.009,0.202,-0.201
52,RECUPERANDO,29,1,22,8,24.158,19.91,28.579,5.935,24.264,5.8,21.071,0.0,0,9,0,3,0,0,0,38.12,326.19,78.54,54.7,62.63,0,29,0.006,0.188,-0.2
53,RECUPERANDO,29,1,22,8,24.161,19.98,28.534,5.864,24.267,5.731,21.095,0.0,1,10,60,3,0,0,0,38.34,329.16,78.54,55.08,61.91,0,29,0.002,0.175,-0.206
54,RECUPERANDO,29,1,22,8,24.161,20.025,28.484,5.8,24.266,5.669,21.115,0.0,0,10,0,3,0,0,0,38.45,332.26,78.54,55.49,61.59,0,29,-0.001,0.162,-0.21
55,RECUPERANDO,29,1,22,8,24.159,20.08,28.429,5.743,24.263,5.615,21.133,0.0,1,11,60,3,0,0,0,38.54,335.49,78.54,55.94,61.87,0,29,-0.004,0.149,-0.211
56,RECUPERANDO,29,1,22,8,24.153,20.141,28.37,5.693,24.257,5.568,21.149,0.0,0,11,0,3,0,0,0,38.66,338.84,78.54,56.42,61.24,0,29,-0.007,0.137,-0.209
57,RECUPERANDO,29,1,22,8,24.145,20.205,28.306,5.65,24.248,5.527,21.163,0.0,1,12,60,3,0,0,0,38.8,342.3,78.54,56.94,60.47,0,29,-0.009,0.129,-0.208
58,RECUPERANDO,29,1,22,8,24.134,20.271,28.239,5.613,24.237,5.494,21.174,0.0,0,12,0,3,0,0,0,38.95,345.89,78.54,57.48,60.28,0,29,-0.011,0.122,-0.213
59,RECUPERANDO,29,1,22,8,24.122,20.337,28.168,5.582,24.223,5.467,21.185,0.0,1,13,60,3,0,0,0,39.11,349.58,78.54,58.06,60.52,0,29,-0.013,0.116,-0.216
60,RECUPERANDO,29,1,22,8,24.108,20.401,28.093,5.556,24.208,5.445,21.194,0.0,0,13,0,3,0,0,0,39.26,353.38,78.54,58.66,60.56,0,29,-0.015,0.109,-0.217
61,RECUPERANDO,29,1,22,8,24.092,20.462,28.016,5.536,24.192,5.428,21.201,0.0,0,13,0,3,0,0,0,39.41,357.29,78.54,59.28,59.91,0,29,-0.016,0.103,-0.215
62,RECUPERANDO,29,1,22,8,24.075,20.52,27.992,5.519,24.174,5.416,21.208,0.0,1,14,60,3,0,0,0,39.55,361.28,78.54,59.93,59.71,0,29,-0.017,0.096,-0.211
63,RECUPERANDO,29,1,22,8,24.057,20.575,27.969,5.506,24.155,5.408,21.214,0.0,0,14,0,3,0,0,0,39.69,365.37,78.54,60.59,59.68,0,29,-0.018,0.091,-0.216
64,RECUPERANDO,29,1,22,8,24.038,20.626,27.943,5.497,24.135,5.403,21.219,0.0,0,14,0,4,0,0,0,39.81,369.54,78.54,61.27,59.87,0,29,-0.019,0.085,-0.22
65,RECUPERANDO,29,1,22,8,24.019,20.674,27.914,5.491,24.115,5.401,21.223,0.0,1,15,60,4,0,0,0,39.93,373.79,78.54,61.97,60.06,0,29,-0.02,0.08,-0.221
66,RECUPERANDO,29,1,22,8,23.999,20.718,27.882,5.487,24.094,5.402,21.226,0.0,0,15,0,4,0,0,0,40.04,378.11,78.54,62.68,60.24,0,29,-0.02,0.076,-0.22
67,RECUPERANDO,29,1,22,8,23.978,20.758,27.846,5.485,24.073,5.405,21.23,0.0,1,16,60,4,0,0,0,40.15,382.51,78.54,63.4,59.52,0,29,-0.02,0.071,-0.217
68,RECUPERANDO,29,1,22,8,23.958,20.796,27.807,5.485,24.052,5.409,21.232,0.0,0,16,0,4,0,0,0,40.24,386.98,78.54,64.14,59.01,0,29,-0.021,0.067,-0.215
69,RECUPERANDO,29,1,22,8,23.937,20.83,27.765,5.486,24.03,5.415,21.235,0.0,1,17,60,4,0,0,0,40.33,391.51,78.54,64.88,58.89,0,29,-0.021,0.064,-0.22
70,RECUPERANDO,29,1,22,8,23.917,20.862,27.72,5.488,24.009,5.421,21.237,0.0,0,17,0,4,0,0,0,40.41,396.1,78.54,65.63,58.76,0,29,-0.02,0.06,-0.223
71,RECUPERANDO,29,1,22,8,23.896,20.891,27.671,5.49,23.988,5.427,21.238,0.0,1,18,60,4,0,0,0,40.49,400.75,78.54,66.39,58.63,0,29,-0.02,0.057,-0.223
