segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_atasco,coches_ajustando,coches_libre,gap_min,gap_medio,gap_max,gap_critico_medio,presion_gaps,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_en_atasco,max_v_diff
1,EQUILIBRIO,21.78,21.78,21.78,0.0,18.57,1456.0,102.5,0,0,35,0,48.86,48.86,48.86,24.28,0.5,0.0,0,0,0,0,0.0
2,EQUILIBRIO,22.16,22.16,22.16,0.0,18.57,1481.0,104.3,0,0,35,0,48.86,48.86,48.86,24.66,0.5,0.0,0,0,0,0,0.0
3,EQUILIBRIO,22.44,22.44,22.44,0.0,18.57,1500.0,105.6,0,0,35,0,48.86,48.86,48.86,24.94,0.51,0.0,0,0,0,0,0.0
4,EQUILIBRIO,22.63,22.63,22.63,0.0,18.57,1513.0,106.5,0,0,35,0,48.86,48.86,48.86,25.13,0.51,0.0,0,0,0,0,0.0
5,EQUILIBRIO,22.77,22.77,22.77,0.0,18.57,1522.0,107.1,0,0,35,0,48.86,48.86,48.86,25.27,0.52,0.0,0,0,0,0,0.0
6,EQUILIBRIO,22.86,22.86,22.86,0.0,18.57,1528.0,107.6,0,0,35,0,48.86,48.86,48.86,25.36,0.52,0.0,0,0,0,0,0.0
7,EQUILIBRIO,22.93,22.93,22.93,0.0,18.57,1533.0,107.9,0,0,35,0,48.86,48.86,48.86,25.43,0.52,0.0,0,0,0,0,0.0
8,EQUILIBRIO,22.98,22.98,22.98,0.0,18.57,1536.0,108.1,0,0,35,0,48.86,48.86,48.86,25.48,0.52,0.0,0,0,0,0,0.0
9,EQUILIBRIO,23.01,23.01,23.01,0.0,18.57,1538.0,108.3,0,0,35,0,48.86,48.86,48.86,25.51,0.52,0.0,0,0,0,0,0.0
10,EQUILIBRIO,23.03,23.03,23.03,0.0,18.57,1539.0,108.4,0,0,35,0,48.86,48.86,48.86,25.53,0.52,0.0,0,0,0,0,0.0
11,FRENADA_ORIGEN,22.66,11.03,23.04,12.01,18.57,1515.0,106.6,0,0,34,1,42.74,48.86,55.46,25.16,0.51,20.4,0,0,0,0,12.01
12,FRENADA_ORIGEN,22.21,0.0,23.05,23.05,18.57,1484.0,104.5,1,1,33,0,27.95,48.86,74.01,24.71,0.51,30.9,0,-0.0,1,1,23.05
13,FRENADA_ORIGEN,22.03,0.0,23.06,23.06,18.57,1472.0,103.7,1,1,33,0,13.15,48.86,97.07,24.53,0.5,42.3,0,-0.0,1,1,23.06
14,FRENADA_ORIGEN,21.8,0.0,23.07,23.07,18.57,1457.0,102.6,1,2,32,0,2.85,48.86,120.13,24.3,0.5,54.8,0,-7.1,1,2,23.07
15,FRENADA_ORIGEN,21.5,0.0,23.07,23.07,18.57,1437.0,101.2,1,2,32,0,-2.95,48.86,143.2,24.0,0.49,67.8,0,-1.5,1,2,23.07
16,ONDA_ACTIVA,21.23,0.0,23.07,23.07,18.57,1419.0,99.9,1,2,31,1,-2.96,48.86,164.9,23.73,0.49,80.4,0.0,-1.2,1,2,23.07
17,ONDA_ACTIVA,21.0,0.0,23.07,23.07,18.57,1404.0,98.8,1,2,31,1,0.92,48.86,184.09,23.5,0.48,93.6,0.0,-3.0,1,2,23.07
18,ONDA_ACTIVA,20.77,0.55,23.07,22.53,18.57,1388.0,97.7,0,3,31,1,2.61,48.86,200.8,23.27,0.48,106.2,0.1,-5.4,1,3,23.07
19,ONDA_ACTIVA,20.62,0.89,23.07,22.18,18.57,1378.0,97.0,0,3,31,1,4.31,48.86,215.03,23.12,0.47,119.5,0.2,-7.4,1,3,23.07
20,DISOLVIENDO,20.5,2.06,23.08,21.02,18.57,1370.0,96.5,0,4,30,1,4.13,48.86,226.82,23.0,0.47,132.1,0.4,-9.1,1,4,23.07
21,DISOLVIENDO,20.43,2.42,23.08,20.65,18.57,1366.0,96.1,0,3,31,1,5.5,48.86,236.28,22.93,0.47,144.5,0.5,-10.4,1,4,23.07
22,DISOLVIENDO,20.41,3.77,23.08,19.31,18.57,1364.0,96.0,0,4,29,2,6.02,48.86,243.53,22.91,0.47,156.1,0.6,-17.3,1,4,23.07
23,DISOLVIENDO,20.42,4.08,23.08,18.99,18.57,1365.0,96.1,0,4,29,2,6.83,48.86,248.79,22.92,0.47,167.3,0.8,-18.8,1,4,23.07
24,DISOLVIENDO,20.47,5.16,23.08,17.92,18.57,1368.0,96.3,0,5,29,1,7.84,48.86,252.33,22.97,0.47,178.0,0.9,-24.9,1,5,23.07
25,DISOLVIENDO,20.53,5.67,23.08,17.41,18.57,1372.0,96.6,0,5,29,1,8.24,48.86,254.45,23.03,0.47,188.2,1.0,-26.2,1,5,23.07
26,DISOLVIENDO,20.61,6.53,23.08,16.54,18.57,1378.0,97.0,0,4,30,1,9.61,48.86,255.45,23.11,0.47,198.0,1.1,-31.5,1,5,23.07
27,DISOLVIENDO,20.71,7.18,23.23,16.05,18.57,1384.0,97.5,0,5,29,1,9.7,48.86,255.6,23.21,0.48,207.3,1.2,-32.5,1,5,23.07
28,DISOLVIENDO,20.81,7.87,23.76,15.89,18.57,1391.0,97.9,0,5,29,1,10.97,48.86,255.15,23.31,0.48,216.1,1.3,-37.0,1,5,23.07
