segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
1,ESTABILIZANDO,38,0,0,0,25.0,25.0
2,ESTABILIZANDO,38,0,0,0,25.0,25.0
3,ESTABILIZANDO,38,0,0,0,25.0,25.0
4,ESTABILIZANDO,38,0,0,0,25.0,25.0
5,ESTABILIZANDO,38,0,0,0,25.0,25.0
6,ESTABILIZANDO,38,0,0,0,25.0,25.0
7,ESTABILIZANDO,38,0,0,0,25.0,25.0
8,ESTABILIZANDO,38,0,0,0,25.0,25.0
9,ESTABILIZANDO,38,0,0,0,25.0,25.0
10,ESTABILIZANDO,38,0,0,0,25.0,25.0
11,FRENANDO,36,2,0,0,24.13,13.0
12,FRENANDO,34,3,1,0,23.22,1.0
13,FRENANDO,0,36,2,0,22.64,0
14,FRENANDO,0,36,2,0,22.17,0
15,FRENANDO,0,36,2,0,21.76,0
16,RECUPERANDO,0,35,3,0,21.41,1.08
17,RECUPERANDO,0,35,3,0,21.11,2.28
18,RECUPERANDO,0,34,4,0,20.84,2.66
19,RECUPERANDO,0,34,4,0,20.61,2.93
20,RECUPERANDO,0,34,4,0,20.4,3.52
21,RECUPERANDO,0,33,5,0,20.22,3.9
22,RECUPERANDO,0,33,5,0,20.06,4.04
23,RECUPERANDO,0,33,5,0,19.93,4.47
24,RECUPERANDO,0,32,6,0,19.81,4.74
25,RECUPERANDO,0,32,6,0,19.7,4.87
26,RECUPERANDO,0,32,5,1,19.62,5.26
27,RECUPERANDO,0,31,6,1,19.55,5.43
28,RECUPERANDO,0,31,6,1,19.49,5.58
29,RECUPERANDO,0,31,5,2,19.45,5.96
30,RECUPERANDO,0,30,6,2,19.41,6.06
31,RECUPERANDO,0,30,6,2,19.39,6.24
32,RECUPERANDO,0,30,5,3,19.38,6.61
33,RECUPERANDO,0,29,6,3,19.37,6.67
34,RECUPERANDO,0,29,6,3,19.37,6.86
35,RECUPERANDO,0,29,5,4,19.38,7.24
36,RECUPERANDO,0,28,6,4,19.4,7.26
37,RECUPERANDO,0,28,6,4,19.42,7.47
38,RECUPERANDO,0,28,5,5,19.44,7.83
39,RECUPERANDO,0,27,6,5,19.47,7.85
40,RECUPERANDO,0,27,5,6,19.5,8.07
