segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
41,RECUPERANDO,0,27,5,6,19.53,8.4
42,RECUPERANDO,0,26,6,6,19.56,8.44
43,RECUPERANDO,0,26,5,7,19.6,8.66
44,RECUPERANDO,1,26,5,6,19.64,8.99
45,RECUPERANDO,1,26,4,7,19.67,9.04
46,RECUPERANDO,1,25,5,7,19.71,9.25
47,RECUPERANDO,1,25,5,7,19.75,9.58
48,RECUPERANDO,1,25,4,8,19.79,9.63
49,RECUPERANDO,1,24,5,8,19.83,9.84
50,RECUPERANDO,1,24,4,9,19.87,10.18
51,RECUPERANDO,1,24,4,9,19.91,10.24
52,RECUPERANDO,1,24,4,9,19.95,10.43
53,RECUPERANDO,1,23,4,10,19.99,10.74
54,RECUPERANDO,1,23,4,10,20.03,10.84
55,RECUPERANDO,1,23,3,11,20.06,11.01
56,RECUPERANDO,1,23,3,11,20.1,11.3
57,RECUPERANDO,1,23,2,12,20.14,11.45
58,RECUPERANDO,1,22,3,12,20.18,11.6
59,RECUPERANDO,1,22,2,13,20.21,11.85
60,RECUPERANDO,1,22,2,13,20.25,12.07
61,RECUPERANDO,1,22,1,14,20.29,12.18
62,RECUPERANDO,2,22,1,13,20.32,12.4
63,RECUPERANDO,2,21,0,15,20.35,12.69
64,RECUPERANDO,2,21,0,15,20.39,12.77
65,RECUPERANDO,2,21,0,15,20.42,12.94
66,RECUPERANDO,2,21,0,15,20.45,13.2
67,RECUPERANDO,2,20,0,16,20.49,13.36
68,RECUPERANDO,2,20,0,16,20.52,13.49
69,RECUPERANDO,2,20,0,16,20.55,13.69
70,RECUPERANDO,2,19,0,17,20.58,13.96
71,RECUPERANDO,2,19,0,17,20.61,14.03
72,RECUPERANDO,2,19,0,17,20.63,14.19
73,RECUPERANDO,2,19,0,17,20.66,14.4
74,RECUPERANDO,2,18,0,18,20.69,14.59
75,RECUPERANDO,2,18,0,18,20.71,14.69
76,RECUPERANDO,2,18,0,18,20.74,14.85
77,RECUPERANDO,2,17,0,19,20.76,15.06
78,RECUPERANDO,2,17,0,19,20.79,15.2
79,RECUPERANDO,2,17,0,19,20.81,15.31
80,RECUPERANDO,2,17,0,19,20.83,15.46
81,RECUPERANDO,2,16,0,20,20.85,15.65
82,RECUPERANDO,2,16,0,20,20.87,15.78
83,RECUPERANDO,2,16,0,20,20.9,15.87
84,RECUPERANDO,2,16,0,20,20.91,16.01
85,RECUPERANDO,2,15,0,21,20.93,16.17
86,RECUPERANDO,2,15,0,21,20.95,16.31
87,RECUPERANDO,2,15,0,21,20.97,16.39
88,RECUPERANDO,2,15,0,21,20.99,16.5
89,RECUPERANDO,2,14,0,22,21.0,16.63
90,RECUPERANDO,2,14,0,22,21.02,16.79
91,RECUPERANDO,2,14,0,22,21.03,16.85
92,RECUPERANDO,2,14,0,22,21.05,16.94
93,RECUPERANDO,2,14,0,22,21.06,17.04
94,RECUPERANDO,2,13,0,23,21.08,17.17
95,RECUPERANDO,2,13,0,23,21.09,17.27
96,RECUPERANDO,2,13,0,23,21.1,17.33
97,RECUPERANDO,2,13,0,23,21.12,17.41
98,RECUPERANDO,2,13,0,23,21.13,17.5
99,RECUPERANDO,2,12,0,24,21.14,17.61
100,RECUPERANDO,2,12,0,24,21.15,17.69
101,RECUPERANDO,2,12,0,24,21.16,17.74
102,RECUPERANDO,2,12,0,24,21.17,17.81
103,RECUPERANDO,2,12,0,24,21.18,17.88
104,RECUPERANDO,2,11,0,25,21.19,17.96
105,RECUPERANDO,2,11,0,25,21.2,18.05
106,RECUPERANDO,2,11,0,25,21.21,18.09
107,RECUPERANDO,2,11,0,25,21.22,18.14
108,RECUPERANDO,2,11,0,25,21.23,18.19
109,RECUPERANDO,2,10,0,26,21.24,18.26
110,RECUPERANDO,2,10,0,26,21.25,18.33
111,RECUPERANDO,2,10,0,26,21.25,18.38
112,RECUPERANDO,2,10,0,26,21.26,18.42
113,RECUPERANDO,2,10,0,26,21.27,18.46
114,RECUPERANDO,2,10,0,26,21.28,18.51
115,RECUPERANDO,2,9,0,27,21.28,18.56
116,RECUPERANDO,2,9,0,27,21.29,18.61
117,RECUPERANDO,2,9,0,27,21.3,18.66
118,RECUPERANDO,2,9,0,27,21.31,18.68
119,RECUPERANDO,2,9,0,27,21.31,18.72
120,RECUPERANDO,3,9,0,26,21.32,18.75
121,RECUPERANDO,3,8,0,27,21.33,18.79
122,RECUPERANDO,3,8,0,27,21.33,18.84
123,RECUPERANDO,3,8,0,27,21.34,18.88
124,RECUPERANDO,3,8,0,27,21.34,18.9
125,RECUPERANDO,3,8,0,27,21.35,18.93
126,RECUPERANDO,3,8,0,27,21.36,18.96
127,RECUPERANDO,3,7,0,28,21.36,18.99
128,RECUPERANDO,3,7,0,28,21.37,19.02
129,RECUPERANDO,3,7,0,28,21.37,19.05
130,RECUPERANDO,3,7,0,28,21.38,19.09
131,RECUPERANDO,3,7,0,28,21.39,19.1
132,RECUPERANDO,3,7,0,28,21.39,19.12
133,RECUPERANDO,3,7,0,28,21.4,19.15
134,RECUPERANDO,3,6,0,29,21.4,19.17
135,RECUPERANDO,3,6,0,29,21.41,19.2
136,RECUPERANDO,3,6,0,29,21.42,19.23
137,RECUPERANDO,2,7,0,29,21.42,19.25
138,RECUPERANDO,2,7,0,29,21.43,19.27
139,RECUPERANDO,2,7,0,29,21.43,19.28
140,RECUPERANDO,2,7,0,29,21.44,19.3
141,RECUPERANDO,2,6,0,30,21.45,19.33
142,RECUPERANDO,2,6,0,30,21.45,19.35
143,RECUPERANDO,2,6,0,30,21.46,19.37
144,RECUPERANDO,2,6,0,30,21.46,19.39
145,RECUPERANDO,2,6,0,30,21.47,19.4
146,RECUPERANDO,2,6,0,30,21.48,19.42
147,RECUPERANDO,2,6,0,30,21.48,19.44
148,RECUPERANDO,2,5,0,31,21.49,19.45
149,RECUPERANDO,2,5,0,31,21.5,19.47
150,RECUPERANDO,2,5,0,31,21.5,19.49
151,RECUPERANDO,1,6,0,31,21.51,19.51
