scenario,max_in_jam,max_stopped,max_gap_pressure,max_v_diff,min_velocity,avg_velocity_before,avg_velocity_during,velocity_drop,total_energy,total_time_lost,min_efficiency,flow_before,flow_during,flow_drop_pct,recovery_time,disturbance
Disturbance_D08,8,3,0.45,23.61,0.0,23.022222222222226,21.672222222222224,1.3500000000000014,404.7,2.9,92.2,1319.0,1241.6666666666667,5.863027546120793,119,8
Disturbance_D10,9,3,0.45,23.61,0.0,23.022222222222226,21.582222222222224,1.4400000000000013,414.3,3.3,91.6,1319.0,1236.3333333333333,6.267374273439481,121,10
Disturbance_D12,9,3,0.45,23.61,0.0,23.022222222222226,21.515555555555554,1.5066666666666713,417.6,3.5,91.1,1319.0,1232.7777777777778,6.536938758318588,126,12
Disturbance_D15,9,3,0.45,23.61,0.0,23.022222222222226,21.464444444444446,1.5577777777777797,423.9,3.8,90.8,1319.0,1229.888888888889,6.755959902282873,126,15
Disturbance_D18,9,3,0.45,23.61,0.0,23.022222222222226,21.433333333333334,1.5888888888888921,427.2,4.0,90.6,1319.0,1227.888888888889,6.907589925027376,127,18
